Column1;name;cp;ID;probe;spike;matrix;state;plate;replicate
1746;RS3;NA;TEX_salmon_sihl_free_2_3;TEX;salmon;sihl;free;2;3
271;RS1;NA;TEX_salmon_sihl_membrane_1_1;TEX;salmon;sihl;membrane;1;1
272;RS1;NA;TEX_salmon_sihl_membrane_1_1;TEX;salmon;sihl;membrane;1;1
273;RS1;NA;TEX_salmon_sihl_membrane_1_1;TEX;salmon;sihl;membrane;1;1
274;RS2;NA;TEX_salmon_sihl_membrane_1_2;TEX;salmon;sihl;membrane;1;2
275;RS2;NA;TEX_salmon_sihl_membrane_1_2;TEX;salmon;sihl;membrane;1;2
276;RS2;NA;TEX_salmon_sihl_membrane_1_2;TEX;salmon;sihl;membrane;1;2
277;RS3;NA;TEX_salmon_sihl_membrane_1_3;TEX;salmon;sihl;membrane;1;3
278;RS3;NA;TEX_salmon_sihl_membrane_1_3;TEX;salmon;sihl;membrane;1;3
279;RS3;NA;TEX_salmon_sihl_membrane_1_3;TEX;salmon;sihl;membrane;1;3
127;ATS1;38.72;TEX_salmon_tap_adsorbed_1_1;TEX;salmon;tap;adsorbed;1;1
128;ATS1;38.39;TEX_salmon_tap_adsorbed_1_1;TEX;salmon;tap;adsorbed;1;1
129;ATS1;NA;TEX_salmon_tap_adsorbed_1_1;TEX;salmon;tap;adsorbed;1;1
130;ATS2;NA;TEX_salmon_tap_adsorbed_1_2;TEX;salmon;tap;adsorbed;1;2
131;ATS2;NA;TEX_salmon_tap_adsorbed_1_2;TEX;salmon;tap;adsorbed;1;2
132;ATS2;38.24;TEX_salmon_tap_adsorbed_1_2;TEX;salmon;tap;adsorbed;1;2
133;ATS3;35.23;TEX_salmon_tap_adsorbed_1_3;TEX;salmon;tap;adsorbed;1;3
134;ATS3;35.6;TEX_salmon_tap_adsorbed_1_3;TEX;salmon;tap;adsorbed;1;3
135;ATS3;34.49;TEX_salmon_tap_adsorbed_1_3;TEX;salmon;tap;adsorbed;1;3
1756;TS1;NA;TEX_salmon_tap_free_2_1;TEX;salmon;tap;free;2;1
1757;TS1;NA;TEX_salmon_tap_free_2_1;TEX;salmon;tap;free;2;1
1758;TS1;NA;TEX_salmon_tap_free_2_1;TEX;salmon;tap;free;2;1
1759;TS2;NA;TEX_salmon_tap_free_2_2;TEX;salmon;tap;free;2;2
1760;TS2;NA;TEX_salmon_tap_free_2_2;TEX;salmon;tap;free;2;2
1761;TS2;NA;TEX_salmon_tap_free_2_2;TEX;salmon;tap;free;2;2
1762;TS3;NA;TEX_salmon_tap_free_2_3;TEX;salmon;tap;free;2;3
1763;TS3;NA;TEX_salmon_tap_free_2_3;TEX;salmon;tap;free;2;3
1764;TS3;NA;TEX_salmon_tap_free_2_3;TEX;salmon;tap;free;2;3
316;TS1;NA;TEX_salmon_tap_membrane_1_1;TEX;salmon;tap;membrane;1;1
317;TS1;NA;TEX_salmon_tap_membrane_1_1;TEX;salmon;tap;membrane;1;1
318;TS1;NA;TEX_salmon_tap_membrane_1_1;TEX;salmon;tap;membrane;1;1
319;TS2;NA;TEX_salmon_tap_membrane_1_2;TEX;salmon;tap;membrane;1;2
320;TS2;NA;TEX_salmon_tap_membrane_1_2;TEX;salmon;tap;membrane;1;2
321;TS2;NA;TEX_salmon_tap_membrane_1_2;TEX;salmon;tap;membrane;1;2
322;TS3;NA;TEX_salmon_tap_membrane_1_3;TEX;salmon;tap;membrane;1;3
323;TS3;NA;TEX_salmon_tap_membrane_1_3;TEX;salmon;tap;membrane;1;3
324;TS3;NA;TEX_salmon_tap_membrane_1_3;TEX;salmon;tap;membrane;1;3
1699;MTS3;NA;TEX_salmon_tap_membrane_2_3;TEX;salmon;tap;membrane;2;3
1700;MTS3;NA;TEX_salmon_tap_membrane_2_3;TEX;salmon;tap;membrane;2;3
1701;MTS3;NA;TEX_salmon_tap_membrane_2_3;TEX;salmon;tap;membrane;2;3
325;ALA1;34.38;VIC_all_limmat_adsorbed_1_1;VIC;all;limmat;adsorbed;1;1
326;ALA1;NA;VIC_all_limmat_adsorbed_1_1;VIC;all;limmat;adsorbed;1;1
327;ALA1;35.3;VIC_all_limmat_adsorbed_1_1;VIC;all;limmat;adsorbed;1;1
328;ALA2;35.16;VIC_all_limmat_adsorbed_1_2;VIC;all;limmat;adsorbed;1;2
329;ALA2;34.5;VIC_all_limmat_adsorbed_1_2;VIC;all;limmat;adsorbed;1;2
330;ALA2;35.05;VIC_all_limmat_adsorbed_1_2;VIC;all;limmat;adsorbed;1;2
331;ALA3;34.3;VIC_all_limmat_adsorbed_1_3;VIC;all;limmat;adsorbed;1;3
332;ALA3;NA;VIC_all_limmat_adsorbed_1_3;VIC;all;limmat;adsorbed;1;3
333;ALA3;35.27;VIC_all_limmat_adsorbed_1_3;VIC;all;limmat;adsorbed;1;3
1540;LA3;NA;VIC_all_limmat_free_2_1;VIC;all;limmat;free;2;1
1541;LA3;NA;VIC_all_limmat_free_2_1;VIC;all;limmat;free;2;1
1542;LA3;NA;VIC_all_limmat_free_2_1;VIC;all;limmat;free;2;1
1534;LA1;NA;VIC_all_limmat_free_2_2;VIC;all;limmat;free;2;2
1535;LA1;NA;VIC_all_limmat_free_2_2;VIC;all;limmat;free;2;2
1536;LA1;NA;VIC_all_limmat_free_2_2;VIC;all;limmat;free;2;2
1537;LA2;NA;VIC_all_limmat_free_2_3;VIC;all;limmat;free;2;3
1538;LA2;NA;VIC_all_limmat_free_2_3;VIC;all;limmat;free;2;3
1539;LA2;NA;VIC_all_limmat_free_2_3;VIC;all;limmat;free;2;3
514;LA1;31.18;VIC_all_limmat_membrane_1_1;VIC;all;limmat;membrane;1;1
515;LA1;31.01;VIC_all_limmat_membrane_1_1;VIC;all;limmat;membrane;1;1
516;LA1;31.04;VIC_all_limmat_membrane_1_1;VIC;all;limmat;membrane;1;1
517;LA2;31.37;VIC_all_limmat_membrane_1_2;VIC;all;limmat;membrane;1;2
518;LA2;31.74;VIC_all_limmat_membrane_1_2;VIC;all;limmat;membrane;1;2
519;LA2;31.03;VIC_all_limmat_membrane_1_2;VIC;all;limmat;membrane;1;2
520;LA3;30.89;VIC_all_limmat_membrane_1_3;VIC;all;limmat;membrane;1;3
521;LA3;30.68;VIC_all_limmat_membrane_1_3;VIC;all;limmat;membrane;1;3
522;LA3;30.94;VIC_all_limmat_membrane_1_3;VIC;all;limmat;membrane;1;3
370;ARA1;NA;VIC_all_sihl_adsorbed_1_1;VIC;all;sihl;adsorbed;1;1
371;ARA1;NA;VIC_all_sihl_adsorbed_1_1;VIC;all;sihl;adsorbed;1;1
372;ARA1;NA;VIC_all_sihl_adsorbed_1_1;VIC;all;sihl;adsorbed;1;1
373;ARA2;33.55;VIC_all_sihl_adsorbed_1_2;VIC;all;sihl;adsorbed;1;2
374;ARA2;NA;VIC_all_sihl_adsorbed_1_2;VIC;all;sihl;adsorbed;1;2
375;ARA2;33.03;VIC_all_sihl_adsorbed_1_2;VIC;all;sihl;adsorbed;1;2
376;ARA3;32.91;VIC_all_sihl_adsorbed_1_3;VIC;all;sihl;adsorbed;1;3
377;ARA3;32.21;VIC_all_sihl_adsorbed_1_3;VIC;all;sihl;adsorbed;1;3
378;ARA3;32.22;VIC_all_sihl_adsorbed_1_3;VIC;all;sihl;adsorbed;1;3
1585;RA1;NA;VIC_all_sihl_free_2_1;VIC;all;sihl;free;2;1
1586;RA1;NA;VIC_all_sihl_free_2_1;VIC;all;sihl;free;2;1
1587;RA1;NA;VIC_all_sihl_free_2_1;VIC;all;sihl;free;2;1
1588;RA2;NA;VIC_all_sihl_free_2_2;VIC;all;sihl;free;2;2
1589;RA2;NA;VIC_all_sihl_free_2_2;VIC;all;sihl;free;2;2
1590;RA2;NA;VIC_all_sihl_free_2_2;VIC;all;sihl;free;2;2
1591;RA3;NA;VIC_all_sihl_free_2_3;VIC;all;sihl;free;2;3
1592;RA3;NA;VIC_all_sihl_free_2_3;VIC;all;sihl;free;2;3
1593;RA3;NA;VIC_all_sihl_free_2_3;VIC;all;sihl;free;2;3
559;RA1;30.63;VIC_all_sihl_membrane_1_1;VIC;all;sihl;membrane;1;1
560;RA1;30.2;VIC_all_sihl_membrane_1_1;VIC;all;sihl;membrane;1;1
561;RA1;30.88;VIC_all_sihl_membrane_1_1;VIC;all;sihl;membrane;1;1
562;RA2;30.83;VIC_all_sihl_membrane_1_2;VIC;all;sihl;membrane;1;2
563;RA2;30.9;VIC_all_sihl_membrane_1_2;VIC;all;sihl;membrane;1;2
564;RA2;31.1;VIC_all_sihl_membrane_1_2;VIC;all;sihl;membrane;1;2
565;RA3;31.52;VIC_all_sihl_membrane_1_3;VIC;all;sihl;membrane;1;3
566;RA3;31.77;VIC_all_sihl_membrane_1_3;VIC;all;sihl;membrane;1;3
567;RA3;31.32;VIC_all_sihl_membrane_1_3;VIC;all;sihl;membrane;1;3
415;ATA1;32.58;VIC_all_tap_adsorbed_1_1;VIC;all;tap;adsorbed;1;1
416;ATA1;32.21;VIC_all_tap_adsorbed_1_1;VIC;all;tap;adsorbed;1;1
417;ATA1;32.77;VIC_all_tap_adsorbed_1_1;VIC;all;tap;adsorbed;1;1
418;ATA2;31.97;VIC_all_tap_adsorbed_1_2;VIC;all;tap;adsorbed;1;2
419;ATA2;32.08;VIC_all_tap_adsorbed_1_2;VIC;all;tap;adsorbed;1;2
420;ATA2;32.57;VIC_all_tap_adsorbed_1_2;VIC;all;tap;adsorbed;1;2
421;ATA3;32.1;VIC_all_tap_adsorbed_1_3;VIC;all;tap;adsorbed;1;3
422;ATA3;32.03;VIC_all_tap_adsorbed_1_3;VIC;all;tap;adsorbed;1;3
423;ATA3;32.88;VIC_all_tap_adsorbed_1_3;VIC;all;tap;adsorbed;1;3
1630;TA1;NA;VIC_all_tap_free_2_1;VIC;all;tap;free;2;1
1631;TA1;NA;VIC_all_tap_free_2_1;VIC;all;tap;free;2;1
1632;TA1;NA;VIC_all_tap_free_2_1;VIC;all;tap;free;2;1
1633;TA2;NA;VIC_all_tap_free_2_2;VIC;all;tap;free;2;2
1634;TA2;NA;VIC_all_tap_free_2_2;VIC;all;tap;free;2;2
1635;TA2;NA;VIC_all_tap_free_2_2;VIC;all;tap;free;2;2
1636;TA3;NA;VIC_all_tap_free_2_3;VIC;all;tap;free;2;3
1637;TA3;NA;VIC_all_tap_free_2_3;VIC;all;tap;free;2;3
1638;TA3;NA;VIC_all_tap_free_2_3;VIC;all;tap;free;2;3
604;TA1;33.57;VIC_all_tap_membrane_1_1;VIC;all;tap;membrane;1;1
605;TA1;NA;VIC_all_tap_membrane_1_1;VIC;all;tap;membrane;1;1
606;TA1;NA;VIC_all_tap_membrane_1_1;VIC;all;tap;membrane;1;1
607;TA2;32.3;VIC_all_tap_membrane_1_2;VIC;all;tap;membrane;1;2
608;TA2;32.98;VIC_all_tap_membrane_1_2;VIC;all;tap;membrane;1;2
609;TA2;32.37;VIC_all_tap_membrane_1_2;VIC;all;tap;membrane;1;2
610;TA3;31.28;VIC_all_tap_membrane_1_3;VIC;all;tap;membrane;1;3
611;TA3;31.22;VIC_all_tap_membrane_1_3;VIC;all;tap;membrane;1;3
612;TA3;31.17;VIC_all_tap_membrane_1_3;VIC;all;tap;membrane;1;3
334;ALC1;NA;VIC_chicken_limmat_adsorbed_1_1;VIC;chicken;limmat;adsorbed;1;1
335;ALC1;NA;VIC_chicken_limmat_adsorbed_1_1;VIC;chicken;limmat;adsorbed;1;1
336;ALC1;NA;VIC_chicken_limmat_adsorbed_1_1;VIC;chicken;limmat;adsorbed;1;1
337;ALC2;NA;VIC_chicken_limmat_adsorbed_1_2;VIC;chicken;limmat;adsorbed;1;2
338;ALC2;NA;VIC_chicken_limmat_adsorbed_1_2;VIC;chicken;limmat;adsorbed;1;2
339;ALC2;NA;VIC_chicken_limmat_adsorbed_1_2;VIC;chicken;limmat;adsorbed;1;2
340;ALC3;NA;VIC_chicken_limmat_adsorbed_1_3;VIC;chicken;limmat;adsorbed;1;3
341;ALC3;NA;VIC_chicken_limmat_adsorbed_1_3;VIC;chicken;limmat;adsorbed;1;3
342;ALC3;NA;VIC_chicken_limmat_adsorbed_1_3;VIC;chicken;limmat;adsorbed;1;3
460;FLC1;NA;VIC_chicken_limmat_free_1_1;VIC;chicken;limmat;free;1;1
461;FLC1;NA;VIC_chicken_limmat_free_1_1;VIC;chicken;limmat;free;1;1
462;FLC1;NA;VIC_chicken_limmat_free_1_1;VIC;chicken;limmat;free;1;1
463;FLC2;NA;VIC_chicken_limmat_free_1_2;VIC;chicken;limmat;free;1;2
464;FLC2;NA;VIC_chicken_limmat_free_1_2;VIC;chicken;limmat;free;1;2
465;FLC2;NA;VIC_chicken_limmat_free_1_2;VIC;chicken;limmat;free;1;2
466;FLC3;NA;VIC_chicken_limmat_free_1_3;VIC;chicken;limmat;free;1;3
467;FLC3;NA;VIC_chicken_limmat_free_1_3;VIC;chicken;limmat;free;1;3
468;FLC3;NA;VIC_chicken_limmat_free_1_3;VIC;chicken;limmat;free;1;3
523;LC1;NA;VIC_chicken_limmat_membrane_1_1;VIC;chicken;limmat;membrane;1;1
524;LC1;NA;VIC_chicken_limmat_membrane_1_1;VIC;chicken;limmat;membrane;1;1
525;LC1;NA;VIC_chicken_limmat_membrane_1_1;VIC;chicken;limmat;membrane;1;1
526;LC2;NA;VIC_chicken_limmat_membrane_1_2;VIC;chicken;limmat;membrane;1;2
527;LC2;NA;VIC_chicken_limmat_membrane_1_2;VIC;chicken;limmat;membrane;1;2
528;LC2;NA;VIC_chicken_limmat_membrane_1_2;VIC;chicken;limmat;membrane;1;2
529;LC3;NA;VIC_chicken_limmat_membrane_1_3;VIC;chicken;limmat;membrane;1;3
530;LC3;NA;VIC_chicken_limmat_membrane_1_3;VIC;chicken;limmat;membrane;1;3
531;LC3;NA;VIC_chicken_limmat_membrane_1_3;VIC;chicken;limmat;membrane;1;3
379;ARC1;NA;VIC_chicken_sihl_adsorbed_1_1;VIC;chicken;sihl;adsorbed;1;1
380;ARC1;NA;VIC_chicken_sihl_adsorbed_1_1;VIC;chicken;sihl;adsorbed;1;1
381;ARC1;NA;VIC_chicken_sihl_adsorbed_1_1;VIC;chicken;sihl;adsorbed;1;1
382;ARC2;NA;VIC_chicken_sihl_adsorbed_1_2;VIC;chicken;sihl;adsorbed;1;2
383;ARC2;NA;VIC_chicken_sihl_adsorbed_1_2;VIC;chicken;sihl;adsorbed;1;2
384;ARC2;NA;VIC_chicken_sihl_adsorbed_1_2;VIC;chicken;sihl;adsorbed;1;2
385;ARC3;NA;VIC_chicken_sihl_adsorbed_1_3;VIC;chicken;sihl;adsorbed;1;3
386;ARC3;NA;VIC_chicken_sihl_adsorbed_1_3;VIC;chicken;sihl;adsorbed;1;3
387;ARC3;NA;VIC_chicken_sihl_adsorbed_1_3;VIC;chicken;sihl;adsorbed;1;3
1594;RC1;NA;VIC_chicken_sihl_free_2_1;VIC;chicken;sihl;free;2;1
1595;RC1;NA;VIC_chicken_sihl_free_2_1;VIC;chicken;sihl;free;2;1
1596;RC1;NA;VIC_chicken_sihl_free_2_1;VIC;chicken;sihl;free;2;1
1597;RC2;NA;VIC_chicken_sihl_free_2_2;VIC;chicken;sihl;free;2;2
1598;RC2;NA;VIC_chicken_sihl_free_2_2;VIC;chicken;sihl;free;2;2
1599;RC2;NA;VIC_chicken_sihl_free_2_2;VIC;chicken;sihl;free;2;2
1600;RC3;NA;VIC_chicken_sihl_free_2_3;VIC;chicken;sihl;free;2;3
1601;RC3;NA;VIC_chicken_sihl_free_2_3;VIC;chicken;sihl;free;2;3
1602;RC3;NA;VIC_chicken_sihl_free_2_3;VIC;chicken;sihl;free;2;3
568;RC1;NA;VIC_chicken_sihl_membrane_1_1;VIC;chicken;sihl;membrane;1;1
569;RC1;NA;VIC_chicken_sihl_membrane_1_1;VIC;chicken;sihl;membrane;1;1
570;RC1;NA;VIC_chicken_sihl_membrane_1_1;VIC;chicken;sihl;membrane;1;1
571;RC2;NA;VIC_chicken_sihl_membrane_1_2;VIC;chicken;sihl;membrane;1;2
572;RC2;NA;VIC_chicken_sihl_membrane_1_2;VIC;chicken;sihl;membrane;1;2
573;RC2;NA;VIC_chicken_sihl_membrane_1_2;VIC;chicken;sihl;membrane;1;2
574;RC3;NA;VIC_chicken_sihl_membrane_1_3;VIC;chicken;sihl;membrane;1;3
575;RC3;NA;VIC_chicken_sihl_membrane_1_3;VIC;chicken;sihl;membrane;1;3
576;RC3;NA;VIC_chicken_sihl_membrane_1_3;VIC;chicken;sihl;membrane;1;3
424;ATC1;NA;VIC_chicken_tap_adsorbed_1_1;VIC;chicken;tap;adsorbed;1;1
425;ATC1;NA;VIC_chicken_tap_adsorbed_1_1;VIC;chicken;tap;adsorbed;1;1
426;ATC1;NA;VIC_chicken_tap_adsorbed_1_1;VIC;chicken;tap;adsorbed;1;1
427;ATC2;NA;VIC_chicken_tap_adsorbed_1_2;VIC;chicken;tap;adsorbed;1;2
428;ATC2;NA;VIC_chicken_tap_adsorbed_1_2;VIC;chicken;tap;adsorbed;1;2
429;ATC2;NA;VIC_chicken_tap_adsorbed_1_2;VIC;chicken;tap;adsorbed;1;2
430;ATC3;NA;VIC_chicken_tap_adsorbed_1_3;VIC;chicken;tap;adsorbed;1;3
431;ATC3;NA;VIC_chicken_tap_adsorbed_1_3;VIC;chicken;tap;adsorbed;1;3
432;ATC3;NA;VIC_chicken_tap_adsorbed_1_3;VIC;chicken;tap;adsorbed;1;3
487;FTC1;NA;VIC_chicken_tap_free_1_1;VIC;chicken;tap;free;1;1
488;FTC1;NA;VIC_chicken_tap_free_1_1;VIC;chicken;tap;free;1;1
489;FTC1;NA;VIC_chicken_tap_free_1_1;VIC;chicken;tap;free;1;1
490;FTC2;NA;VIC_chicken_tap_free_1_2;VIC;chicken;tap;free;1;2
491;FTC2;NA;VIC_chicken_tap_free_1_2;VIC;chicken;tap;free;1;2
492;FTC2;NA;VIC_chicken_tap_free_1_2;VIC;chicken;tap;free;1;2
493;FTC3;NA;VIC_chicken_tap_free_1_3;VIC;chicken;tap;free;1;3
494;FTC3;NA;VIC_chicken_tap_free_1_3;VIC;chicken;tap;free;1;3
495;FTC3;NA;VIC_chicken_tap_free_1_3;VIC;chicken;tap;free;1;3
613;TC1;NA;VIC_chicken_tap_membrane_1_1;VIC;chicken;tap;membrane;1;1
614;TC1;NA;VIC_chicken_tap_membrane_1_1;VIC;chicken;tap;membrane;1;1
615;TC1;NA;VIC_chicken_tap_membrane_1_1;VIC;chicken;tap;membrane;1;1
616;TC2;NA;VIC_chicken_tap_membrane_1_2;VIC;chicken;tap;membrane;1;2
617;TC2;NA;VIC_chicken_tap_membrane_1_2;VIC;chicken;tap;membrane;1;2
618;TC2;NA;VIC_chicken_tap_membrane_1_2;VIC;chicken;tap;membrane;1;2
619;TC3;NA;VIC_chicken_tap_membrane_1_3;VIC;chicken;tap;membrane;1;3
620;TC3;NA;VIC_chicken_tap_membrane_1_3;VIC;chicken;tap;membrane;1;3
621;TC3;NA;VIC_chicken_tap_membrane_1_3;VIC;chicken;tap;membrane;1;3
343;ALM1;33.55;VIC_mouse_limmat_adsorbed_1_1;VIC;mouse;limmat;adsorbed;1;1
344;ALM1;33.34;VIC_mouse_limmat_adsorbed_1_1;VIC;mouse;limmat;adsorbed;1;1
345;ALM1;35.09;VIC_mouse_limmat_adsorbed_1_1;VIC;mouse;limmat;adsorbed;1;1
346;ALM2;34.16;VIC_mouse_limmat_adsorbed_1_2;VIC;mouse;limmat;adsorbed;1;2
347;ALM2;34.63;VIC_mouse_limmat_adsorbed_1_2;VIC;mouse;limmat;adsorbed;1;2
348;ALM2;35.46;VIC_mouse_limmat_adsorbed_1_2;VIC;mouse;limmat;adsorbed;1;2
349;ALM3;36.47;VIC_mouse_limmat_adsorbed_1_3;VIC;mouse;limmat;adsorbed;1;3
350;ALM3;35.55;VIC_mouse_limmat_adsorbed_1_3;VIC;mouse;limmat;adsorbed;1;3
351;ALM3;34.64;VIC_mouse_limmat_adsorbed_1_3;VIC;mouse;limmat;adsorbed;1;3
469;FLM1;NA;VIC_mouse_limmat_free_1_1;VIC;mouse;limmat;free;1;1
470;FLM1;NA;VIC_mouse_limmat_free_1_1;VIC;mouse;limmat;free;1;1
471;FLM1;NA;VIC_mouse_limmat_free_1_1;VIC;mouse;limmat;free;1;1
472;FLM2;NA;VIC_mouse_limmat_free_1_2;VIC;mouse;limmat;free;1;2
473;FLM2;NA;VIC_mouse_limmat_free_1_2;VIC;mouse;limmat;free;1;2
474;FLM2;NA;VIC_mouse_limmat_free_1_2;VIC;mouse;limmat;free;1;2
475;FLM3;NA;VIC_mouse_limmat_free_1_3;VIC;mouse;limmat;free;1;3
476;FLM3;NA;VIC_mouse_limmat_free_1_3;VIC;mouse;limmat;free;1;3
477;FLM3;NA;VIC_mouse_limmat_free_1_3;VIC;mouse;limmat;free;1;3
532;LM1;29.85;VIC_mouse_limmat_membrane_1_1;VIC;mouse;limmat;membrane;1;1
533;LM1;30.53;VIC_mouse_limmat_membrane_1_1;VIC;mouse;limmat;membrane;1;1
534;LM1;30.04;VIC_mouse_limmat_membrane_1_1;VIC;mouse;limmat;membrane;1;1
535;LM2;30.07;VIC_mouse_limmat_membrane_1_2;VIC;mouse;limmat;membrane;1;2
536;LM2;30.03;VIC_mouse_limmat_membrane_1_2;VIC;mouse;limmat;membrane;1;2
537;LM2;30.11;VIC_mouse_limmat_membrane_1_2;VIC;mouse;limmat;membrane;1;2
538;LM3;31.14;VIC_mouse_limmat_membrane_1_3;VIC;mouse;limmat;membrane;1;3
539;LM3;31.9;VIC_mouse_limmat_membrane_1_3;VIC;mouse;limmat;membrane;1;3
540;LM3;31.62;VIC_mouse_limmat_membrane_1_3;VIC;mouse;limmat;membrane;1;3
388;ARM1;34.33;VIC_mouse_sihl_adsorbed_1_1;VIC;mouse;sihl;adsorbed;1;1
389;ARM1;33.61;VIC_mouse_sihl_adsorbed_1_1;VIC;mouse;sihl;adsorbed;1;1
390;ARM1;35.7;VIC_mouse_sihl_adsorbed_1_1;VIC;mouse;sihl;adsorbed;1;1
391;ARM2;34.03;VIC_mouse_sihl_adsorbed_1_2;VIC;mouse;sihl;adsorbed;1;2
392;ARM2;34.45;VIC_mouse_sihl_adsorbed_1_2;VIC;mouse;sihl;adsorbed;1;2
393;ARM2;34.64;VIC_mouse_sihl_adsorbed_1_2;VIC;mouse;sihl;adsorbed;1;2
394;ARM3;34.46;VIC_mouse_sihl_adsorbed_1_3;VIC;mouse;sihl;adsorbed;1;3
395;ARM3;35.21;VIC_mouse_sihl_adsorbed_1_3;VIC;mouse;sihl;adsorbed;1;3
396;ARM3;34.58;VIC_mouse_sihl_adsorbed_1_3;VIC;mouse;sihl;adsorbed;1;3
1603;RM1;NA;VIC_mouse_sihl_free_2_1;VIC;mouse;sihl;free;2;1
1604;RM1;NA;VIC_mouse_sihl_free_2_1;VIC;mouse;sihl;free;2;1
1605;RM1;NA;VIC_mouse_sihl_free_2_1;VIC;mouse;sihl;free;2;1
1606;RM2;NA;VIC_mouse_sihl_free_2_2;VIC;mouse;sihl;free;2;2
1607;RM2;NA;VIC_mouse_sihl_free_2_2;VIC;mouse;sihl;free;2;2
1608;RM2;NA;VIC_mouse_sihl_free_2_2;VIC;mouse;sihl;free;2;2
1609;RM3;NA;VIC_mouse_sihl_free_2_3;VIC;mouse;sihl;free;2;3
1610;RM3;NA;VIC_mouse_sihl_free_2_3;VIC;mouse;sihl;free;2;3
1611;RM3;NA;VIC_mouse_sihl_free_2_3;VIC;mouse;sihl;free;2;3
577;RM1;33.7;VIC_mouse_sihl_membrane_1_1;VIC;mouse;sihl;membrane;1;1
578;RM1;33.9;VIC_mouse_sihl_membrane_1_1;VIC;mouse;sihl;membrane;1;1
579;RM1;34.07;VIC_mouse_sihl_membrane_1_1;VIC;mouse;sihl;membrane;1;1
580;RM2;29.63;VIC_mouse_sihl_membrane_1_2;VIC;mouse;sihl;membrane;1;2
581;RM2;29.14;VIC_mouse_sihl_membrane_1_2;VIC;mouse;sihl;membrane;1;2
582;RM2;29.57;VIC_mouse_sihl_membrane_1_2;VIC;mouse;sihl;membrane;1;2
583;RM3;28.99;VIC_mouse_sihl_membrane_1_3;VIC;mouse;sihl;membrane;1;3
584;RM3;29.36;VIC_mouse_sihl_membrane_1_3;VIC;mouse;sihl;membrane;1;3
585;RM3;29.25;VIC_mouse_sihl_membrane_1_3;VIC;mouse;sihl;membrane;1;3
433;ATM1;35.17;VIC_mouse_tap_adsorbed_1_1;VIC;mouse;tap;adsorbed;1;1
434;ATM1;35.58;VIC_mouse_tap_adsorbed_1_1;VIC;mouse;tap;adsorbed;1;1
435;ATM1;36.27;VIC_mouse_tap_adsorbed_1_1;VIC;mouse;tap;adsorbed;1;1
436;ATM2;35.79;VIC_mouse_tap_adsorbed_1_2;VIC;mouse;tap;adsorbed;1;2
437;ATM2;NA;VIC_mouse_tap_adsorbed_1_2;VIC;mouse;tap;adsorbed;1;2
438;ATM2;35.2;VIC_mouse_tap_adsorbed_1_2;VIC;mouse;tap;adsorbed;1;2
439;ATM3;36.46;VIC_mouse_tap_adsorbed_1_3;VIC;mouse;tap;adsorbed;1;3
440;ATM3;35.61;VIC_mouse_tap_adsorbed_1_3;VIC;mouse;tap;adsorbed;1;3
441;ATM3;NA;VIC_mouse_tap_adsorbed_1_3;VIC;mouse;tap;adsorbed;1;3
496;FTM1;NA;VIC_mouse_tap_free_1_1;VIC;mouse;tap;free;1;1
497;FTM1;NA;VIC_mouse_tap_free_1_1;VIC;mouse;tap;free;1;1
498;FTM1;NA;VIC_mouse_tap_free_1_1;VIC;mouse;tap;free;1;1
499;FTM2;NA;VIC_mouse_tap_free_1_2;VIC;mouse;tap;free;1;2
500;FTM2;NA;VIC_mouse_tap_free_1_2;VIC;mouse;tap;free;1;2
501;FTM2;NA;VIC_mouse_tap_free_1_2;VIC;mouse;tap;free;1;2
502;FTM3;NA;VIC_mouse_tap_free_1_3;VIC;mouse;tap;free;1;3
503;FTM3;NA;VIC_mouse_tap_free_1_3;VIC;mouse;tap;free;1;3
504;FTM3;NA;VIC_mouse_tap_free_1_3;VIC;mouse;tap;free;1;3
622;TM1;34.87;VIC_mouse_tap_membrane_1_1;VIC;mouse;tap;membrane;1;1
623;TM1;34.23;VIC_mouse_tap_membrane_1_1;VIC;mouse;tap;membrane;1;1
624;TM1;34.28;VIC_mouse_tap_membrane_1_1;VIC;mouse;tap;membrane;1;1
625;TM2;31.11;VIC_mouse_tap_membrane_1_2;VIC;mouse;tap;membrane;1;2
626;TM2;30.91;VIC_mouse_tap_membrane_1_2;VIC;mouse;tap;membrane;1;2
627;TM2;31.02;VIC_mouse_tap_membrane_1_2;VIC;mouse;tap;membrane;1;2
628;TM3;36.2;VIC_mouse_tap_membrane_1_3;VIC;mouse;tap;membrane;1;3
629;TM3;36.6;VIC_mouse_tap_membrane_1_3;VIC;mouse;tap;membrane;1;3
630;TM3;36.01;VIC_mouse_tap_membrane_1_3;VIC;mouse;tap;membrane;1;3
352;ALN1;NA;VIC_none_limmat_adsorbed_1_1;VIC;none;limmat;adsorbed;1;1
353;ALN1;NA;VIC_none_limmat_adsorbed_1_1;VIC;none;limmat;adsorbed;1;1
354;ALN1;NA;VIC_none_limmat_adsorbed_1_1;VIC;none;limmat;adsorbed;1;1
355;ALN2;NA;VIC_none_limmat_adsorbed_1_2;VIC;none;limmat;adsorbed;1;2
356;ALN2;NA;VIC_none_limmat_adsorbed_1_2;VIC;none;limmat;adsorbed;1;2
357;ALN2;NA;VIC_none_limmat_adsorbed_1_2;VIC;none;limmat;adsorbed;1;2
358;ALN3;NA;VIC_none_limmat_adsorbed_1_3;VIC;none;limmat;adsorbed;1;3
