,source,target,type,weight,bottleneck_flux,norm_bottleneck_flux
3204,1584,1882,Undirected,5,0.0,0.0
3205,1114,1538,Undirected,1,0.0,0.0
3206,1532,1399,Undirected,9,0.0,0.0
3207,1642,159,Undirected,6,0.0,0.0
3208,121,386,Undirected,3,0.0,0.0
3209,1665,474,Undirected,15,0.0,0.0
3210,1568,1740,Undirected,1,0.0,0.0
3211,1469,1469,Undirected,19,0.0,0.0
3212,147,340,Undirected,1,0.0,0.0
3213,1647,1647,Undirected,50,0.0,0.0
3214,1401,182,Undirected,6,3.531797125234443e-07,0.3038732003485092
3215,1645,1359,Undirected,1,0.0,0.0
3216,1252,1252,Undirected,6,0.0,0.0
3217,1490,1587,Undirected,16,0.0,0.0
3218,1979,1011,Undirected,5,0.0,0.0
3219,728,1455,Undirected,1,0.0,0.0
3220,1250,342,Undirected,2,0.0,0.0
3221,1296,1637,Undirected,1,0.0,0.0
3222,1820,422,Undirected,1,0.0,0.0
3223,1019,1719,Undirected,33,0.0,0.0
3224,1896,451,Undirected,13,0.0,0.0
3225,1784,1229,Undirected,3,0.0,0.0
3226,419,419,Undirected,25,0.0,0.0
3227,1793,275,Undirected,1,0.0,0.0
3228,1892,1229,Undirected,13,0.0,0.0
3229,1549,1549,Undirected,172,0.0,0.0
3230,985,758,Undirected,55,0.0,0.0
3231,392,392,Undirected,23,0.0,0.0
3232,1484,1357,Undirected,7,0.0,0.0
3233,1595,1308,Undirected,3,0.0,0.0
3234,617,148,Undirected,4,0.0,0.0
3235,1073,1751,Undirected,6,0.0,0.0
3236,0,1803,Undirected,15,0.0,0.0
3237,1819,499,Undirected,1,0.0,0.0
3238,1017,1818,Undirected,4,0.0,0.0
3239,920,735,Undirected,1,0.0,0.0
3240,1490,1995,Undirected,29,0.0,0.0
3241,1156,991,Undirected,3,0.0,0.0
3242,648,1939,Undirected,5,0.0,0.0
3243,698,1727,Undirected,3,0.0,0.0
3244,269,1798,Undirected,1,0.0,0.0
3245,1969,1453,Undirected,10,0.0,0.0
3246,842,842,Undirected,51,0.0,0.0
3247,951,1015,Undirected,2,0.0,0.0
3248,1850,514,Undirected,2,0.0,0.0
3249,515,693,Undirected,3,0.0,0.0
3250,1969,1078,Undirected,1,0.0,0.0
3251,1336,516,Undirected,11,0.0,0.0
3252,1082,1493,Undirected,4,0.0,0.0
3253,1457,515,Undirected,10,0.0,0.0
3254,1251,1837,Undirected,5,0.0,0.0
3255,538,1997,Undirected,8,0.0,0.0
3256,1989,1686,Undirected,3,0.0,0.0
3257,984,1725,Undirected,3,0.0,0.0
3258,1629,1245,Undirected,1,0.0,0.0
3259,441,1565,Undirected,2,0.0,0.0
3260,1271,983,Undirected,1,0.0,0.0
3261,1571,1774,Undirected,2,0.0,0.0
3262,1490,1758,Undirected,1,0.0,0.0
3263,869,869,Undirected,110,0.0,0.0
3264,1882,1757,Undirected,2,0.0,0.0
3265,1330,1806,Undirected,9,0.0,0.0
3266,1931,375,Undirected,1,0.0,0.0
3267,1400,1995,Undirected,39,0.0,0.0
3268,1668,1492,Undirected,1,0.0,0.0
3269,556,1847,Undirected,1,0.0,0.0
3270,1930,342,Undirected,1,0.0,0.0
3271,752,973,Undirected,1,0.0,0.0
3272,1097,1588,Undirected,3,0.0,0.0
3273,697,129,Undirected,10,0.0,0.0
3274,1453,814,Undirected,27,0.0,0.0
3275,1233,1875,Undirected,2,0.0,0.0
3276,1832,1276,Undirected,5,0.0,0.0
3277,1114,1951,Undirected,16,0.0,0.0
3278,536,706,Undirected,1,0.0,0.0
3279,115,223,Undirected,1,0.0,0.0
3280,1296,1713,Undirected,1,0.0,0.0
3281,1858,627,Undirected,2,0.0,0.0
3282,1077,893,Undirected,3,0.0,0.0
3283,475,558,Undirected,2,0.0,0.0
3284,99,1397,Undirected,36,0.0,0.0
3285,1674,814,Undirected,27,0.0,0.0
3286,777,151,Undirected,5,0.0,0.0
3287,1194,538,Undirected,1,0.0,0.0
3288,1194,308,Undirected,85,0.0,0.0
3289,1441,1932,Undirected,1,0.0,0.0
3290,1570,362,Undirected,2,0.0,0.0
3291,1434,1780,Undirected,158,0.0,0.0
3292,833,1874,Undirected,1,0.0,0.0
3293,1251,1551,Undirected,40,0.0,0.0
3294,1553,511,Undirected,7,0.0,0.0
3295,1176,955,Undirected,1,0.0,0.0
3296,728,455,Undirected,6,0.0,0.0
3297,1272,1957,Undirected,25,0.0,0.0
3298,1259,21,Undirected,4,0.0,0.0
3299,875,659,Undirected,7,0.0,0.0
3300,1165,838,Undirected,3,0.0,0.0
3301,1112,582,Undirected,1,0.0,0.0
3302,1009,850,Undirected,2,0.0,0.0
3303,1766,823,Undirected,3,0.0,0.0
3304,804,756,Undirected,2,0.0,0.0
3305,404,735,Undirected,7,0.0,0.0
3306,1195,1499,Undirected,62,0.0,0.0
3307,693,1327,Undirected,12,0.0,0.0
3308,1921,45,Undirected,1,0.0,0.0
3309,1602,1251,Undirected,3,0.0,0.0
3310,1448,1571,Undirected,1,0.0,0.0
3311,907,1366,Undirected,1,0.0,0.0
3312,978,710,Undirected,3,0.0,0.0
3313,1340,1677,Undirected,1,0.0,0.0
3314,522,966,Undirected,2,0.0,0.0
3315,1230,1807,Undirected,1,0.0,0.0
3316,1660,1348,Undirected,2,0.0,0.0
3317,814,1974,Undirected,13,0.0,0.0
3318,322,322,Undirected,59,0.0,0.0
3319,1283,1983,Undirected,7,0.0,0.0
3320,1320,1730,Undirected,2,0.0,0.0
3321,1130,1429,Undirected,7,0.0,0.0
3322,1375,271,Undirected,22,0.0,0.0
3323,1098,1795,Undirected,1,0.0,0.0
3324,1178,1772,Undirected,4,0.0,0.0
3325,1515,364,Undirected,10,0.0,0.0
3326,1576,157,Undirected,2,0.0,0.0
3327,1256,392,Undirected,3,0.0,0.0
3328,840,194,Undirected,1,0.0,0.0
3329,1539,1366,Undirected,1,0.0,0.0
3330,758,758,Undirected,275,0.0,0.0
3331,1576,25,Undirected,1,0.0,0.0
3332,1226,475,Undirected,1,0.0,0.0
3333,394,1893,Undirected,6,0.0,0.0
3334,707,78,Undirected,1,0.0,0.0
3335,1339,620,Undirected,2,0.0,0.0
3336,601,1708,Undirected,1,0.0,0.0
3337,1116,1998,Undirected,10,4.0972315518794846e-07,0.352522758270228
3338,1185,442,Undirected,1,0.0,0.0
3339,0,1630,Undirected,67,0.0,0.0
3340,1705,237,Undirected,1,0.0,0.0
3341,40,1506,Undirected,7,0.0,0.0
3342,1481,731,Undirected,1,0.0,0.0
3343,1301,1301,Undirected,7,0.0,0.0
3344,828,293,Undirected,6,0.0,0.0
3345,1729,1411,Undirected,1,0.0,0.0
3346,424,1434,Undirected,4,0.0,0.0
3347,1561,1453,Undirected,1,0.0,0.0
3348,1404,1318,Undirected,17,0.0,0.0
3349,1020,1655,Undirected,4,0.0,0.0
3350,356,164,Undirected,14,0.0,0.0
3351,1898,237,Undirected,6,0.0,0.0
3352,1285,1285,Undirected,48,0.0,0.0
3353,1412,278,Undirected,18,0.0,0.0
3354,1603,1318,Undirected,1,0.0,0.0
3355,625,1155,Undirected,61,0.0,0.0
3356,1994,195,Undirected,2,0.0,0.0
3357,1788,309,Undirected,1,0.0,0.0
3358,1269,1223,Undirected,1,0.0,0.0
3359,914,898,Undirected,5,0.0,0.0
3360,1644,1998,Undirected,6,0.0,0.0
3361,1490,1774,Undirected,6,0.0,0.0
3362,638,1207,Undirected,28,0.0,0.0
3363,256,171,Undirected,1,0.0,0.0
3364,1191,1247,Undirected,24,0.0,0.0
3365,1206,1206,Undirected,45,0.0,0.0
3366,1586,6,Undirected,1,0.0,0.0
3367,1969,625,Undirected,107,0.0,0.0
3368,320,516,Undirected,2,0.0,0.0
3369,617,777,Undirected,1,0.0,0.0
3370,1320,899,Undirected,1,0.0,0.0
3371,816,1174,Undirected,1,0.0,0.0
3372,1785,1989,Undirected,8,0.0,0.0
3373,1774,1254,Undirected,6,0.0,0.0
3374,250,199,Undirected,1,0.0,0.0
3375,1712,887,Undirected,2,0.0,0.0
3376,1195,1959,Undirected,19,0.0,0.0
3377,400,761,Undirected,1,0.0,0.0
3378,787,53,Undirected,17,0.0,0.0
3379,834,334,Undirected,1,0.0,0.0
3380,1720,1834,Undirected,5,0.0,0.0
3381,1184,1375,Undirected,1,0.0,0.0
3382,1890,1054,Undirected,49,0.0,0.0
3383,33,1222,Undirected,9,0.0,0.0
3384,1376,1513,Undirected,4,0.0,0.0
3385,313,1018,Undirected,100,0.0,0.0
3386,417,1949,Undirected,1,0.0,0.0
3387,374,1191,Undirected,4,0.0,0.0
3388,194,1858,Undirected,5,0.0,0.0
3389,716,1519,Undirected,2,0.0,0.0
3390,170,412,Undirected,13,0.0,0.0
3391,1328,1157,Undirected,31,0.0,0.0
3392,1652,949,Undirected,4,0.0,0.0
3393,1553,1553,Undirected,261,0.0,0.0
3394,1070,1087,Undirected,7,0.0,0.0
3395,656,1754,Undirected,2,0.0,0.0
3396,1195,1195,Undirected,1250,0.0,0.0
3397,1074,621,Undirected,3,3.0801627204163787e-07,0.2650149117455223
3398,137,51,Undirected,3,0.0,0.0
3399,953,406,Undirected,1,0.0,0.0
3400,267,869,Undirected,13,0.0,0.0
3401,1434,1018,Undirected,2,0.0,0.0
3402,1445,1870,Undirected,1,0.0,0.0
3403,1218,1932,Undirected,1,0.0,0.0
3404,483,988,Undirected,2,0.0,0.0
3405,1644,852,Undirected,3,0.0,0.0
3406,424,1325,Undirected,5,0.0,0.0
3407,681,1703,Undirected,4,0.0,0.0
3408,1706,1354,Undirected,16,3.613949710671512e-07,0.31094154775592414
3409,1344,1382,Undirected,106,0.0,0.0
3410,30,30,Undirected,32,0.0,0.0
3411,1683,1015,Undirected,2,0.0,0.0
3412,722,1635,Undirected,3,0.0,0.0
3413,1631,903,Undirected,7,0.0,0.0
3414,1925,622,Undirected,2,0.0,0.0
3415,1992,1527,Undirected,6,0.0,0.0
3416,1594,1394,Undirected,3,0.0,0.0
3417,978,1983,Undirected,1,0.0,0.0
3418,756,1989,Undirected,2,0.0,0.0
3419,1553,523,Undirected,2,0.0,0.0
3420,680,1862,Undirected,2,0.0,0.0
3421,1873,1341,Undirected,1,0.0,0.0
3422,1630,631,Undirected,1,0.0,0.0
3423,948,1972,Undirected,5,0.0,0.0
3424,1982,1422,Undirected,1,0.0,0.0
3425,1379,939,Undirected,13,0.0,0.0
3426,1440,1066,Undirected,2,0.0,0.0
3427,1824,759,Undirected,1,0.0,0.0
3428,1814,1607,Undirected,1,0.0,0.0
3429,769,815,Undirected,2,0.0,0.0
3430,1395,1630,Undirected,8,0.0,0.0
3431,1856,108,Undirected,1,0.0,0.0
3432,1400,1925,Undirected,1,0.0,0.0
3433,40,314,Undirected,1,0.0,0.0
3434,738,518,Undirected,4,0.0,0.0
3435,288,697,Undirected,11,0.0,0.0
3436,700,1558,Undirected,1,0.0,0.0
3437,1082,422,Undirected,1,0.0,0.0
3438,679,679,Undirected,42,0.0,0.0
3439,1257,1679,Undirected,2,0.0,0.0
3440,780,1087,Undirected,20,0.0,0.0
3441,1728,1000,Undirected,5,0.0,0.0
3442,1888,1998,Undirected,3,0.0,0.0
3443,1960,351,Undirected,4,7.71859620604733e-07,0.6641022822548928
3444,1881,1357,Undirected,1,0.0,0.0
3445,1977,1884,Undirected,1,0.0,0.0
3446,1985,1774,Undirected,2,0.0,0.0
3447,839,551,Undirected,5,0.0,0.0
3448,472,1555,Undirected,14,0.0,0.0
3449,1777,1498,Undirected,5,0.0,0.0
3450,566,983,Undirected,1,0.0,0.0
3451,797,1350,Undirected,1,0.0,0.0
3452,1610,1335,Undirected,1,0.0,0.0
3453,1905,722,Undirected,5,0.0,0.0
3454,1576,1341,Undirected,3,0.0,0.0
3455,177,623,Undirected,21,0.0,0.0
3456,151,1831,Undirected,2,0.0,0.0
3457,1104,1761,Undirected,5,0.0,0.0
3458,386,1789,Undirected,8,0.0,0.0
3459,147,1159,Undirected,1,0.0,0.0
3460,784,1837,Undirected,1,0.0,0.0
3461,1026,1317,Undirected,15,0.0,0.0
3462,603,1587,Undirected,1,0.0,0.0
3463,296,559,Undirected,11,0.0,0.0
3464,628,517,Undirected,1,0.0,0.0
3465,418,418,Undirected,14,0.0,0.0
3466,1928,979,Undirected,149,0.0,0.0
3467,984,394,Undirected,15,0.0,0.0
3468,1163,316,Undirected,1,0.0,0.0
3469,1076,1076,Undirected,261,0.0,0.0
3470,1345,1006,Undirected,1,0.0,0.0
3471,1316,1974,Undirected,7,0.0,0.0
3472,480,1917,Undirected,1,0.0,0.0
3473,352,1951,Undirected,2,0.0,0.0
3474,440,1350,Undirected,2,0.0,0.0
3475,1929,1901,Undirected,2,0.0,0.0
3476,381,167,Undirected,6,0.0,0.0
3477,283,283,Undirected,54,0.0,0.0
3478,1824,995,Undirected,107,0.0,0.0
3479,1248,1758,Undirected,2,0.0,0.0
3480,1056,1148,Undirected,1,0.0,0.0
3481,617,1524,Undirected,1,0.0,0.0
3482,1925,1783,Undirected,1,0.0,0.0
3483,1568,1739,Undirected,10,0.0,0.0
3484,1476,772,Undirected,1,0.0,0.0
3485,1833,410,Undirected,1,0.0,0.0
3486,1720,1078,Undirected,1,0.0,0.0
3487,1032,1980,Undirected,1,0.0,0.0
3488,1502,839,Undirected,1,0.0,0.0
3489,912,1993,Undirected,1,0.0,0.0
3490,1584,275,Undirected,2,0.0,0.0
3491,840,840,Undirected,45,0.0,0.0
3492,314,1935,Undirected,1,0.0,0.0
3493,1250,324,Undirected,1,0.0,0.0
3494,1400,1639,Undirected,15,0.0,0.0
3495,1715,343,Undirected,2,0.0,0.0
3496,1950,999,Undirected,2,0.0,0.0
3497,304,75,Undirected,32,5.511402780515008e-07,0.4741969999801716
3498,396,1268,Undirected,1,0.0,0.0
3499,1314,575,Undirected,3,0.0,0.0
3500,1779,206,Undirected,1,0.0,0.0
3501,1257,1146,Undirected,3,0.0,0.0
3502,1025,1663,Undirected,1,0.0,0.0
3503,985,1974,Undirected,2,0.0,0.0
3504,1460,548,Undirected,1,0.0,0.0
3505,1330,829,Undirected,3,0.0,0.0
3506,702,1751,Undirected,2,4.209557953141495e-07,0.362187238370526
3507,1372,853,Undirected,27,0.0,0.0
3508,625,758,Undirected,4,0.0,0.0
3509,1795,182,Undirected,65,0.0,0.0
3510,1855,1855,Undirected,47,0.0,0.0
3511,1868,1965,Undirected,1,0.0,0.0
3512,1752,1410,Undirected,5,0.0,0.0
3513,92,1975,Undirected,2,0.0,0.0
3514,510,510,Undirected,242,0.0,0.0
3515,1155,1511,Undirected,2,0.0,0.0
3516,1158,1679,Undirected,1,0.0,0.0
3517,424,947,Undirected,2,0.0,0.0
3518,920,215,Undirected,1,0.0,0.0
3519,1681,1251,Undirected,15,0.0,0.0
3520,1288,1247,Undirected,7,0.0,0.0
3521,771,639,Undirected,85,0.0,0.0
3522,1584,1833,Undirected,1,0.0,0.0
3523,1435,909,Undirected,17,0.0,0.0
3524,1208,555,Undirected,3,0.0,0.0
3525,840,754,Undirected,2,0.0,0.0
3526,993,1211,Undirected,14,0.0,0.0
3527,1185,1907,Undirected,17,0.0,0.0
3528,1584,780,Undirected,7,0.0,0.0
3529,1945,1668,Undirected,1,0.0,0.0
3530,657,1083,Undirected,4,0.0,0.0
3531,1544,977,Undirected,1,0.0,0.0
3532,778,1764,Undirected,2,0.0,0.0
3533,1369,461,Undirected,4,0.0,0.0
3534,130,1149,Undirected,2,0.0,0.0
3535,1331,1331,Undirected,453,0.0,0.0
3536,128,1734,Undirected,1,0.0,0.0
3537,906,1894,Undirected,1,0.0,0.0
3538,1648,661,Undirected,5,0.0,0.0
3539,1753,470,Undirected,17,0.0,0.0
3540,19,886,Undirected,2,0.0,0.0
3541,65,642,Undirected,1,0.0,0.0
3542,1974,567,Undirected,2,0.0,0.0
3543,1036,1670,Undirected,1,0.0,0.0
3544,969,1158,Undirected,2,0.0,0.0
3545,684,1564,Undirected,1,0.0,0.0
3546,811,1366,Undirected,34,0.0,0.0
3547,1626,780,Undirected,1,0.0,0.0
3548,1672,1925,Undirected,6,0.0,0.0
3549,314,205,Undirected,3,0.0,0.0
3550,447,935,Undirected,1,0.0,0.0
3551,411,932,Undirected,4,0.0,0.0
3552,1810,188,Undirected,1,0.0,0.0
3553,883,1420,Undirected,2,0.0,0.0
3554,824,824,Undirected,11,0.0,0.0
3555,1300,1743,Undirected,1,0.0,0.0
3556,868,382,Undirected,19,0.0,0.0
3557,905,1718,Undirected,2,0.0,0.0
3558,887,759,Undirected,9,0.0,0.0
3559,1201,375,Undirected,1,0.0,0.0
3560,1945,517,Undirected,4,0.0,0.0
3561,577,1276,Undirected,2,0.0,0.0
3562,1116,1116,Undirected,124,0.0,0.0
3563,1017,266,Undirected,4,0.0,0.0
3564,1412,317,Undirected,5,0.0,0.0
3565,1828,1455,Undirected,1,0.0,0.0
3566,1802,1591,Undirected,5,0.0,0.0
3567,1509,759,Undirected,24,0.0,0.0
3568,1049,699,Undirected,1,0.0,0.0
3569,1619,1587,Undirected,1,0.0,0.0
3570,1825,266,Undirected,2,0.0,0.0
3571,9,250,Undirected,1,0.0,0.0
3572,1457,1759,Undirected,4,0.0,0.0
3573,545,1025,Undirected,5,4.1803336388490746e-07,0.3596728000839727
3574,411,500,Undirected,1,0.0,0.0
3575,1381,1381,Undirected,19,0.0,0.0
3576,1379,1787,Undirected,8,0.0,0.0
3577,1315,1101,Undirected,4,0.0,0.0
3578,1754,1434,Undirected,1,0.0,0.0
3579,584,1292,Undirected,1,0.0,0.0
3580,577,356,Undirected,1,0.0,0.0
3581,1864,1864,Undirected,62,0.0,0.0
3582,842,1359,Undirected,2,0.0,0.0
3583,1866,1980,Undirected,14,0.0,0.0
3584,1570,1356,Undirected,3,0.0,0.0
3585,1730,1347,Undirected,1,0.0,0.0
3586,754,1461,Undirected,2,0.0,0.0
3587,1497,289,Undirected,1,0.0,0.0
3588,20,1565,Undirected,3,0.0,0.0
3589,1248,1838,Undirected,1,0.0,0.0
3590,281,602,Undirected,6,0.0,0.0
3591,822,1703,Undirected,9,0.0,0.0
3592,1009,1983,Undirected,1,0.0,0.0
3593,1849,1051,Undirected,57,0.0,0.0
3594,1450,1228,Undirected,2,0.0,0.0
3595,10,10,Undirected,87,0.0,0.0
3596,824,1847,Undirected,1,0.0,0.0
3597,64,1898,Undirected,3,0.0,0.0
3598,1604,1597,Undirected,1,0.0,0.0
3599,289,949,Undirected,3,0.0,0.0
3600,1692,1692,Undirected,5,0.0,0.0
3601,1419,366,Undirected,1,0.0,0.0
3602,128,1674,Undirected,2,0.0,0.0
3603,1476,1204,Undirected,1,0.0,0.0
3604,1467,1467,Undirected,25,0.0,0.0
3605,1809,747,Undirected,1,0.0,0.0
3606,433,1251,Undirected,2,0.0,0.0
3607,1674,1195,Undirected,8,0.0,0.0
3608,1875,717,Undirected,1,0.0,0.0
3609,1018,1837,Undirected,2,0.0,0.0
3610,1028,902,Undirected,1,0.0,0.0
3611,1227,1527,Undirected,4,0.0,0.0
3612,1769,364,Undirected,8,0.0,0.0
3613,1224,1003,Undirected,6,0.0,0.0
3614,1720,1827,Undirected,3,0.0,0.0
3615,753,906,Undirected,2,0.0,0.0
3616,1827,1319,Undirected,3,0.0,0.0
3617,1570,1395,Undirected,6,0.0,0.0
3618,765,1205,Undirected,2,0.0,0.0
3619,1875,822,Undirected,3,0.0,0.0
3620,1497,411,Undirected,2,0.0,0.0
3621,441,682,Undirected,10,0.0,0.0
3622,1570,1682,Undirected,3,0.0,0.0
3623,235,1558,Undirected,14,0.0,0.0
3624,138,956,Undirected,7,0.0,0.0
3625,1195,780,Undirected,2,0.0,0.0
3626,529,1484,Undirected,1,0.0,0.0
3627,1908,1398,Undirected,3,0.0,0.0
3628,952,952,Undirected,59,0.0,0.0
3629,773,726,Undirected,2,0.0,0.0
3630,1096,102,Undirected,1,0.0,0.0
3631,127,127,Undirected,1856,0.0,0.0
3632,1794,669,Undirected,2,0.0,0.0
3633,1604,1079,Undirected,15,0.0,0.0
3634,1450,1637,Undirected,1,0.0,0.0
3635,667,687,Undirected,8,0.0,0.0
3636,1969,1319,Undirected,4,0.0,0.0
3637,449,1310,Undirected,3,0.0,0.0
3638,233,1287,Undirected,1,0.0,0.0
3639,683,327,Undirected,2,0.0,0.0
3640,1930,556,Undirected,2,0.0,0.0
3641,1240,1675,Undirected,10,0.0,0.0
3642,1780,1318,Undirected,2,0.0,0.0
3643,1689,678,Undirected,15,0.0,0.0
3644,1393,1786,Undirected,3,0.0,0.0
3645,608,188,Undirected,5,0.0,0.0
3646,920,858,Undirected,13,0.0,0.0
3647,626,1114,Undirected,2,0.0,0.0
3648,1114,519,Undirected,3,0.0,0.0
3649,1270,1270,Undirected,18,0.0,0.0
3650,1680,1863,Undirected,5,0.0,0.0
3651,1146,643,Undirected,1,0.0,0.0
3652,693,1366,Undirected,5,0.0,0.0
3653,1600,1568,Undirected,1,0.0,0.0
3654,1272,489,Undirected,5,0.0,0.0
3655,208,208,Undirected,29,0.0,0.0
3656,1267,388,Undirected,2,0.0,0.0
3657,1984,1959,Undirected,1,0.0,0.0
3658,547,547,Undirected,97,0.0,0.0
3659,75,75,Undirected,643,0.0,0.0
3660,216,1745,Undirected,1,0.0,0.0
3661,768,1663,Undirected,4,0.0,0.0
3662,1758,1319,Undirected,3,0.0,0.0
3663,1988,1382,Undirected,2,0.0,0.0
3664,1418,1390,Undirected,1,0.0,0.0
3665,428,454,Undirected,1,0.0,0.0
3666,936,687,Undirected,2,0.0,0.0
3667,581,581,Undirected,3,0.0,0.0
3668,1837,686,Undirected,1,0.0,0.0
3669,794,1774,Undirected,3,0.0,0.0
3670,1316,1044,Undirected,1,0.0,0.0
3671,955,955,Undirected,3,0.0,0.0
3672,1476,1668,Undirected,7,0.0,0.0
3673,332,15,Undirected,1,0.0,0.0
3674,1837,911,Undirected,1,0.0,0.0
3675,1283,1639,Undirected,10,0.0,0.0
3676,1696,818,Undirected,3,0.0,0.0
3677,778,1893,Undirected,8,0.0,0.0
3678,1617,1617,Undirected,11,0.0,0.0
3679,1853,1998,Undirected,7,0.0,0.0
3680,1459,1711,Undirected,2,0.0,0.0
3681,515,262,Undirected,3,0.0,0.0
3682,1379,485,Undirected,8,2.8764092541856527e-07,0.2474841149103211
3683,1696,1315,Undirected,13,0.0,0.0
3684,906,797,Undirected,2,0.0,0.0
3685,996,996,Undirected,9,0.0,0.0
3686,1320,1651,Undirected,2,0.0,0.0
3687,1371,979,Undirected,3,0.0,0.0
3688,947,1734,Undirected,10,0.0,0.0
3689,1728,1324,Undirected,5,0.0,0.0
3690,515,1845,Undirected,4,0.0,0.0
3691,1780,1455,Undirected,108,0.0,0.0
3692,1392,369,Undirected,41,0.0,0.0
3693,1443,788,Undirected,2,0.0,0.0
3694,1856,1356,Undirected,1,0.0,0.0
3695,1930,859,Undirected,1,0.0,0.0
3696,1996,1780,Undirected,137,0.0,0.0
3697,1147,702,Undirected,2,0.0,0.0
3698,1952,368,Undirected,7,0.0,0.0
3699,1604,1390,Undirected,4,0.0,0.0
3700,1948,1767,Undirected,3,0.0,0.0
3701,215,103,Undirected,1,0.0,0.0
3702,466,231,Undirected,1,0.0,0.0
3703,1933,511,Undirected,20,0.0,0.0
3704,1032,1959,Undirected,102,0.0,0.0
3705,1401,21,Undirected,5,0.0,0.0
3706,1328,1741,Undirected,3,0.0,0.0
3707,1516,494,Undirected,6,0.0,0.0
3708,1217,742,Undirected,2,0.0,0.0
3709,1930,1358,Undirected,1,0.0,0.0
3710,1576,1873,Undirected,1,0.0,0.0
3711,1053,646,Undirected,1,0.0,0.0
3712,146,1197,Undirected,2,0.0,0.0
3713,1154,1366,Undirected,1,0.0,0.0
3714,357,535,Undirected,12,0.0,0.0
3715,1032,887,Undirected,26,0.0,0.0
3716,1880,995,Undirected,1,0.0,0.0
3717,1426,650,Undirected,6,0.0,0.0
3718,1032,1707,Undirected,1,0.0,0.0
3719,1827,995,Undirected,1,0.0,0.0
3720,1162,1603,Undirected,52,0.0,0.0
3721,1208,466,Undirected,52,0.0,0.0
3722,1608,1560,Undirected,8,0.0,0.0
3723,969,598,Undirected,1,0.0,0.0
3724,1827,1828,Undirected,1,0.0,0.0
3725,932,1638,Undirected,1,0.0,0.0
3726,816,1383,Undirected,2,0.0,0.0
3727,184,1612,Undirected,1,0.0,0.0
3728,1548,118,Undirected,15,0.0,0.0
3729,1964,1607,Undirected,1,0.0,0.0
3730,1001,1043,Undirected,7,0.0,0.0
3731,1920,1871,Undirected,1,0.0,0.0
3732,1089,410,Undirected,1,0.0,0.0
3733,1837,711,Undirected,3,0.0,0.0
3734,904,684,Undirected,6,0.0,0.0
3735,1800,443,Undirected,3,0.0,0.0
3736,813,1375,Undirected,8,0.0,0.0
3737,633,203,Undirected,3,0.0,0.0
3738,1562,1946,Undirected,1,0.0,0.0
3739,1233,1660,Undirected,5,0.0,0.0
3740,1695,719,Undirected,1,0.0,0.0
3741,1189,1430,Undirected,1,0.0,0.0
3742,435,524,Undirected,2,0.0,0.0
3743,1747,511,Undirected,3,0.0,0.0
3744,1931,470,Undirected,1,0.0,0.0
3745,940,940,Undirected,68,0.0,0.0
3746,474,29,Undirected,2,0.0,0.0
3747,280,1959,Undirected,191,0.0,0.0
3748,1886,199,Undirected,1,0.0,0.0
3749,450,499,Undirected,1,0.0,0.0
3750,1867,1045,Undirected,7,0.0,0.0
3751,1227,462,Undirected,3,0.0,0.0
3752,81,1247,Undirected,1,0.0,0.0
3753,195,1727,Undirected,3,0.0,0.0
3754,178,1883,Undirected,3,0.0,0.0
3755,1738,53,Undirected,5,0.0,0.0
3756,1929,121,Undirected,7,0.0,0.0
3757,684,1421,Undirected,2,0.0,0.0
3758,643,1437,Undirected,2,0.0,0.0
3759,1967,599,Undirected,3,0.0,0.0
3760,269,1719,Undirected,7,0.0,0.0
3761,1756,1758,Undirected,3,0.0,0.0
3762,880,586,Undirected,7,0.0,0.0
3763,1448,1648,Undirected,2,0.0,0.0
3764,1500,269,Undirected,3,0.0,0.0
3765,1342,87,Undirected,9,0.0,0.0
3766,1563,1359,Undirected,1,0.0,0.0
3767,582,1543,Undirected,41,4.0116845137832777e-07,0.3451623546782735
3768,291,621,Undirected,8,0.0,0.0
3769,1754,1827,Undirected,16,0.0,0.0
3770,1807,1807,Undirected,9,0.0,0.0
3771,1155,1375,Undirected,122,0.0,0.0
3772,890,1491,Undirected,3,0.0,0.0
3773,1906,1906,Undirected,5,0.0,0.0
3774,1257,1269,Undirected,1,0.0,0.0
3775,1492,1476,Undirected,2,0.0,0.0
3776,1456,1456,Undirected,19,0.0,0.0
3777,896,1921,Undirected,1,0.0,0.0
3778,1412,1412,Undirected,46,0.0,0.0
3779,1925,1925,Undirected,107,0.0,0.0
3780,596,1463,Undirected,1,0.0,0.0
3781,984,432,Undirected,2,0.0,0.0
3782,1032,1455,Undirected,26,0.0,0.0
3783,392,602,Undirected,1,0.0,0.0
3784,1443,1263,Undirected,1,0.0,0.0
3785,1442,1341,Undirected,1,0.0,0.0
3786,704,84,Undirected,4,0.0,0.0
3787,1137,1862,Undirected,14,0.0,0.0
3788,280,1758,Undirected,1,0.0,0.0
3789,627,1463,Undirected,48,0.0,0.0
3790,1476,1084,Undirected,1,0.0,0.0
3791,197,1126,Undirected,11,0.0,0.0
3792,915,597,Undirected,1,0.0,0.0
3793,1704,1704,Undirected,13,0.0,0.0
3794,794,1159,Undirected,1,0.0,0.0
3795,1011,1991,Undirected,9,0.0,0.0
3796,1785,1988,Undirected,1,0.0,0.0
3797,164,1894,Undirected,10,0.0,0.0
3798,1681,1974,Undirected,1,0.0,0.0
3799,886,1950,Undirected,1,0.0,0.0
3800,195,1814,Undirected,8,0.0,0.0
