,node_id,traj_idx,frame_idx
1455,1455,0,82
1456,1456,33,10414
1457,1457,24,6624
1458,1458,9,4485
1459,1459,17,6747
1460,1460,0,3818
1461,1461,0,6662
1462,1462,32,2803
1463,1463,0,7526
1464,1464,16,7467
1465,1465,41,10823
1466,1466,0,268
1467,1467,0,6602
1468,1468,80,8009
1469,1469,9,8204
1470,1470,1,8547
1471,1471,8,8345
1472,1472,24,9063
1473,1473,16,5455
1474,1474,25,3712
1475,1475,0,1142
1476,1476,8,6276
1477,1477,8,7816
1478,1478,0,8334
1479,1479,24,10352
1480,1480,0,3819
1481,1481,81,7091
1482,1482,24,5927
1483,1483,40,10191
1484,1484,0,1474
1485,1485,27,8417
1486,1486,32,5333
1487,1487,0,7549
1488,1488,43,2759
1489,1489,72,1523
1490,1490,6,2653
1491,1491,8,2107
1492,1492,25,2855
1493,1493,25,9883
1494,1494,24,7438
1495,1495,11,7747
1496,1496,33,7196
1497,1497,25,7847
1498,1498,16,7374
1499,1499,3,7615
1500,1500,25,10710
1501,1501,81,569
1502,1502,27,6977
1503,1503,3,4289
1504,1504,9,7841
1505,1505,25,2508
1506,1506,33,10078
1507,1507,16,7315
1508,1508,40,9762
1509,1509,0,212
1510,1510,8,7313
1511,1511,0,981
1512,1512,24,7090
1513,1513,16,4139
1514,1514,40,7090
1515,1515,0,5646
1516,1516,8,2408
1517,1517,24,3822
1518,1518,72,1716
1519,1519,0,3495
1520,1520,24,2636
1521,1521,24,3538
1522,1522,0,7520
1523,1523,10,7581
1524,1524,16,8122
1525,1525,0,5278
1526,1526,24,9805
1527,1527,16,8618
1528,1528,16,7933
1529,1529,0,92
1530,1530,28,3050
1531,1531,29,5689
1532,1532,4,4135
1533,1533,16,3847
1534,1534,0,1616
1535,1535,0,7326
1536,1536,16,6310
1537,1537,81,6887
1538,1538,10,7675
1539,1539,24,3033
1540,1540,25,9730
1541,1541,0,7923
1542,1542,72,4115
1543,1543,24,5655
1544,1544,0,4212
1545,1545,80,5821
1546,1546,72,3919
1547,1547,0,1768
1548,1548,24,5326
1549,1549,9,7796
1550,1550,9,7316
1551,1551,0,4313
1552,1552,2,5575
1553,1553,0,3170
1554,1554,3,5029
1555,1555,0,264
1556,1556,8,8828
1557,1557,82,10574
1558,1558,3,3667
1559,1559,2,6734
1560,1560,32,5614
1561,1561,8,1919
1562,1562,16,8727
1563,1563,16,7532
1564,1564,0,5818
1565,1565,25,7852
1566,1566,0,7028
1567,1567,80,5460
1568,1568,1,2805
1569,1569,24,7284
1570,1570,8,6546
1571,1571,25,1645
1572,1572,0,3686
1573,1573,10,7712
1574,1574,3,7708
1575,1575,25,6508
1576,1576,43,3440
1577,1577,72,3936
1578,1578,40,7844
1579,1579,9,7794
1580,1580,33,10956
1581,1581,8,750
1582,1582,28,2958
1583,1583,32,1769
1584,1584,1,6448
1585,1585,16,4650
1586,1586,0,4195
1587,1587,8,2225
1588,1588,22,6865
1589,1589,104,589
1590,1590,25,5357
1591,1591,1,3118
1592,1592,24,2311
1593,1593,5,2651
1594,1594,2,6338
1595,1595,8,8421
1596,1596,0,2109
1597,1597,0,2913
1598,1598,16,7071
1599,1599,24,1099
1600,1600,8,2240
1601,1601,84,3341
1602,1602,0,1661
1603,1603,0,2561
1604,1604,0,2633
1605,1605,11,7340
1606,1606,8,8098
1607,1607,8,2078
1608,1608,72,4051
1609,1609,16,8677
1610,1610,42,5963
1611,1611,25,4559
1612,1612,25,7550
1613,1613,72,685
1614,1614,24,2477
1615,1615,0,4099
1616,1616,9,2321
1617,1617,0,3748
1618,1618,16,1816
1619,1619,8,4413
1620,1620,0,7723
1621,1621,28,6159
1622,1622,1,7788
1623,1623,80,5073
1624,1624,1,8708
1625,1625,48,1129
1626,1626,0,1974
1627,1627,8,631
1628,1628,16,7471
1629,1629,83,8012
1630,1630,8,2501
1631,1631,0,4827
1632,1632,0,396
1633,1633,25,5119
1634,1634,0,6161
1635,1635,0,3455
1636,1636,16,2696
1637,1637,24,4453
1638,1638,24,7376
1639,1639,0,3033
1640,1640,5,5933
1641,1641,8,4124
1642,1642,0,5795
1643,1643,16,5563
1644,1644,19,7283
1645,1645,0,8756
1646,1646,1,2227
1647,1647,13,8072
1648,1648,24,1418
1649,1649,24,4533
1650,1650,40,1624
1651,1651,16,7845
1652,1652,25,6014
1653,1653,17,8224
1654,1654,25,2605
1655,1655,24,8298
1656,1656,81,3441
1657,1657,23,8127
1658,1658,17,6931
1659,1659,24,6296
1660,1660,1,6167
1661,1661,50,248
1662,1662,0,6206
1663,1663,0,2757
1664,1664,8,3186
1665,1665,0,3539
1666,1666,0,3476
1667,1667,18,8475
1668,1668,9,8027
1669,1669,24,3543
1670,1670,0,3986
1671,1671,24,9707
1672,1672,8,5978
1673,1673,40,6198
1674,1674,0,124
1675,1675,0,992
1676,1676,0,5863
1677,1677,40,4470
1678,1678,16,5279
1679,1679,31,1869
1680,1680,24,4763
1681,1681,0,34
1682,1682,16,7495
1683,1683,16,8869
1684,1684,0,1762
1685,1685,8,7489
1686,1686,8,3373
1687,1687,72,5873
1688,1688,24,10317
1689,1689,24,10197
1690,1690,104,479
1691,1691,24,4933
1692,1692,0,7102
1693,1693,9,7735
1694,1694,25,2860
1695,1695,32,1454
1696,1696,22,8575
1697,1697,7,4795
1698,1698,11,7303
1699,1699,16,5261
1700,1700,8,2095
1701,1701,27,2623
1702,1702,22,7814
1703,1703,17,7300
1704,1704,8,3570
1705,1705,25,8388
1706,1706,40,1695
1707,1707,0,1074
1708,1708,72,4297
1709,1709,33,10534
1710,1710,8,2532
1711,1711,25,2711
1712,1712,0,136
1713,1713,0,5523
1714,1714,33,1910
1715,1715,49,960
1716,1716,22,8577
1717,1717,0,4382
1718,1718,24,3273
1719,1719,33,5016
1720,1720,6,7448
1721,1721,25,1299
1722,1722,40,6050
1723,1723,40,1595
1724,1724,2,6398
1725,1725,17,8589
1726,1726,33,8855
1727,1727,8,2484
1728,1728,24,5036
1729,1729,24,2539
1730,1730,40,1425
1731,1731,33,4728
1732,1732,46,11007
1733,1733,31,7563
1734,1734,0,1300
1735,1735,8,3242
1736,1736,0,7577
1737,1737,0,1785
1738,1738,0,8514
1739,1739,0,76
1740,1740,0,88
1741,1741,8,6055
1742,1742,0,2761
1743,1743,16,7087
1744,1744,0,4675
1745,1745,16,8446
1746,1746,25,3328
1747,1747,0,3012
1748,1748,28,4268
1749,1749,40,7743
1750,1750,18,7439
1751,1751,25,6066
1752,1752,0,4328
1753,1753,72,3539
1754,1754,0,305
1755,1755,16,7595
1756,1756,0,665
1757,1757,9,3977
1758,1758,0,80
1759,1759,22,8305
1760,1760,12,7512
1761,1761,0,7496
1762,1762,25,6680
1763,1763,0,1391
1764,1764,72,1929
1765,1765,16,8254
1766,1766,8,3093
1767,1767,16,7038
1768,1768,8,6013
1769,1769,0,7581
1770,1770,16,8807
1771,1771,24,8947
1772,1772,40,1166
1773,1773,17,8732
1774,1774,8,3967
1775,1775,32,3962
1776,1776,16,7885
1777,1777,8,8552
1778,1778,1,2224
1779,1779,24,6292
1780,1780,0,205
1781,1781,8,7578
1782,1782,0,8000
1783,1783,0,582
1784,1784,24,4580
1785,1785,18,1185
1786,1786,16,8916
1787,1787,24,6744
1788,1788,32,2681
1789,1789,33,4703
1790,1790,26,3298
1791,1791,24,6658
1792,1792,100,1607
1793,1793,18,4313
1794,1794,35,3683
1795,1795,0,6799
1796,1796,40,1083
1797,1797,81,2475
1798,1798,16,8549
1799,1799,0,7811
1800,1800,8,619
1801,1801,0,5766
1802,1802,0,3746
1803,1803,0,1929
1804,1804,0,5192
1805,1805,16,1084
1806,1806,8,5429
1807,1807,1,4626
1808,1808,16,8907
1809,1809,8,2135
1810,1810,24,4645
1811,1811,8,8553
1812,1812,1,2815
1813,1813,4,1177
1814,1814,8,2232
1815,1815,24,3347
1816,1816,12,8011
1817,1817,25,7232
1818,1818,0,6665
1819,1819,25,5407
1820,1820,24,7351
1821,1821,40,6089
1822,1822,49,765
1823,1823,0,1724
1824,1824,0,1510
1825,1825,7,5931
1826,1826,0,2165
1827,1827,0,28
1828,1828,0,6872
1829,1829,30,9195
1830,1830,92,1027
1831,1831,80,1265
1832,1832,25,4642
1833,1833,8,2104
1834,1834,0,1457
1835,1835,0,7014
1836,1836,7,2359
1837,1837,0,149
1838,1838,0,315
1839,1839,10,1787
1840,1840,24,2306
1841,1841,16,7535
1842,1842,40,6173
1843,1843,25,9440
1844,1844,32,5878
1845,1845,18,8840
1846,1846,24,7017
1847,1847,15,7917
1848,1848,0,3073
1849,1849,3,4429
1850,1850,33,4974
1851,1851,24,2445
1852,1852,16,8309
1853,1853,9,8756
1854,1854,0,3302
1855,1855,9,7737
1856,1856,32,1517
1857,1857,32,5722
1858,1858,0,6746
1859,1859,48,116
1860,1860,16,8650
1861,1861,24,4930
1862,1862,8,8720
1863,1863,32,10137
1864,1864,24,8808
1865,1865,81,1147
1866,1866,7,255
1867,1867,24,5489
1868,1868,72,3392
1869,1869,24,4127
1870,1870,0,4935
1871,1871,22,7628
1872,1872,10,7793
1873,1873,16,8846
1874,1874,23,8593
1875,1875,0,6571
1876,1876,0,7286
1877,1877,25,2526
1878,1878,0,7705
1879,1879,8,7494
1880,1880,80,6422
1881,1881,16,2381
1882,1882,9,2234
1883,1883,0,399
1884,1884,18,8874
1885,1885,25,2548
1886,1886,24,7820
1887,1887,16,6239
1888,1888,19,8042
1889,1889,84,9099
1890,1890,0,1242
1891,1891,80,6719
1892,1892,41,6443
1893,1893,33,6519
1894,1894,25,4498
1895,1895,80,1401
1896,1896,0,7448
1897,1897,24,7224
1898,1898,24,8895
1899,1899,24,5037
1900,1900,6,1193
1901,1901,25,10424
1902,1902,12,8273
1903,1903,80,7393
1904,1904,92,514
1905,1905,0,2702
1906,1906,0,3506
1907,1907,18,8908
1908,1908,32,6233
1909,1909,0,4368
1910,1910,24,8472
1911,1911,32,9059
1912,1912,0,6337
1913,1913,8,2460
1914,1914,25,2528
1915,1915,19,7649
1916,1916,35,9785
1917,1917,72,4987
1918,1918,25,3401
1919,1919,32,2815
1920,1920,16,7402
1921,1921,24,10307
1922,1922,0,5708
1923,1923,0,5942
1924,1924,24,3940
1925,1925,8,1851
1926,1926,16,6801
1927,1927,16,7086
1928,1928,2,7597
1929,1929,29,10766
1930,1930,72,1539
1931,1931,73,2714
1932,1932,8,6215
1933,1933,0,2822
1934,1934,25,5942
1935,1935,24,3461
1936,1936,0,4526
1937,1937,0,2273
1938,1938,0,252
1939,1939,25,6042
1940,1940,16,8796
1941,1941,24,7713
1942,1942,42,10166
1943,1943,41,5541
1944,1944,8,2154
1945,1945,2,2581
1946,1946,33,5810
1947,1947,8,2517
1948,1948,10,8864
1949,1949,22,7037
1950,1950,22,8445
1951,1951,72,2893
1952,1952,42,5998
1953,1953,27,6612
1954,1954,24,6523
1955,1955,3,7489
1956,1956,88,77
1957,1957,1,2191
1958,1958,0,2375
1959,1959,0,184
1960,1960,42,1477
1961,1961,16,4744
1962,1962,25,10319
1963,1963,8,8000
1964,1964,8,7905
1965,1965,72,4885
1966,1966,17,8363
1967,1967,24,4458
1968,1968,80,6476
1969,1969,0,269
1970,1970,0,7031
1971,1971,0,3536
1972,1972,32,3884
1973,1973,0,7752
1974,1974,0,326
1975,1975,28,2655
1976,1976,25,3483
1977,1977,16,8060
1978,1978,8,8366
1979,1979,25,4051
1980,1980,0,87
1981,1981,24,10722
1982,1982,29,7053
1983,1983,0,2221
1984,1984,0,4798
1985,1985,9,8246
1986,1986,24,3774
1987,1987,0,6572
1988,1988,8,606
1989,1989,9,7096
1990,1990,0,7101
1991,1991,27,4088
1992,1992,16,8781
1993,1993,25,5554
1994,1994,72,829
1995,1995,2,3221
1996,1996,0,2640
1997,1997,16,1840
1998,1998,10,8145
1999,1999,8,2124
