rowID,host_Arctos_record,ID_number,ID_type,other_identifier,other_identifier_type,pers_cat_no,sci_name,common_name,state,county,specific_locality,analysis_locality,verbatim_latitude,verbatim_longitude,analysis_lat,analysis_lon,verbatim_elev,coll_date,coll_day,coll_month,coll_year,collecting_event_ID,tissue_type,PCR_pos_01,Haem_01,Plas_01,H_haplo1,H_haplo2,H_haplo3,P_haplo1,H_count,P_count,haplotype_count,coinfection_01,novel_01,novel_count,novel_haplo_name,micro_pos_01,micro_num_infected_HP,micro_num_infected_total,micro_num_screened,micro_HP_parasitemia_percent,micro_total_parasitemia_percent,rgbif_elev,analysis_elev,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,tempPC1,tempPC2,precipPC1,precipPC2
38,https://arctos.database.museum/guid/MSB:Bird:47989,277689,NK,MSB:Bird:47989,MSB:Bird,JMM 260,Vireo plumbeus,plumbeous vireo,New Mexico,Sandoval,Jemez Mountains,Jemez Mountains,36.01973333,-107.0090667,36.01973333,-107.0090667,2287,7/1/2017,1,7,2017,11305924,pectoral muscle,1,1,0,VIRPLU01,NA,NA,NA,1,0,1,0,0,0,NA,1,181,181,10000,1.81,1.81,2289,2287,7.85417,18.725,44.26714,841.77966,29.6,-12.7,42.3,18.08333,10.8,18.08333,-2.55,380,68,18,47.96609,164,61,164,66,3.522520036,2.134014205,3.349939579,1.285398053
50,https://arctos.database.museum/guid/MSB:Bird:48281,278361,NK,MSB:Bird:48281,MSB:Bird,SMB 422,Vireo plumbeus,plumbeous vireo,New Mexico,McKinley,Mt. Taylor,Mt. Taylor,35.52615,-107.3802333,35.52615,-107.3802333,2431,7/19/2017,19,7,2017,11305775,pectoral muscle,1,1,0,VIRPLU01,NA,NA,NA,1,0,1,0,0,0,NA,1,131,131,10000,1.31,1.31,2445,2431,7.5625,16.55833,42.78639,810.41833,28,-10.7,38.7,17.13333,11,17.66667,-2.21667,394,69,19,48.51472,173,59,149,76,4.473711369,0.376750826,3.667752961,1.49500661
52,https://arctos.database.museum/guid/MSB:Bird:47846,277546,NK,MSB:Bird:47846,MSB:Bird,CRG 349,Vireo plumbeus,plumbeous vireo,New Mexico,Sandoval,Mt. Taylor,Mt. Taylor,35.53855,-107.2792,35.53855,-107.2792,2429,6/20/2017,20,6,2017,11306139,pectoral muscle,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,72,72,10000,0.72,0.72,2424,2429,7.65417,16.14167,42.36658,800.30237,27.9,-10.2,38.1,17.13333,10.98333,17.65,-1.95,407,71,19,48.47182,178,60,154,79,4.504765073,0.042016658,4.109226257,1.349243088
53,https://arctos.database.museum/guid/MSB:Bird:47861,277561,NK,MSB:Bird:47861,MSB:Bird,CRG 314,Vireo plumbeus,plumbeous vireo,New Mexico,Sandoval,Mt. Taylor,Mt. Taylor,35.53498333,-107.2839167,35.53498333,-107.2839167,2422,6/21/2017,21,6,2017,11305880,pectoral muscle,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,70,70,10000,0.7,0.7,2423,2422,7.61667,16.11667,42.41228,800.94354,27.8,-10.2,38,17.1,10.96667,17.63333,-2,406,71,19,48.71675,178,60,154,78,4.549730817,-0.00312173,4.074975522,1.318496165
54,https://arctos.database.museum/guid/MSB:Bird:47740,277440,NK,MSB:Bird:47740,MSB:Bird,SSB 063,Vireo plumbeus,plumbeous vireo,New Mexico,Sandoval,Mt. Taylor,Mt. Taylor,35.53958333,-107.2767333,35.53958333,-107.2767333,2422,6/20/2017,20,6,2017,11306140,pectoral muscle,1,1,0,VIRPLU01,NA,NA,NA,1,0,1,0,0,0,NA,1,92,92,10000,0.92,0.92,2424,2422,7.65417,16.14167,42.36658,800.30237,27.9,-10.2,38.1,17.13333,10.98333,17.65,-1.95,407,71,19,48.47182,178,60,154,79,4.504765073,0.042016658,4.109226257,1.349243088
55,https://arctos.database.museum/guid/MSB:Bird:47849,277549,NK,MSB:Bird:47849,MSB:Bird,CRG 386,Vireo plumbeus,plumbeous vireo,New Mexico,Sandoval,Mt. Taylor,Mt. Taylor,35.54,-107.27505,35.54,-107.27505,2414,6/20/2017,20,6,2017,11305746,pectoral muscle,1,1,0,VIRPLU01,NA,NA,NA,1,0,1,0,0,0,NA,0,0,0,10000,NA,NA,2417,2414,7.65417,16.14167,42.36658,800.30237,27.9,-10.2,38.1,17.13333,10.98333,17.65,-1.95,407,71,19,48.47182,178,60,154,79,4.504765073,0.042016658,4.109226257,1.349243088
56,https://arctos.database.museum/guid/MSB:Bird:47923,277623,NK,MSB:Bird:47923,MSB:Bird,CRG 478,Vireo plumbeus,plumbeous vireo,New Mexico,Sandoval,Mt. Taylor,Mt. Taylor,35.54213333,-107.274,35.54213333,-107.274,2434,6/21/2017,21,6,2017,11305900,pectoral muscle,1,1,0,VIRPLU04,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2435,2434,7.81667,16.2,42.51968,800.84424,28.1,-10,38.1,17.31667,11.13333,17.85,-1.78333,404,71,19,48.85042,177,60,154,78,4.282283498,0.058413754,4.041812324,1.327595303
57,https://arctos.database.museum/guid/MSB:Bird:47926,277626,NK,MSB:Bird:47926,MSB:Bird,XMM 154,Vireo plumbeus,plumbeous vireo,New Mexico,Sandoval,Mt. Taylor,Mt. Taylor,35.54443333,-107.2733333,35.54443333,-107.2733333,2439,6/21/2017,21,6,2017,11306187,pectoral muscle,1,1,0,VIRPLU01,TROAED12,NA,NA,2,0,2,1,0,0,NA,1,117,117,10000,1.17,1.17,2439,2439,7.81667,16.2,42.51968,800.84424,28.1,-10,38.1,17.31667,11.13333,17.85,-1.78333,404,71,19,48.85042,177,60,154,78,4.282283498,0.058413754,4.041812324,1.327595303
58,https://arctos.database.museum/guid/MSB:Bird:48045,277749,NK,MSB:Bird:48045,MSB:Bird,SSB 105,Vireo plumbeus,plumbeous vireo,New Mexico,Sandoval,Mt. Taylor,Mt. Taylor,35.53798333,-107.27795,35.53798333,-107.27795,2427,6/21/2017,21,6,2017,11305901,pectoral muscle,1,1,0,VIRPLU01,VIRPLU09,NA,NA,2,0,2,1,0,0,NA,1,154,154,10000,1.54,1.54,2426,2427,7.65417,16.14167,42.36658,800.30237,27.9,-10.2,38.1,17.13333,10.98333,17.65,-1.95,407,71,19,48.47182,178,60,154,79,4.504765073,0.042016658,4.109226257,1.349243088
59,https://arctos.database.museum/guid/MSB:Bird:47851,277551,NK,MSB:Bird:47851,MSB:Bird,CRG 308,Vireo plumbeus,plumbeous vireo,New Mexico,Sandoval,Mt. Taylor,Mt. Taylor,35.53993333,-107.2727,35.53993333,-107.2727,2367,6/20/2017,20,6,2017,11305882,pectoral muscle,1,1,0,VIRPLU04,NA,NA,NA,1,0,1,0,0,0,NA,1,24,24,10000,0.24,0.24,2414,2367,7.875,16.18333,42.58772,798.67358,28.1,-9.9,38,17.35,11.16667,17.86667,-1.7,403,71,19,49.09409,177,60,154,77,4.231269127,-0.017130087,4.007575031,1.296908863
60,https://arctos.database.museum/guid/MSB:Bird:47877,277577,NK,MSB:Bird:47877,MSB:Bird,CRG 318,Vireo plumbeus,plumbeous vireo,New Mexico,Sandoval,Mt. Taylor,Mt. Taylor,35.5271,-107.2873833,35.5271,-107.2873833,2430,6/21/2017,21,6,2017,11305881,pectoral muscle,1,1,0,SETAUD14,NA,NA,NA,1,0,1,0,0,0,NA,1,43,43,10000,0.43,0.43,2423,2430,7.6625,16.175,42.45407,799.94067,27.9,-10.2,38.1,17.13333,11,17.65,-1.95,403,70,18,48.84574,177,59,153,77,4.486705065,0.028323815,3.818388504,1.275923757
61,https://arctos.database.museum/guid/MSB:Bird:47927,277627,NK,MSB:Bird:47927,MSB:Bird,SMB 368,Vireo plumbeus,plumbeous vireo,New Mexico,Sandoval,Mt. Taylor,Mt. Taylor,35.54453333,-107.2728833,35.54453333,-107.2728833,2440,8/8/2017,8,8,2017,11305879,pectoral muscle,1,1,0,VIRPLU08,NA,NA,NA,1,0,1,0,0,0,NA,1,110,110,10000,1.1,1.1,2440,2440,7.81667,16.2,42.51968,800.84424,28.1,-10,38.1,17.31667,11.13333,17.85,-1.78333,404,71,19,48.85042,177,60,154,78,4.282283498,0.058413754,4.041812324,1.327595303
63,NA,272132464,band number,036JB,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.39459,-106.56239,34.39459,-106.56239,NA,6/12/2017,12,6,2017,NA,whole blood,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1772,1772,12.34167,17.08333,44.48785,810.30249,32.5,-5.9,38.4,21.63333,7.6,22.41667,2.48333,298,60,11,65.5645,153,37,128,44,-0.860718005,-0.206881265,-0.601715141,-0.064522216
64,NA,272132465,band number,036JC,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.39459,-106.56239,34.39459,-106.56239,NA,6/12/2017,12,6,2017,NA,whole blood,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1772,1772,12.34167,17.08333,44.48785,810.30249,32.5,-5.9,38.4,21.63333,7.6,22.41667,2.48333,298,60,11,65.5645,153,37,128,44,-0.860718005,-0.206881265,-0.601715141,-0.064522216
66,NA,272132487,band number,007JB,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38896,-106.5546,34.38896,-106.5546,NA,6/20/2017,20,6,2017,NA,whole blood,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1858,1858,11.9875,16.69167,44.27498,800.22473,31.8,-5.9,37.7,21.16667,7.23333,21.96667,2.28333,319,64,11,66.33655,165,39,138,48,-0.349056437,-0.682774903,0.210377184,-0.469389459
67,NA,272132493,band number,003JA,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38568,-106.55666,34.38568,-106.55666,NA,6/28/2017,28,6,2017,NA,whole blood,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1837,1837,11.9875,16.69167,44.27498,800.22473,31.8,-5.9,37.7,21.16667,7.23333,21.96667,2.28333,319,64,11,66.33655,165,39,138,48,-0.349056437,-0.682774903,0.210377184,-0.469389459
68,NA,272132494,band number,003JB,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38568,-106.55666,34.38568,-106.55666,NA,6/28/2017,28,6,2017,NA,whole blood,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1837,1837,11.9875,16.69167,44.27498,800.22473,31.8,-5.9,37.7,21.16667,7.23333,21.96667,2.28333,319,64,11,66.33655,165,39,138,48,-0.349056437,-0.682774903,0.210377184,-0.469389459
69,NA,272132495,band number,003JC,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38568,-106.55666,34.38568,-106.55666,NA,6/28/2017,28,6,2017,NA,whole blood,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1837,1837,11.9875,16.69167,44.27498,800.22473,31.8,-5.9,37.7,21.16667,7.23333,21.96667,2.28333,319,64,11,66.33655,165,39,138,48,-0.349056437,-0.682774903,0.210377184,-0.469389459
70,NA,272132496,band number,003JD,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38568,-106.55666,34.38568,-106.55666,NA,6/28/2017,28,6,2017,NA,whole blood,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1837,1837,11.9875,16.69167,44.27498,800.22473,31.8,-5.9,37.7,21.16667,7.23333,21.96667,2.28333,319,64,11,66.33655,165,39,138,48,-0.349056437,-0.682774903,0.210377184,-0.469389459
74,NA,272132425,band number,014F,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38915,-106.55997,34.38915,-106.55997,NA,5/15/2017,15,5,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1811,1811,12.02917,16.70833,44.20194,800.87299,31.9,-5.9,37.8,21.2,7.3,22.01667,2.3,319,64,11,66.33655,165,39,138,48,-0.388860081,-0.607795229,0.210377184,-0.469389459
75,NA,272132426,band number,014M,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38915,-106.55997,34.38915,-106.55997,NA,5/15/2017,15,5,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1811,1811,12.02917,16.70833,44.20194,800.87299,31.9,-5.9,37.8,21.2,7.3,22.01667,2.3,319,64,11,66.33655,165,39,138,48,-0.388860081,-0.607795229,0.210377184,-0.469389459
76,NA,272132427,band number,036M,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.39459,-106.56239,34.39459,-106.56239,NA,5/15/2017,15,5,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,450,452,10000,4.5,4.52,1772,1772,12.34167,17.08333,44.48785,810.30249,32.5,-5.9,38.4,21.63333,7.6,22.41667,2.48333,298,60,11,65.5645,153,37,128,44,-0.860718005,-0.206881265,-0.601715141,-0.064522216
77,NA,272132429,band number,015F,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.39246,-106.55802,34.39246,-106.55802,NA,5/15/2017,15,5,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,115,115,10000,1.15,1.15,1809,1809,12.08333,16.93333,44.56141,800.60864,32,-6,38,21.28333,7.33333,22.06667,2.38333,316,63,11,65.39629,162,39,136,48,-0.533370694,-0.56867872,0.081964718,-0.305825062
78,NA,272132430,band number,003F,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38568,-106.55666,34.38568,-106.55666,NA,5/15/2017,15,5,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1837,1837,11.9875,16.69167,44.27498,800.22473,31.8,-5.9,37.7,21.16667,7.23333,21.96667,2.28333,319,64,11,66.33655,165,39,138,48,-0.349056437,-0.682774903,0.210377184,-0.469389459
79,NA,272132437,band number,007F,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38896,-106.5546,34.38896,-106.5546,NA,5/18/2017,18,5,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,43,52,10000,0.43,0.52,1858,1858,11.9875,16.69167,44.27498,800.22473,31.8,-5.9,37.7,21.16667,7.23333,21.96667,2.28333,319,64,11,66.33655,165,39,138,48,-0.349056437,-0.682774903,0.210377184,-0.469389459
80,NA,272132438,band number,007M,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38896,-106.5546,34.38896,-106.5546,NA,5/18/2017,18,5,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1858,1858,11.9875,16.69167,44.27498,800.22473,31.8,-5.9,37.7,21.16667,7.23333,21.96667,2.28333,319,64,11,66.33655,165,39,138,48,-0.349056437,-0.682774903,0.210377184,-0.469389459
81,NA,272132440,band number,003M,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38568,-106.55666,34.38568,-106.55666,NA,5/21/2017,21,5,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1837,1837,11.9875,16.69167,44.27498,800.22473,31.8,-5.9,37.7,21.16667,7.23333,21.96667,2.28333,319,64,11,66.33655,165,39,138,48,-0.349056437,-0.682774903,0.210377184,-0.469389459
82,NA,272132443,band number,017F,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38915,-106.55997,34.38915,-106.55997,NA,5/24/2017,24,5,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1811,1811,12.02917,16.70833,44.20194,800.87299,31.9,-5.9,37.8,21.2,7.3,22.01667,2.3,319,64,11,66.33655,165,39,138,48,-0.388860081,-0.607795229,0.210377184,-0.469389459
83,NA,272132444,band number,017M,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38915,-106.55997,34.38915,-106.55997,NA,5/24/2017,24,5,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1811,1811,12.02917,16.70833,44.20194,800.87299,31.9,-5.9,37.8,21.2,7.3,22.01667,2.3,319,64,11,66.33655,165,39,138,48,-0.388860081,-0.607795229,0.210377184,-0.469389459
84,NA,272132451,band number,023M,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38915,-106.55997,34.38915,-106.55997,NA,5/30/2017,30,5,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,141,141,10000,1.41,1.41,1811,1811,12.02917,16.70833,44.20194,800.87299,31.9,-5.9,37.8,21.2,7.3,22.01667,2.3,319,64,11,66.33655,165,39,138,48,-0.388860081,-0.607795229,0.210377184,-0.469389459
85,NA,272132452,band number,NA,NA,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38915,-106.55997,34.38915,-106.55997,NA,5/30/2017,30,5,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1811,1811,12.02917,16.70833,44.20194,800.87299,31.9,-5.9,37.8,21.2,7.3,22.01667,2.3,319,64,11,66.33655,165,39,138,48,-0.388860081,-0.607795229,0.210377184,-0.469389459
86,NA,272132463,band number,036JA,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.39459,-106.56239,34.39459,-106.56239,NA,6/12/2017,12,6,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1772,1772,12.34167,17.08333,44.48785,810.30249,32.5,-5.9,38.4,21.63333,7.6,22.41667,2.48333,298,60,11,65.5645,153,37,128,44,-0.860718005,-0.206881265,-0.601715141,-0.064522216
87,NA,272132466,band number,036F,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.39459,-106.56239,34.39459,-106.56239,NA,6/13/2017,13,6,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1772,1772,12.34167,17.08333,44.48785,810.30249,32.5,-5.9,38.4,21.63333,7.6,22.41667,2.48333,298,60,11,65.5645,153,37,128,44,-0.860718005,-0.206881265,-0.601715141,-0.064522216
99,NA,272132457,band number,018F,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Pinyon Canyon,Pinyon Canyon,34.38857,-106.56044,34.38857,-106.56044,NA,6/8/2017,8,6,2017,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1837,1837,12.02917,16.70833,44.20194,800.87299,31.9,-5.9,37.8,21.2,7.3,22.01667,2.3,319,64,11,66.33655,165,39,138,48,-0.388860081,-0.607795229,0.210377184,-0.469389459
110,NA,272132459,band number,042JA,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Montoso,Sepultura Flats,34.26582,-106.62308,34.26582,-106.62308,NA,6/10/2017,10,6,2017,NA,whole blood,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1815,1815,12.3125,17.625,45.77922,802.43134,32.4,-6.1,38.5,21.53333,7.58333,22.28333,2.55,299,62,10,70.10236,159,34,132,41,-1.039416657,-0.447510036,-0.688110024,-0.723654174
111,NA,272132461,band number,042JC,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Montoso,Sepultura Flats,34.26582,-106.62308,34.26582,-106.62308,NA,6/10/2017,10,6,2017,NA,whole blood,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1815,1815,12.3125,17.625,45.77922,802.43134,32.4,-6.1,38.5,21.53333,7.58333,22.28333,2.55,299,62,10,70.10236,159,34,132,41,-1.039416657,-0.447510036,-0.688110024,-0.723654174
112,NA,272132462,band number,042JD,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Montoso,Sepultura Flats,34.26582,-106.62308,34.26582,-106.62308,NA,6/10/2017,10,6,2017,NA,whole blood,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1815,1815,12.3125,17.625,45.77922,802.43134,32.4,-6.1,38.5,21.53333,7.58333,22.28333,2.55,299,62,10,70.10236,159,34,132,41,-1.039416657,-0.447510036,-0.688110024,-0.723654174
113,NA,272132468,band number,045JA,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Sepultura Flats,Sepultura Flats,34.27491,-106.62832,34.27491,-106.62832,NA,6/14/2017,14,6,2017,NA,whole blood,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1797,1797,12.35417,17.70833,45.75797,804.3446,32.5,-6.2,38.7,21.6,7.61667,22.35,2.56667,296,61,10,69.14566,156,34,130,41,-1.096640758,-0.326108263,-0.816347088,-0.559300624
114,NA,272132469,band number,045JB,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Sepultura Flats,Sepultura Flats,34.27491,-106.62832,34.27491,-106.62832,NA,6/14/2017,14,6,2017,NA,whole blood,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1797,1797,12.35417,17.70833,45.75797,804.3446,32.5,-6.2,38.7,21.6,7.61667,22.35,2.56667,296,61,10,69.14566,156,34,130,41,-1.096640758,-0.326108263,-0.816347088,-0.559300624
115,NA,272132470,band number,045JC,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Sepultura Flats,Sepultura Flats,34.27491,-106.62832,34.27491,-106.62832,NA,6/14/2017,14,6,2017,NA,whole blood,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1797,1797,12.35417,17.70833,45.75797,804.3446,32.5,-6.2,38.7,21.6,7.61667,22.35,2.56667,296,61,10,69.14566,156,34,130,41,-1.096640758,-0.326108263,-0.816347088,-0.559300624
116,NA,272132482,band number,041JC,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Montoso,Sepultura Flats,34.26582,-106.62308,34.26582,-106.62308,NA,6/19/2017,19,6,2017,NA,whole blood,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1815,1815,12.3125,17.625,45.77922,802.43134,32.4,-6.1,38.5,21.53333,7.58333,22.28333,2.55,299,62,10,70.10236,159,34,132,41,-1.039416657,-0.447510036,-0.688110024,-0.723654174
117,NA,272132497,band number,016JA,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Cottonwood,Sepultura Flats,34.2674,-106.64567,34.2674,-106.64567,NA,6/28/2017,28,6,2017,NA,whole blood,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1773,1773,12.4125,17.975,46.08974,807.13617,32.7,-6.3,39,21.7,7.66667,22.43333,2.58333,293,61,9,70.21016,156,33,130,41,-1.265827945,-0.192859751,-0.991899486,-0.699754953
118,NA,272132498,band number,016JB,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Cottonwood,Sepultura Flats,34.2674,-106.64567,34.2674,-106.64567,NA,6/28/2017,28,6,2017,NA,whole blood,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1773,1773,12.4125,17.975,46.08974,807.13617,32.7,-6.3,39,21.7,7.66667,22.43333,2.58333,293,61,9,70.21016,156,33,130,41,-1.265827945,-0.192859751,-0.991899486,-0.699754953
119,NA,272132499,band number,016JC,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Cottonwood,Sepultura Flats,34.2674,-106.64567,34.2674,-106.64567,NA,6/28/2017,28,6,2017,NA,whole blood,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1773,1773,12.4125,17.975,46.08974,807.13617,32.7,-6.3,39,21.7,7.66667,22.43333,2.58333,293,61,9,70.21016,156,33,130,41,-1.265827945,-0.192859751,-0.991899486,-0.699754953
120,NA,272132500,band number,011JA,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Cottonwood,Sepultura Flats,34.26699,-106.63996,34.26699,-106.63996,NA,6/29/2017,29,6,2017,NA,whole blood,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1767,1767,12.39167,17.85,46.00516,805.89258,32.6,-6.2,38.8,21.66667,7.65,22.41667,2.6,296,61,10,69.14566,156,34,130,41,-1.212165403,-0.288751978,-0.816347088,-0.559300624
121,NA,272132601,band number,011JB,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Cottonwood,Sepultura Flats,34.26699,-106.63996,34.26699,-106.63996,NA,6/29/2017,29,6,2017,NA,whole blood,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1767,1767,12.39167,17.85,46.00516,805.89258,32.6,-6.2,38.8,21.66667,7.65,22.41667,2.6,296,61,10,69.14566,156,34,130,41,-1.212165403,-0.288751978,-0.816347088,-0.559300624
122,NA,272132603,band number,027JA,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Sepultura Flats,Sepultura Flats,34.28168,-106.61863,34.28168,-106.61863,NA,6/30/2017,30,6,2017,NA,whole blood,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1822,1822,12.21667,17.45,45.56136,797.80762,32.2,-6.1,38.3,21.4,7.48333,22.15,2.53333,302,62,10,68.74798,159,35,132,43,-0.868505995,-0.584610744,-0.569240114,-0.590926465
