ID,Generation,Replicate,Soilline,Pollinationline,Herbivoreline,Treatment,Nb_silliques,Nb_seeds,Nb_seeds_per_sillique,Relativeseedset,Visits,Timetofirstflower,Height,NbFlowers,Flowerdiameter,PetalArea,PetalLength,PetalWidth,logNectar,Style,Stamen,Herkogamy,LNBenzaldehyde,LN_1_Butene_4_isothiocyanate,LN_Methyl_benzoate,LN_Phenylethyl_Alcohol,LN_2_Amino_benzaldehyde,LN_p_Anisaldehyde,LN_Methyl_anthranilate,LN_Z_3_Hexen_1_ol_acetate,LN_Phenylacetaldehyde,LN_Benzyl_nitrile,LN_Methyl_salicylate,LN_Indole,LN_E.E_a_Farnesene,LN_Totalvolatiles
40,2,B,L,B,H,LHB,3,27,9,6.61500000,2,22,9.9,6,NA,NA,NA,NA,NA,NA,NA,NA,5.28658211,2.447166322,1.170071253,0.679160939,1.433760898,0,0,1.170071253,1.791759469,0,1.031601578,1.126011263,2.947358689,5.496257063
40,2,B,L,H,H,LHH,0,0,NA,0.00000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,2,B,L,B,NH,LNHB,0,0,NA,0.00000000,0,29,6.8,0,11.92333333,0.131808611,0.745854444,0.303876111,1.289177169,0.556,0.524666667,0.048666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,2,B,L,H,NH,LNHH,0,0,NA,0.00000000,0,27,15.1,0,13.64,0.171808611,0.834874444,0.343876111,1.934570382,0.661,0.486,0.175,5.930573686,3.333526387,3.176509428,1.225951711,2.509298103,2.36364535,1.047968556,2.060749409,2.623056988,1.466337069,2.3099652,2.961830722,3.753417975,6.298200056
40,2,B,T,B,H,THB,0,0,NA,0.00000000,0,24,19.7,6,10.93333333,0.137805556,0.725,0.333305556,1.173277603,0.668,0.451333333,0.216666667,5.146525015,2.728215871,2.291411792,0.606135804,2.571339156,1.252762968,1.365240952,1.837016061,2.30535902,1.74435723,3.992578402,2.447166322,5.851643575,6.46605832
40,2,B,T,H,H,THH,4,85,"21,25",3.43646865,0,22,25.3,12,12.49,0.198166667,0.8175,0.412166667,1.851084045,0.557,0.539333333,0.060333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,2,B,T,B,NH,TNHB,9,74,"8,222222222",4.18706697,4,23,26.3,15,16.29333333,0.25625,0.968416667,0.461916667,2.188620049,0.591666667,0.626666667,0.057,7.027495246,2.524246064,3.362815822,1.807073704,6.75777183,5.036110497,3.062005401,1.170071253,4.600343743,3.944454341,2.795473016,5.574404701,5.73531703,7.987040013
40,2,B,T,H,NH,TNHH,0,0,NA,0.00000000,0,21,30.6,5,15.14666667,0.282833333,0.967083333,0.496666667,1.78816031,0.701,0.62,0.083,4.397188882,1.791759469,3.433987204,1.913649287,5.293304825,1.913649287,3.065465612,2.387742901,5.143610977,4.991188159,3.060270795,5.217348304,6.089296796,7.182689779
41,1,A,L,B,H,LHB,3,31,"10,33333333",3.54906542,1,28,18.2,4,11.90333333,0.211615833,0.899396944,0.378618333,1.860738879,1.103266667,0.704516667,0.39875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,1,A,L,H,H,LHH,4,23,"5,75",2.11444653,0,28,17.5,10,12.76333333,0.200588889,0.975768333,0.369097778,2.074109727,1.057056667,0.686086667,0.37097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,1,A,L,B,NH,LNHB,1,1,1,0.18918919,1,22,27.6,7,8.786666667,0.1949625,0.641427778,0.257642222,1.479629852,0.523216667,0.63013,0.106913333,6.634268274,3.120895417,3.102342009,1.837016061,4.26072178,3.822584443,1.921812597,3.096080247,3.273995124,2.435074276,2.612925189,4.126686256,4.26072178,7.029751648
41,1,A,L,H,NH,LNHH,4,54,"13,5",2.76778243,0,24,28.2,12,11.69666667,0.22287375,0.847051111,0.323375,1.565652765,0.66092,0.619983333,0.073683333,7.702204752,2.106840516,3.787550982,0,3.062005401,4.098656241,3.5361167,4.689307065,3.770630104,2.56779431,3.333526387,4.206349621,4.500632377,7.908754739
41,1,A,T,B,H,THB,6,46,"7,666666667",4.74526316,5,22,25.6,9,11.42666667,0.177129167,0.818839722,0.355358333,1.680802804,0.59972,0.513643333,0.092916667,6.27350574,4.37645559,4.096194702,1.358123484,5.275844511,3.866560631,2.547707551,1.586965057,2.556365614,2.700615223,2.41789594,4.941642423,4.619511303,7.092850763
41,1,A,T,H,H,THH,4,19,"4,75",1.17699115,0,27,15.5,4,14.37,0.21933,0.894074444,0.4444125,1.828174984,0.74856,0.58386,0.1647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,1,A,T,B,NH,TNHB,0,0,NA,0.00000000,0,22,24.1,10,14.31,0.237048056,1.000311667,0.420924167,1.925265065,0.740883333,0.670996667,0.1253,7.361851809,4.529008825,3.84955641,2.30535902,7.47851509,4.073763855,4.413134937,3.214421475,4.280132327,5.258796608,4.027828779,6.955777953,7.028890714,8.723692323
41,1,A,T,H,NH,TNHH,4,26,"6,5",1.41398446,0,22,40.5,9,12.87333333,0.213740833,0.926263611,0.400431667,0.515768207,0.65602,0.6409,0.062066667,7.487111445,3.62877553,4.596615178,1.586965057,5.007420255,3.070633582,2.397895273,2.213551471,3.168751438,3.757748861,2.999429135,4.999961245,5.210699745,7.833658918
41,1,B,L,B,H,LHB,4,6,"1,5",0.65771812,1,25,16.5,4,11.31333333,0.164378889,0.761299167,0.3401625,1.672466261,0.7391,0.41217,0.32693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,1,B,L,H,H,LHH,0,0,NA,0.00000000,0,21,22.9,0,11.84,0.165919167,0.752023889,0.331558611,0.515768207,0.792583333,0.53601,0.256573333,5.96965435,4.964397426,1.987366863,1.880312867,2.871679625,2.581898916,1.987366863,2.725186483,2.932674138,0,1.961658506,6.212160661,7.153515215,7.780782767
41,1,B,L,B,NH,LNHB,0,0,NA,0.00000000,0,19,26.5,0,11.97666667,0.201185,0.887625278,0.406544167,1.983493928,0.744186667,0.56336,0.180826667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,1,B,L,H,NH,LNHH,4,64,16,6.22222222,0,19,25.4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,1,B,T,B,H,THB,0,0,NA,0.00000000,0,21,23.9,7,11.91333333,0.195111111,0.821244167,0.400255,1.517312467,0.58215,0.471496667,0.110653333,6.105537003,5.02168513,2.786382044,1.563975538,3.688879454,3.101092789,1.060871961,3.00678211,3.458767233,1.897119985,2.346070205,4.607389943,5.088281971,6.913295459
41,1,B,T,H,H,THH,4,37,"9,25",1.56833910,0,27,9.4,2,11.34,0.186531667,0.804519167,0.358449167,0.515768207,0.576743333,0.494566667,0.082176667,5.758083587,3.353147684,2.839728025,1.961658506,4.385262136,2.990161229,2.980806623,2.649583743,3.079187954,2.060749409,2.463064908,5.427068835,6.205455227,7.135539896
41,1,B,T,B,NH,TNHB,0,0,NA,0.00000000,0,19,28.2,3,13.5,0.23265,0.930599444,0.440025556,1.975189517,0.650293333,0.645106667,0.044666667,5.653516475,2.106840516,4.386310376,1.154273136,6.250599048,2.946032605,4.632962203,3.395795613,3.037281276,2.836772067,3.220490682,1.791759469,5.389901605,7.187786949
41,1,B,T,H,NH,TNHH,4,55,"13,75",3.36875000,0,18,18.5,5,12.28666667,0.21418,0.845412222,0.388535556,1.635134182,0.77963,0.607713333,0.233493333,5.946873886,3.66924348,3.17805383,3.159361697,5.529429088,2.447166322,2.093234864,2.022283128,7.334764417,3.236497426,2.84620054,2.20949467,5.139712336,7.82070711
41,2,A,L,B,H,LHB,0,0,NA,0.00000000,0,30,12.7,2,11.53666667,0.222777778,0.985333333,0.403222222,1.45255961,0.450333333,0.530666667,0.080333333,5.777193555,2.725186483,1.851657611,0,4.181201606,1.694595721,1.508184179,3.72703122,2.272507638,1.586965057,0.980829253,2.784096329,2.56779431,6.208440973
41,2,A,L,H,H,LHH,0,0,NA,0.00000000,0,24,21.3,3,12.25333333,0.192972222,0.753277778,0.44225,1.173277603,0.604333333,0.520666667,0.083666667,6.017240583,5.58488771,2.272507638,0.980829253,3.657847345,0,1.908169821,3.184207696,2.675424974,1.376991968,1.880312867,3.035664984,4.107833424,6.750538174
41,2,A,L,B,NH,LNHB,4,28,7,5.88841202,3,29,20.1,6,15.57,0.293972222,1.018944444,0.453666667,2.124483788,0.852666667,0.710666667,0.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,2,A,L,H,NH,LNHH,4,52,13,3.84894260,0,31,10.2,2,12.76,0.177888889,0.858222222,0.349861111,1.970976995,0.691666667,0.589333333,0.102333333,6.46158391,3.272241045,5.467747543,2.036881927,1.422662005,1.62414406,0.554310736,3.184207696,3.120895417,1.822156946,2.828846525,4.859525254,4.475651894,7.087357091
41,2,A,T,B,H,THB,0,0,NA,0.00000000,1,26,28.8,13,14.98333333,0.279083333,0.97675,0.456,2.240527915,0.874,0.643333333,0.230666667,5.194909675,2.172223275,0.831297519,0.380463806,0.606135804,0,0,1.014962259,2.354896388,0.702363836,2.439121226,0.747214402,1.225951711,5.379982689
41,2,A,T,H,H,THH,4,69,"17,25",2.84117647,0,27,23.4,6,12.98333333,0.19425,0.916166667,0.392,2.088070431,0.786666667,0.589666667,0.197,5.819313319,4.222770351,3.749068251,1.677442642,2.760947147,2.223622049,1.52846885,3.306751026,4.015381518,1.880312867,2.712976319,2.980806623,5.584540041,6.7578794
41,2,A,T,B,NH,TNHB,0,0,NA,0.00000000,0,21,19.8,0,13.95666667,0.208916667,1.053666667,0.366666667,1.904803365,0.947666667,0.615333333,0.332333333,5.938415326,2.387742901,3.433987204,3.779126332,5.874306316,3.344038968,2.914763211,1.992430165,7.419713594,4.463350573,2.614959778,5.501711622,5.674086626,8.060925896
41,2,B,L,B,H,LHB,0,0,NA,0.00000000,0,37,5.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,2,B,L,H,H,LHH,0,0,NA,0.00000000,0,28,8.9,3,NA,NA,NA,NA,NA,NA,NA,NA,5.297761657,2.623056988,2.203378443,0.348306694,4.658184221,0.980829253,2.602689685,2.968988949,2.359280437,1.497885427,1.814643763,3.567966525,3.279238975,6.078597444
41,2,B,L,B,NH,LNHB,0,0,NA,0.00000000,0,29,21.3,0,11.52333333,0.113935556,0.834631111,0.275861111,1.641959722,0.546333333,0.619666667,0.116666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,2,B,L,H,NH,LNHH,2,12,6,0.73591990,0,27,19,5,12.53666667,0.132653333,0.8591425,0.300602222,1.704893243,0.547666667,0.534666667,0.069666667,6.383068601,2.636408321,0,0.747214402,4.267882802,1.110882381,0,1.376991968,2.47871468,1.760408939,2.431010882,3.860339771,4.288427952,6.716146283
41,2,B,T,B,H,THB,0,0,NA,0.00000000,0,30,12.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,2,B,T,H,H,THH,0,0,NA,0.00000000,0,25,13.9,16,11.46333333,0.132083333,0.808166667,0.27775,1.273644195,0.574666667,0.613333333,0.05,4.808564442,3.66924348,0.798507696,0.84729786,2.146580845,0,0,2.512305624,2.0654553,1.652923024,1.773067336,1.466337069,4.764071469,5.761352326
41,2,B,T,B,NH,TNHB,7,40,"5,714285714",2.26327945,1,21,28.1,10,13.19333333,0.346638889,1.168666667,0.513388889,2.119250248,0.701333333,0.69,0.065333333,6.009256713,3.877259013,3.473518043,0,5.962114404,3.070633582,3.092934602,2.123591326,5.404427601,3.998964936,4.027828779,5.035056867,5.294630021,7.379727455
41,2,B,T,H,NH,TNHH,4,49,"12,25",1.94886364,0,23,40.9,11,14.65,0.271583333,0.892166667,0.451833333,2.178894999,0.583,0.589,0.053333333,6.188872349,2.129113151,3.766354766,2.172223275,6.363155809,4.0769095,3.935450138,2.253239219,6.608250507,4.490299572,2.581898916,5.022173412,5.522497418,7.816416984
42,1,A,L,B,H,LHB,0,0,NA,0.00000000,0,26,14.5,5,11.93,0.358311458,0.850777778,0.398560278,1.784923971,0.555126667,0.54772,0.090453333,6.859362258,3.48635519,3.203198012,2.150900506,2.546257224,2.719100037,2.354896388,2.971363683,4.389866195,1.74435723,3.083437854,3.679109663,3.506002187,7.127470739
42,1,A,L,H,H,LHH,4,16,4,1.47091932,0,29,19.9,5,12.07,0.183824167,0.8462075,0.337343333,1.716455201,0.7386,0.66255,0.07605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,1,A,L,B,NH,LNHB,6,24,4,4.54054054,1,24,28.7,13,13.66333333,0.252734444,0.967768333,0.4316225,2.011369199,0.584613333,0.722403333,0.13779,6.099571288,3.397486802,2.437504411,1.268511325,0.798507696,1.203972804,0,3.012261576,4.206349621,1.203972804,2.302585093,1.516347489,5.570885801,6.748889798
42,1,A,L,H,NH,LNHH,0,0,NA,0.00000000,0,24,26.6,7,12.65333333,0.166762222,0.859271111,0.341961944,1.731407378,0.54124,0.731066667,0.189826667,5.827637573,3.799227511,1.268511325,0.747214402,3.182672776,1.609437912,0.980829253,1.466337069,3.149882953,1.440361582,1.203972804,4.062356887,4.157145463,6.340163321
42,1,A,T,B,H,THB,5,12,"2,4",1.23789474,1,27,16.5,5,12.65,0.2426175,0.874322778,0.440885,2.076606217,0.711133333,0.630663333,0.093436667,6.325088817,5.374420701,1.822156946,1.935271751,2.3099652,1.791759469,0.655406853,3.214421475,3.519803124,1.880312867,3.087669769,1.935271751,2.56779431,6.802888469
42,1,A,T,H,H,THH,3,38,"12,66666667",2.35398230,0,22,18.6,7,13.41666667,0.280391111,0.960560278,0.4512125,2.127446308,1.03143,0.713003333,0.318426667,6.202085573,4.655546393,3.820557278,2.118038841,6.259652278,4.252192104,4.785019554,4.196644845,4.289698116,4.035223439,2.553487914,5.790299903,6.64648671,7.88603963
42,1,A,T,B,NH,TNHB,0,0,NA,0.00000000,0,20,36.7,10,13.06666667,0.41739125,1.042293056,0.459594444,1.710712697,0.76702,0.64581,0.12121,4.637960009,0.575364145,2.036881927,0,0.510825624,1.299282984,0,3.287572356,2.944438979,1.060871961,0.575364145,0.938269639,0.510825624,5.092385944
42,1,A,T,H,NH,TNHH,0,0,NA,0.00000000,0,24,38.7,10,13.86666667,0.422701875,1.020134444,0.432781667,2.215951483,0.741623333,0.680166667,0.120476667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,1,B,L,B,H,LHB,7,63,9,6.90604027,2,28,19.6,7,13.43333333,0.363148333,1.036174167,0.553764167,1.674565447,0.979816667,0.702243333,0.277573333,6.221399797,2.828846525,1.508184179,2.012430831,0,1.54835022,0,3.293089612,2.932674138,2.129113151,2.150900506,3.762061071,7.199512371,7.586578132
42,1,B,L,H,H,LHH,4,48,12,2.70967742,0,18,7.3,0,14.43666667,0.299760556,0.975225,0.468416111,1.794561524,0.76695,0.415366667,0.351583333,6.25111859,4.454347296,1.760408939,2.32818064,4.083171262,4.067442721,1.987366863,3.519803124,5.537188441,0,2.36364535,5.121977881,5.999946988,7.380348146
42,1,B,L,B,NH,LNHB,0,0,NA,0.00000000,0,18,14.3,8,13.91333333,0.233587222,0.924233333,0.401689167,1.945928474,0.744255,0.56351,0.158106667,5.316484671,2.093234864,1.413693335,1.563975538,3.652100203,3.401197382,0.693147181,2.291411792,2.890371758,1.491654877,2.677972746,5.470401514,6.14394717,6.936882489
42,1,B,L,H,NH,LNHH,2,19,"9,5",1.84722222,0,18,23.2,3,13.28,0.285806111,0.9727425,0.363586667,1.684911823,0.97243,0.57443,0.38719,6.412973108,4.080045282,3.800056355,2.397895273,6.817790049,4.375989932,3.593754442,3.503218996,3.653060356,3.970990482,3.902346711,3.709045124,7.338503009,8.159374737
42,1,B,T,B,H,THB,0,0,NA,0.00000000,0,21,9.8,0,14.02666667,0.350296667,1.0337325,0.558089167,0.515768207,0.959196667,0.68665,0.272546667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,1,B,T,H,H,THH,4,31,"7,75",1.31401384,0,23,9.4,0,15.70333333,0.352122222,1.062526667,0.513713333,1.273644195,0.7326,0.607226667,0.125373333,6.375529456,3.913503391,1.170071253,1.908169821,2.233592222,0,0,3.766354766,1.935271751,1.422662005,1.908169821,6.760457607,7.1469763,7.951911382
42,1,B,T,B,NH,TNHB,0,0,NA,0.00000000,0,21,25.5,0,13.67666667,0.281139167,0.960796667,0.458353333,1.860738879,0.790246667,0.56493,0.225316667,5.475533319,3.38187612,2.509298103,1.400087683,3.083437854,2.922763254,1.304320778,5.477083227,2.907710285,2.048886873,2.766784875,5.0604831,6.394426525,7.210791099
42,1,B,T,H,NH,TNHH,3,19,"6,333333333",1.16375000,0,21,28.2,8,11.53666667,0.214288333,0.8469425,0.3831275,1.686951846,0.578976667,0.521093333,0.068796667,6.583460448,4.810979173,4.155404819,1.880312867,7.123374296,3.928187942,4.73749715,2.980806623,4.125938928,4.296024849,4.340432737,6.132996259,6.85126331,8.280833055
42,2,A,L,B,H,LHB,3,26,"8,666666667",3.23350254,2,28,15.3,4,11.97666667,0.198777778,0.877111111,0.416166667,1.372250904,0.733,0.574333333,0.158666667,6.394426525,3.887274836,3.62877553,1.466337069,5.07621494,3.583518938,3.145109675,3.299943648,2.719100037,2.581898916,2.990161229,5.271003265,5.607230784,7.271742313
42,2,A,L,H,H,LHH,4,57,"14,25",3.85241379,0,28,17.2,8,10.13,0.123083333,0.737083333,0.283166667,1.332697354,0.401666667,0.522,0.120333333,6.405350887,3.902346711,2.291411792,1.508184179,2.32818064,1.376991968,1.822156946,3.593754442,2.772588722,0.831297519,1.278874112,2.636408321,4.568198793,6.74051936
42,2,A,L,B,NH,LNHB,2,9,"4,5",1.89270386,3,28,7.4,2,9.995,0.100666667,0.694833333,0.264833333,1.657480799,0.631,0.5315,0.0995,6.595173165,2.681782274,1.791759469,1.252762968,2.75507514,2.976096299,0,2.947358689,3.168751438,2.072472872,1.52846885,4.168386395,4.441343212,6.892528832
42,2,A,L,H,NH,LNHH,2,17,"8,5",1.25830816,0,31,13.7,3,16.04666667,0.309833333,1.053166667,0.504666667,2.298989843,0.772333333,0.663333333,0.109,7.003216962,2.672231103,3.887274836,3.070633582,5.366235587,4.851596142,2.681782274,3.18036597,5.194652943,3.904214823,2.917770732,5.891951102,5.847642289,7.828270409
42,2,A,T,B,H,THB,0,0,NA,0.00000000,0,26,17.8,14,13.42,0.182333333,0.892166667,0.343333333,1.866161065,0.548,0.502,0.056666667,5.650928509,3.455264603,2.521274294,0.798507696,4.658184221,2.106840516,1.466337069,3.168751438,2.437504411,2.280112237,2.324564,3.120895417,4.876892239,6.470799504
42,2,A,T,H,H,THH,0,0,NA,0.00000000,0,25,26,6,12.37666667,0.21025,0.753777778,0.500361111,1.980398353,0.595666667,0.478,0.117666667,5.927617145,5.661802402,3.451749661,1.659990192,6.180476635,3.530708358,3.120895417,3.731477648,2.772588722,3.168751438,2.36364535,5.40401116,5.761002615,7.528272028
42,2,A,T,B,NH,TNHB,6,62,"10,33333333",5.14043993,3,20,29.2,8,12.04333333,0.220805556,0.858277778,0.458194444,1.925265065,0.624,0.592,0.032,6.674701674,4.430816799,4.745897845,3.444682494,6.590606252,3.426792929,4.38341456,4.897010269,6.524214728,3.53934772,4.00531094,5.054829375,5.208878804,8.037220031
42,2,A,T,H,NH,TNHH,0,0,NA,0.00000000,0,26,29.3,12,13.19666667,0.2085,0.844,0.40075,2.155318732,0.692666667,0.539333333,0.153333333,6.558040186,2.494123305,3.72703122,1.673976434,6.860197688,3.401197382,2.280112237,1.440361582,3.523087199,3.688879454,2.908720897,5.191103282,4.842435773,7.672344182
42,2,B,L,B,H,LHB,0,0,NA,0.00000000,0,32,5.6,2,10.79333333,0.108703889,0.787886111,0.254644444,1.826702236,0.680333333,0.566333333,0.127333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,2,B,L,H,H,LHH,0,0,NA,0.00000000,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,2,B,L,B,NH,LNHB,0,0,NA,0.00000000,0,NA,17.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,2,B,L,H,NH,LNHH,0,0,NA,0.00000000,0,27,9.4,0,13.89,0.212972222,0.942333333,0.380388889,1.828174984,0.907666667,0.573,0.334666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,2,B,T,B,H,THB,3,8,"2,666666667",0.96551724,1,24,26.2,15,14.23333333,0.272583333,0.982,0.4825,2.027459964,0.574333333,0.625,0.050666667,4.466475575,2.397895273,1.671658935,0.831297519,2.50426538,2.206780964,0,1.791759469,3.295379514,0.622830682,1.508184179,2.266125995,4.91038288,5.70608435
42,2,B,T,H,H,THH,0,0,NA,0.00000000,0,26,26,3,13.52666667,0.170416667,0.923583333,0.354333333,1.823741672,0.933666667,0.676,0.257666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,2,B,T,B,NH,TNHB,0,0,NA,0.00000000,0,22,17.1,11,15.27666667,0.323166667,1.103,0.514416667,2.150445909,0.754666667,0.684,0.09,6.110727968,5.999212234,4.238925791,2.093234864,6.112206165,3.03388404,4.335109715,1.977162693,4.596241555,3.64050587,3.516508228,5.171115109,5.756445201,7.66767806
42,2,B,T,H,NH,TNHH,0,0,NA,0.00000000,0,18,37.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,1,A,L,B,H,LHB,6,57,"9,5",6.52570093,6,28,16.1,7,11.81,0.152428056,0.811825556,0.359667222,1.908485019,0.778413333,0.6246,0.153813333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,1,A,L,H,H,LHH,0,0,NA,0.00000000,0,26,21.2,1,13.31,0.2514025,0.885887222,0.482252778,1.725860462,0.625076667,0.579346667,0.12613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,1,A,L,B,NH,LNHB,0,0,NA,0.00000000,0,27,25.5,7,11.85666667,0.178651667,0.836780833,0.384361667,NA,0.73095,0.652586667,0.090416667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,1,A,L,H,NH,LNHH,4,46,"11,5",2.35774059,0,26,27.4,10,13.42,0.197313056,0.895635,0.389069167,1.773403002,0.60469,0.618533333,0.040456667,7.144670234,4.527809065,3.604893798,2.765620053,3.663561646,3.455264603,2.197224577,2.990161229,5.026071102,2.730029108,2.85263143,4.32339655,2.944438979,7.484118924
43,1,A,T,B,H,THB,0,0,NA,0.00000000,0,23,24.7,6,11.84333333,0.2017875,0.874403333,0.405655,1.576285553,0.71814,0.408253333,0.309886667,6.579482667,5.48306653,4.483002552,1.466337069,3.915350796,2.932674138,2.516800014,2.106840516,3.72703122,2.763870271,3.451749661,4.575855798,5.333255418,7.329312435
43,1,A,T,H,H,THH,3,36,12,2.23008850,0,24,31.1,17,14.32,0.228005278,0.989394167,0.416318333,2.149043573,0.907703333,0.695546667,0.212156667,6.330380884,2.784096329,3.070633582,2.291411792,3.598833173,3.603886241,1.659990192,2.012430831,3.871972318,2.952206009,3.145109675,3.662611527,4.536970651,6.808834886
43,1,A,T,B,NH,TNHB,0,0,NA,0.00000000,0,25,28.9,7,13.89333333,0.259583333,0.858885,0.4690725,2.090488165,0.38784,0.650993333,0.263153333,7.298219546,3.229192792,4.502686188,1.935271751,4.91808673,4.777254334,3.744699524,2.961830722,3.514305584,3.409802229,3.286188273,3.480670126,5.943771004,7.787259074
43,1,A,T,H,NH,TNHH,0,0,NA,0.00000000,0,21,32.9,5,13.66666667,0.240794167,0.974469167,0.428724444,2.006520895,0.767976667,0.686346667,0.133943333,7.428905201,4.278208139,5.295907057,4.675594132,8.396589515,4.564348191,5.92167771,5.821510639,7.583002466,5.399837183,4.932873933,6.326745598,7.140247587,9.344440584
43,1,B,L,B,H,LHB,0,0,NA,0.00000000,0,21,19.6,2,10.58666667,0.145903333,0.762058333,0.333658333,1.618777941,0.741176667,0.510753333,0.230423333,6.51069916,3.981410861,2.942487759,2.272507638,6.85439357,4.0769095,2.129113151,3.800056355,3.421967829,2.760947147,2.32818064,3.573177585,4.774131283,7.607583793
43,1,B,L,H,H,LHH,4,72,18,4.06451613,0,19,16.5,4,12.74666667,0.222456667,0.892125,0.375589167,2.100026713,0.65573,0.602346667,0.053383333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,1,B,L,B,NH,LNHB,3,5,"1,666666667",0.72700297,2,19,29.6,3,12.14666667,0.149199167,0.861378056,0.2991575,1.653102517,0.811203333,0.586106667,0.225096667,5.935188097,2.512305624,3.857214769,1.299282984,6.244598307,2.793208009,4.526607863,2.590267165,3.622858353,3.62877553,2.813410717,3.509885687,3.423176288,7.108789545
43,1,B,L,H,NH,LNHH,0,0,NA,0.00000000,0,19,22.2,0,10.81333333,0.168575,0.745451389,0.354286944,2.027459964,0.676923333,0.510323333,0.1666,6.255216737,3.070633582,3.759907291,1.880312867,3.686097811,3.114749116,2.815075996,3.67559719,3.010894521,1.400087683,1.921812597,5.047181494,5.690359454,7.074234412
43,1,B,T,B,H,THB,0,0,NA,0.00000000,0,19,13.3,5,13.01333333,0.236294444,0.9438375,0.408674444,1.606705884,0.855013333,0.558746667,0.296266667,6.028456996,4.421514406,1.659990192,1.659990192,3.035664984,3.991723774,0.747214402,4.969556065,2.839728025,2.036881927,1.935271751,5.583496309,5.920187322,7.235645824
43,1,B,T,H,H,THH,4,35,"8,75",1.48356401,0,20,15.1,1,12.82666667,0.167112222,0.832653333,0.32953,1.668237202,0.96845,0.53209,0.43636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,1,B,T,B,NH,TNHB,2,10,5,1.10609481,1,20,24.2,2,11.31666667,0.200988333,0.853764444,0.4005225,1.976236294,0.87951,0.561686667,0.317823333,6.292134823,3.420455198,3.819542153,1.365240952,4.110873864,3.429496851,1.901277995,3.004031076,2.728215871,2.277267285,1.941934001,5.570356897,5.73531703,7.193894495
43,1,B,T,H,NH,TNHH,4,36,9,2.20500000,0,19,21.8,5,13.36333333,0.301265556,0.980210833,0.500944167,1.686951846,0.760013333,0.622546667,0.137466667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,2,A,L,B,H,LHB,0,0,NA,0.00000000,0,28,10.9,3,12.52666667,0.205,0.86125,0.389083333,1.489361439,0.605666667,0.468666667,0.137,6.262833729,4.352426165,1.54835022,0.908855753,3.960460374,2.662587827,1.54835022,1.791759469,3.044522438,1.760408939,1.728043655,3.299943648,3.820557278,6.659626248
43,2,A,L,H,H,LHH,3,13,"4,333333333",0.87862069,0,29,18.7,10,14.34,0.299777778,0.947222222,0.530944444,2.246741205,0.787,0.707333333,0.079666667,5.547886445,4.784245739,1.466337069,0,4.478283336,1.791759469,1.614978093,2.887280565,5.504766788,2.140066163,1.921812597,4.642251861,4.719490443,6.870860747
