Plantlabel,PlantlabelDNA,Replicate,Generation,Soil,Soilline,Pollinationline,Herbivoryline,Treatment,Native_soil,Seedssowedout,Germination,Germinationrate,Weightperseed,NbFlowers,Height,leaf_size,Lengthperbranch,Timetofirstflower,Flowerproduction,Flowerdiameter,Petal_length,Petal_width,Style,Stamen,Herkogamy,Visits,MatriceNB
RA_LinT_H_B_29,RA_LT_H_B_29,A,10,T,L,B,H,LTBH,0,6,6,100,2.490909091,18,31.5,6,21.7,19,51,13.07,0.905,0.4025,0.784,0.687,0.248,1,M13
RA_LinT_H_B_06,RA_LT_H_B_06,A,10,T,L,B,H,LTBH,0,4,4,100,2.342857143,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA_LinT_H_B_07,RA_LT_H_B_07,A,10,T,L,B,H,LTBH,0,5,4,80,2.230769231,4,32.7,5.3,17.1,28,27,13.17,0.757,0.42,1.107,0.401,0.706,0,M44
RA_LinT_H_B_30,RA_LT_H_B_30,A,10,T,L,B,H,LTBH,0,6,4,66.66666667,2.25,8,33.2,6.5,33.9,20,44,11.375,0.595,0.4575,1.1345,0.7355,0.399,NA,NA
RA_LinT_H_B_08,RA_LT_H_B_08,A,10,T,L,B,H,LTBH,0,5,3,60,1.775,7,24.2,3.36,13.5,22,16,10.915,0.751,0.3895,0.6175,0.48,0.1375,0,M4
RA_LinT_H_B_31,RA_LT_H_B_31,A,10,T,L,B,H,LTBH,0,6,6,100,1.55,18,30.7,10.72,18.2,20,65,12.36,0.9175,0.436,0.6985,0.7405,0.204,1,M13
RA_LinT_H_B_32,RA_LT_H_B_32,A,10,T,L,B,H,LTBH,0,6,6,100,1.807692308,13,34.1,9.44,21.2,23,32,15.21,1.0315,0.422,0.7355,0.6735,0.081,0,M12
RA_LinT_H_B_09,RA_LT_H_B_09,A,10,T,L,B,H,LTBH,0,5,3,60,2.74,2,36.7,9.72,15.2,20,32,NA,NA,NA,NA,NA,NA,0,M4
RA_LinT_H_B_33,RA_LT_H_B_33,A,10,T,L,B,H,LTBH,0,6,6,100,1.118181818,11,36.8,7.695,21.9,21,51,12.56,0.8855,0.395,1.0425,0.6725,0.37,0,M13
RA_LinT_H_B_34,RA_LT_H_B_34,A,10,T,L,B,H,LTBH,0,6,5,83.33333333,1.741666667,18,35,6.75,14.2,23,37,10.99,0.8155,0.3645,0.546,0.678,0.132,0,M12
RA_LinT_H_B_35,RA_LT_H_B_35,A,10,T,L,B,H,LTBH,0,6,4,66.66666667,1.58,1,39.4,6,57.8,19,28,NA,NA,NA,NA,NA,NA,NA,NA
RA_LinT_H_B_36,RA_LT_H_B_36,A,10,T,L,B,H,LTBH,0,6,5,83.33333333,2.786666667,11,37.4,11.935,96.4,20,55,15.095,1.054,0.437,0.7975,0.542,0.2555,0,M18
RA_LinT_H_B_37,RA_LT_H_B_37,A,10,T,L,B,H,LTBH,0,6,4,66.66666667,2.976923077,NA,NA,NA,NA,20,NA,14.82,0.9685,0.5325,0.7195,0.66,0.1415,0,M12
RA_LinT_H_B_38,RA_LT_H_B_38,A,10,T,L,B,H,LTBH,0,6,4,66.66666667,2.43,11,36.4,10.5,47,20,46,13.94,0.805,0.4775,0.841,0.565,0.276,0,M13
RA_LinT_H_B_39,RA_LT_H_B_39,A,10,T,L,B,H,LTBH,0,6,4,66.66666667,3.044444444,14,32,3.6,30,20,46,16.065,1.0845,0.4345,0.892,0.6955,0.1965,0,M18
RA_LinT_H_B_40,RA_LT_H_B_40,A,10,T,L,B,H,LTBH,0,6,4,66.66666667,2.61,9,41.8,6.96,12.3,21,43,15.925,1.06,0.5005,0.998,0.67,0.328,0,M12
RB_LinT_H_B_10,RB_LT_H_B_10,B,10,T,L,B,H,LTBH,0,6,5,83.33333333,1.336363636,6,53.1,5.72,20.3,21,19,13.54,0.8395,0.4735,0.7945,0.537,0.2575,NA,NA
RB_LinT_H_B_19,RB_LT_H_B_19,B,10,T,L,B,H,LTBH,0,6,6,100,2.676923077,6,38.4,3.87,33.2,18,26,13.95,0.926,0.45,0.5915,0.512,0.1615,0,M19
RB_LinT_H_B_20,RB_LT_H_B_20,B,10,T,L,B,H,LTBH,0,6,5,83.33333333,1.791666667,16,36.2,7.44,34.9,20,37,13.98,0.927,0.469,0.857,0.6025,0.2545,0,M19
RB_LinT_H_B_21,RB_LT_H_B_21,B,10,T,L,B,H,LTBH,0,6,6,100,1.845454545,14,33.1,6.21,12.7,18,56,13.205,0.914,0.505,0.753,0.6105,0.1425,0,M19
RB_LinT_H_B_28,RB_LT_H_B_28,B,10,T,L,B,H,LTBH,0,6,6,100,#VALUE!,7,27.3,3,30.4,16,22,12.205,0.7905,0.4705,0.808,0.549,0.259,NA,NA
RB_LinT_H_B_01,RB_LT_H_B_01,B,10,T,L,B,H,LTBH,0,5,5,100,3.236363636,3,57.7,10.585,30.2,22,21,8.96,0.636,0.24,0.78,0.469,0.311,0,M48
RB_LinT_H_B_11,RB_LT_H_B_11,B,10,T,L,B,H,LTBH,0,6,4,66.66666667,1.976923077,5,31.4,10.8,10,20,28,12.95,0.9295,0.4915,0.687,0.5685,0.1185,0,M43
RB_LinT_H_B_12,RB_LT_H_B_12,B,10,T,L,B,H,LTBH,0,6,4,66.66666667,1.830769231,0,27.4,7.42,10.8,18,26,NA,NA,NA,NA,NA,NA,NA,NA
RB_LinT_H_B_13,RB_LT_H_B_13,B,10,T,L,B,H,LTBH,0,6,5,83.33333333,2.033333333,1,38.4,4.845,13.4,19,18,NA,NA,NA,NA,NA,NA,NA,NA
RB_LinT_H_B_14,RB_LT_H_B_14,B,10,T,L,B,H,LTBH,0,6,6,100,2.118181818,6,31.8,8.16,28.8,22,28,15.58,1.005,0.4615,0.9435,0.645,0.2985,NA,NA
RB_LinT_H_B_15,RB_LT_H_B_15,B,10,T,L,B,H,LTBH,0,6,3,50,2.51,5,43.1,7.13,18.2,20,20,11.545,0.752,0.3885,0.591,0.5075,0.0835,1,M43
RB_LinT_H_B_02,RB_LT_H_B_02,B,10,T,L,B,H,LTBH,0,5,4,80,2.22,16,35.6,14.85,48.4,21,45,14.58,1.0175,0.5395,0.7335,0.652,0.1535,3,M48
RB_LinT_H_B_16,RB_LT_H_B_16,B,10,T,L,B,H,LTBH,0,6,3,50,1.49,4,28.8,8.395,7,19,27,15.81,0.952,0.6365,0.9655,0.5115,0.454,0,M43
RB_LinT_H_B_17,RB_LT_H_B_17,B,10,T,L,B,H,LTBH,0,6,6,100,2.369230769,3,27.7,7.25,13.7,19,27,8.685,0.542,0.259,0.564,0.3465,0.2175,NA,NA
RB_LinT_H_B_03,RB_LT_H_B_03,B,10,T,L,B,H,LTBH,0,6,3,50,2.791666667,6,45.4,5.605,19.9,21,45,12.17,0.8135,0.376,1.0415,0.4915,0.55,1,M50
RB_LinT_H_B_04,RB_LT_H_B_04,B,10,T,L,B,H,LTBH,0,5,3,60,2.381818182,18,33.1,16.32,29.6,24,43,14.62,0.9405,0.4905,0.758,0.6955,0.0625,0,M48
RB_LinT_H_B_05,RB_LT_H_B_05,B,10,T,L,B,H,LTBH,0,5,4,80,2.446153846,18,34.7,9.23,31.2,21,37,15.225,1.0565,0.523,0.8525,0.6095,0.243,0,M50
RB_LinT_H_B_22,RB_LT_H_B_22,B,10,T,L,B,H,LTBH,0,6,4,66.66666667,2.423076923,12,35.4,5.185,52.8,23,31,10.83,0.8285,0.3135,0.583,0.6115,0.0705,0,M21
RB_LinT_H_B_23,RB_LT_H_B_23,B,10,T,L,B,H,LTBH,0,6,5,83.33333333,1.56,11,39.2,10.44,63.7,18,46,15.605,1.207,0.7265,0.873,0.595,0.278,0,M19
RB_LinT_H_B_06,RB_LT_H_B_06,B,10,T,L,B,H,LTBH,0,4,0,0,1.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,M50
RB_LinT_H_B_07,RB_LT_H_B_07,B,10,T,L,B,H,LTBH,0,6,1,16.66666667,1.29,11,36.2,3.36,20.5,22,31,12.39,0.8595,0.413,0.5995,0.545,0.1405,0,M48
RB_LinT_H_B_24,RB_LT_H_B_24,B,10,T,L,B,H,LTBH,0,6,4,66.66666667,1.833333333,19,51.9,8.395,27.3,20,54,15.82,1.05,0.5245,0.7945,0.6715,0.123,NA,NA
RB_LinT_H_B_25,RB_LT_H_B_25,B,10,T,L,B,H,LTBH,0,6,4,66.66666667,1.55,14,51.2,11.31,0,22,57,13.795,0.975,0.464,0.6515,0.712,0.0605,1,M21
RB_LinT_H_B_26,RB_LT_H_B_26,B,10,T,L,B,H,LTBH,0,6,5,83.33333333,1.29,14,12.7,14.85,0,21,43,16.75,1.2945,0.5785,0.944,0.839,0.105,1,M21
RB_LinT_H_B_27,RB_LT_H_B_27,B,10,T,L,B,H,LTBH,0,6,4,66.66666667,1.741666667,0,23.9,2.34,11,20,1,NA,NA,NA,NA,NA,NA,NA,NA
RB_LinT_H_B_18,RB_LT_H_B_18,B,10,T,L,B,H,LTBH,0,6,6,100,2.666666667,NA,NA,NA,NA,18,NA,14.06,0.9115,0.5155,0.908,0.5595,0.3485,1,M43
RB_LinT_H_B_29,RB_LT_H_B_29,B,10,T,L,B,H,LTBH,0,6,6,100,1.853846154,12,8.3,8.125,0,18,44,12.795,0.9375,0.407,0.8685,0.6485,0.22,NA,NA
RB_LinT_H_B_08,RB_LT_H_B_08,B,10,T,L,B,H,LTBH,0,5,1,20,0.25,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB_LinT_H_B_09,RB_LT_H_B_09,B,10,T,L,B,H,LTBH,0,5,3,60,3.24,15,14.1,6.82,22.4,19,39,11.705,0.851,0.434,0.681,0.599,0.142,0,M50
RB_LinT_H_B_30,RB_LT_H_B_30,B,10,T,L,B,H,LTBH,0,6,5,83.33333333,1.546153846,0,13.1,2.45,0,19,3,NA,NA,NA,NA,NA,NA,NA,NA
RB_LinT_H_B_31,RB_LT_H_B_31,B,10,T,L,B,H,LTBH,0,6,5,83.33333333,1.172727273,0,27.3,3,20.6,19,7,NA,NA,NA,NA,NA,NA,NA,NA
RB_LinT_H_B_32,RB_LT_H_B_32,B,10,T,L,B,H,LTBH,0,6,6,100,1.953846154,6,12.2,4.41,0,18,25,13.605,0.8725,0.4795,0.5135,0.52,0.0315,0,M22
RB_LinT_H_B_33,RB_LT_H_B_33,B,10,T,L,B,H,LTBH,0,6,6,100,1.51,0,36.2,1.3,24.1,18,6,NA,NA,NA,NA,NA,NA,NA,NA
RB_LinT_H_B_34,RB_LT_H_B_34,B,10,T,L,B,H,LTBH,0,6,6,100,1.6,2,33.4,7.59,33.8,19,33,12.54,0.895,0.442,1.07,0.723,0.347,0,M22
RB_LinT_H_B_35,RB_LT_H_B_35,B,10,T,L,B,H,LTBH,0,6,5,83.33333333,1.95,13,32.8,5.22,11.9,17,41,11.175,0.822,0.401,0.683,0.6685,0.1595,0,M21
RB_LinT_H_B_36,RB_LT_H_B_36,B,10,T,L,B,H,LTBH,0,6,5,83.33333333,1.781818182,8,23.2,6.615,0,18,31,14.39,0.9915,0.562,0.8665,0.6285,0.238,0,M22
RB_LinT_H_B_37,RB_LT_H_B_37,B,10,T,L,B,H,LTBH,0,4,4,100,2.007692308,8,25.4,1.82,18.8,20,24,14.425,0.9435,0.449,0.529,0.558,0.107,0,M22
RB_LinT_H_B_38,RB_LT_H_B_38,B,10,T,L,B,H,LTBH,0,4,4,100,1.633333333,3,30.4,5.2,18.3,16,27,NA,NA,NA,NA,NA,NA,NA,NA
RA_TinL_NH_H_01,RA_TL_NH_H_01,A,10,L,T,H,NH,TLHNH,0,6,6,100,1.435714286,7,35.2,6.875,5.1,25,19,14.86,1.139,0.542,0.7705,0.602,0.1685,NA,NA
RA_TinL_NH_H_02,RA_TL_NH_H_02,A,10,L,T,H,NH,TLHNH,0,6,6,100,1.945454545,6,22.8,7.32,7.8,26,23,13.065,0.953,0.42,0.9505,0.652,0.2985,NA,NA
RA_TinL_NH_H_03,RA_TL_NH_H_03,A,10,L,T,H,NH,TLHNH,0,6,6,100,1.927272727,0,24.5,3.18,0,23,10,13.825,0.997,0.427,0.758,0.5595,0.1985,NA,NA
RA_TinL_NH_H_04,RA_TL_NH_H_04,A,10,L,T,H,NH,TLHNH,0,6,6,100,1.972727273,1,26.2,7.2,0,24,13,11.49,0.7795,0.396,0.506,0.645,0.139,NA,NA
RA_TinL_NH_H_05,RA_TL_NH_H_05,A,10,L,T,H,NH,TLHNH,0,6,6,100,1.476923077,3,46.7,2.46,12.8,20,13,11.995,0.8325,0.4025,0.7415,0.5305,0.211,0,M6
RA_TinL_NH_H_06,RA_TL_NH_H_06,A,10,L,T,H,NH,TLHNH,0,6,6,100,2.763636364,14,36.4,11.2,2.1,25,31,13.93,1.0155,0.3905,0.893,0.6245,0.2685,1,M6
RA_TinL_NH_H_07,RA_TL_NH_H_07,A,10,L,T,H,NH,TLHNH,0,6,6,100,2.35,7,31.8,9.96,0,26,24,14.555,1.0625,0.3955,1.0985,0.7385,0.36,NA,NA
RA_TinL_NH_H_08,RA_TL_NH_H_08,A,10,L,T,H,NH,TLHNH,0,6,6,100,3.055555556,3,30.6,7.81,2.4,24,24,13.16,0.966,0.449,1.085,0.7875,0.2975,NA,NA
RA_TinL_NH_H_09,RA_TL_NH_H_09,A,10,L,T,H,NH,TLHNH,0,6,6,100,2.33,12,35.9,12.18,11.7,24,29,13.02,0.9435,0.4825,0.661,0.5895,0.1275,NA,NA
RA_TinL_NH_H_10,RA_TL_NH_H_10,A,10,L,T,H,NH,TLHNH,0,6,6,100,2.545454545,7,21.1,6.84,0,25,21,13.975,0.973,0.5115,0.572,0.577,0.036,1,M2
RA_TinL_NH_H_11,RA_TL_NH_H_11,A,10,L,T,H,NH,TLHNH,0,6,6,100,1.358333333,8,30.1,5.76,0,28,17,8.95,0.729,0.26,0.353,0.457,0.104,0,M2
RA_TinL_NH_H_12,RA_TL_NH_H_12,A,10,L,T,H,NH,TLHNH,0,6,5,83.33333333,3.230769231,3,30.1,9.02,0,25,21,13.29,0.995,0.437,0.973,0.574,0.399,NA,NA
RA_TinL_NH_H_13,RA_TL_NH_H_13,A,10,L,T,H,NH,TLHNH,0,6,3,50,2.47,7,33.7,13.44,0,24,15,13.99,0.898,0.393,0.4575,0.6255,0.168,1,M2
RA_TinL_NH_H_14,RA_TL_NH_H_14,A,10,L,T,H,NH,TLHNH,0,6,6,100,2.845454545,13,27.1,12.325,0,29,22,13.26,0.974,0.4375,0.5905,0.6845,0.094,1,M6
RA_TinL_NH_H_15,RA_TL_NH_H_15,A,10,L,T,H,NH,TLHNH,0,6,4,66.66666667,2.29,13,32.7,15.04,5.7,29,18,12.51,0.4745,0.37,0.587,0.678,0.091,0,M2
RA_TinL_NH_H_16,RA_TL_NH_H_16,A,10,L,T,H,NH,TLHNH,0,6,6,100,2.578571429,6,37.1,4.16,0,23,23,12.855,0.896,0.3995,0.673,0.6175,0.0555,0,M6
RA_TinL_NH_H_17,RA_TL_NH_H_17,A,10,L,T,H,NH,TLHNH,0,6,6,100,3.427272727,2,28.4,9,0,23,25,13.87,1.221,0.498,1.1805,0.851,0.3295,NA,NA
RA_TinL_NH_H_18,RA_TL_NH_H_18,A,10,L,T,H,NH,TLHNH,0,6,6,100,1.566666667,13,22.7,5.58,0,28,20,15.385,1.0885,0.4655,0.8185,0.7275,0.095,NA,NA
RA_TinL_NH_H_19,RA_TL_NH_H_19,A,10,L,T,H,NH,TLHNH,0,6,6,100,2.09,8,36.2,4.59,8.3,22,16,11.045,0.7415,0.355,0.5645,0.528,0.0575,0,M29
RA_TinL_NH_H_20,RA_TL_NH_H_20,A,10,L,T,H,NH,TLHNH,0,6,6,100,2.664285714,0,32.8,5.22,0,20,23,NA,NA,NA,NA,NA,NA,NA,NA
RA_TinL_NH_H_21,RA_TL_NH_H_21,A,10,L,T,H,NH,TLHNH,0,6,6,100,1.753333333,9,40.6,10.32,0,23,27,12.005,0.8745,0.375,0.4695,0.604,0.1345,0,M27
RA_TinL_NH_H_22,RA_TL_NH_H_22,A,10,L,T,H,NH,TLHNH,0,6,5,83.33333333,2.308333333,10,38.9,9.75,0,25,30,14.04,0.9355,0.4295,0.7875,0.6375,0.15,0,M27
RA_TinL_NH_H_23,RA_TL_NH_H_23,A,10,L,T,H,NH,TLHNH,0,6,5,83.33333333,2.52,7,37.6,6.93,0,22,19,15.935,1.123,0.538,0.612,0.573,0.042,0,M29
RA_TinL_NH_H_24,RA_TL_NH_H_24,A,10,L,T,H,NH,TLHNH,0,6,6,100,2.516666667,5,28.7,4.05,0,21,25,14.025,0.9435,0.42,0.9725,0.674,0.2985,0,M29
RA_TinL_NH_H_25,RA_TL_NH_H_25,A,10,L,T,H,NH,TLHNH,0,6,6,100,1.669230769,1,24.9,5.22,0,22,18,NA,NA,NA,NA,NA,NA,0,M27
RA_TinL_NH_H_26,RA_TL_NH_H_26,A,10,L,T,H,NH,TLHNH,0,6,5,83.33333333,2.42,7,28.8,10.625,4.7,30,13,11.49,0.8905,0.3835,0.462,0.605,0.143,0,M27
RA_TinL_NH_H_27,RA_TL_NH_H_27,A,10,L,T,H,NH,TLHNH,0,6,6,100,2.192307692,1,29.2,4.845,9.3,19,18,13.7,0.869,0.452,0.492,0.529,0.037,0,M29
RA_TinL_NH_H_28,RA_TL_NH_H_28,A,10,L,T,H,NH,TLHNH,0,6,6,100,2.61,7,34.7,7.5,19.5,19,30,11.64,0.8225,0.4395,0.5195,0.617,0.0975,0,M32
RA_TinL_NH_H_29,RA_TL_NH_H_29,A,10,L,T,H,NH,TLHNH,0,6,6,100,2.163636364,11,25.6,7.8,9.5,19,34,15.435,1.0045,0.4105,0.78,0.6155,0.1645,0,M24
RA_TinL_NH_H_30,RA_TL_NH_H_30,A,10,L,T,H,NH,TLHNH,0,6,6,100,2.75,13,31.9,3.68,0,20,18,NA,NA,NA,NA,NA,NA,1,M24
RA_TinL_NH_H_31,RA_TL_NH_H_31,A,10,L,T,H,NH,TLHNH,0,6,6,100,2.509090909,13,31.3,14.25,0,31,18,15.205,0.992,0.4415,0.708,0.7155,0.0545,1,M32
RA_TinL_NH_H_32,RA_TL_NH_H_32,A,10,L,T,H,NH,TLHNH,0,6,6,100,2.854545455,15,34.8,6.82,10.1,19,30,14.66,1.0065,0.4645,0.8365,0.6435,0.193,NA,NA
RA_TinL_NH_H_33,RA_TL_NH_H_33,A,10,L,T,H,NH,TLHNH,0,6,4,66.66666667,1.99,10,36.1,5.6,0,19,30,12.115,0.7895,0.3985,0.5015,0.633,0.1315,0,M32
RA_TinL_NH_H_34,RA_TL_NH_H_34,A,10,L,T,H,NH,TLHNH,0,6,6,100,2.816666667,6,25.4,7.92,7.9,23,25,17.21,1.083,0.4975,0.872,0.6845,0.1875,1,M32
RA_TinL_NH_H_35,RA_TL_NH_H_35,A,10,L,T,H,NH,TLHNH,0,6,4,66.66666667,2.445454545,1,29.7,4.465,0,20,14,12.23,0.8575,0.4075,0.497,0.629,0.132,NA,NA
RA_TinL_NH_H_36,RA_TL_NH_H_36,A,10,L,T,H,NH,TLHNH,0,6,6,100,2.283333333,7,43.2,5.6,0,30,17,11.88,0.8075,0.324,0.5605,0.5455,0.087,0,M24
RA_TinL_NH_H_37,RA_TL_NH_H_37,A,10,L,T,H,NH,TLHNH,0,6,6,100,2.3,10,32.2,6.825,0,23,25,14.14,1.016,0.4175,0.881,0.648,0.233,0,M24
RA_TinL_NH_H_38,RA_TL_NH_H_38,A,10,L,T,H,NH,TLHNH,0,6,6,100,2.254545455,10,39,13.92,8.8,21,10,NA,NA,NA,NA,NA,NA,NA,NA
RA_TinL_NH_H_39,RA_TL_NH_H_39,A,10,L,T,H,NH,TLHNH,0,4,4,100,2.175,8,34.7,7.54,9.6,23,21,NA,NA,NA,NA,NA,NA,NA,NA
RA_TinL_NH_H_40,RA_TL_NH_H_40,A,10,L,T,H,NH,TLHNH,0,4,4,100,2.172727273,4,30.7,4.48,5,22,19,NA,NA,NA,NA,NA,NA,NA,NA
RB_TinL_NH_H_01,RB_TL_NH_H_01,B,10,L,T,H,NH,TLHNH,0,6,5,83.33333333,1.95,1,40.8,5.04,2.9,22,31,NA,NA,NA,NA,NA,NA,0,M35
RB_TinL_NH_H_02,RB_TL_NH_H_02,B,10,L,T,H,NH,TLHNH,0,6,4,66.66666667,2.278571429,1,29,10.56,0,23,24,NA,NA,NA,NA,NA,NA,0,M35
RB_TinL_NH_H_03,RB_TL_NH_H_03,B,10,L,T,H,NH,TLHNH,0,6,4,66.66666667,3.29,4,39.8,7.37,0,24,24,11.07,0.8355,0.4265,0.6795,0.556,0.1235,0,M35
RB_TinL_NH_H_04,RB_TL_NH_H_04,B,10,L,T,H,NH,TLHNH,0,6,6,100,3.218181818,7,32.2,7,2.4,26,25,12.24,0.8935,0.4425,0.8285,0.657,0.1715,0,M34
RB_TinL_NH_H_05,RB_TL_NH_H_05,B,10,L,T,H,NH,TLHNH,0,6,4,66.66666667,2.075,7,44.1,6.3,0,23,29,12.33,0.95,0.4295,0.866,0.649,0.217,0,M34
RB_TinL_NH_H_06,RB_TL_NH_H_06,B,10,L,T,H,NH,TLHNH,0,6,6,100,1.64,7,33.3,10.05,2.1,26,18,11.25,0.752,0.476,0.4695,0.554,0.0845,0,M34
RB_TinL_NH_H_07,RB_TL_NH_H_07,B,10,L,T,H,NH,TLHNH,0,6,4,66.66666667,2.007692308,4,33.1,5.2,7.7,24,23,9.975,0.774,0.3255,0.8125,0.5795,0.233,0,M35
RB_TinL_NH_H_08,RB_TL_NH_H_08,B,10,L,T,H,NH,TLHNH,0,6,4,66.66666667,2.790909091,0,48.2,9.57,0,22,20,NA,NA,NA,NA,NA,NA,0,M53
RB_TinL_NH_H_28,RB_TL_NH_H_28,B,10,L,T,H,NH,TLHNH,0,6,6,100,1.892307692,1,26.2,5.5,12.9,22,17,10.095,0.7585,0.4,0.595,0.481,0.133,NA,NA
RB_TinL_NH_H_10,RB_TL_NH_H_10,B,10,L,T,H,NH,TLHNH,0,6,2,33.33333333,2.045454545,6,24.4,11.16,9.9,23,25,11.87,0.949,0.459,1.031,0.6035,0.4275,1,M53
RB_TinL_NH_H_11,RB_TL_NH_H_11,B,10,L,T,H,NH,TLHNH,0,6,6,100,3.163636364,3,34.4,6.6,6.6,22,16,8.805,0.787,0.4205,0.5005,0.623,0.1225,NA,NA
RB_TinL_NH_H_12,RB_TL_NH_H_12,B,10,L,T,H,NH,TLHNH,0,6,5,83.33333333,3.06,9,35.8,10.14,2.4,31,25,12.685,1.012,0.4295,0.932,0.6685,0.2635,0,M37
RB_TinL_NH_H_13,RB_TL_NH_H_13,B,10,L,T,H,NH,TLHNH,0,6,5,83.33333333,2.836363636,3,43.2,7.035,14.7,27,25,12.18,1.02,0.451,1.052,0.68,0.372,0,M37
RB_TinL_NH_H_14,RB_TL_NH_H_14,B,10,L,T,H,NH,TLHNH,0,6,6,100,2.836363636,2,44.4,6.65,3.6,24,36,NA,NA,NA,NA,NA,NA,0,M53
RB_TinL_NH_H_15,RB_TL_NH_H_15,B,10,L,T,H,NH,TLHNH,0,6,6,100,2.781818182,2,26.9,8.71,0,23,20,NA,NA,NA,NA,NA,NA,NA,NA
RB_TinL_NH_H_16,RB_TL_NH_H_16,B,10,L,T,H,NH,TLHNH,0,6,6,100,3,10,32.8,6.6,0,23,31,14.16,1.106,0.5665,0.7485,0.7715,0.121,0,M37
RB_TinL_NH_H_17,RB_TL_NH_H_17,B,10,L,T,H,NH,TLHNH,0,6,6,100,2.87,5,33.4,7.81,0,24,18,NA,0.545,0.43,0.9815,0.6035,0.378,0,M37
RB_TinL_NH_H_18,RB_TL_NH_H_18,B,10,L,T,H,NH,TLHNH,0,6,6,100,2.66,7,30.8,10.295,7.2,24,23,9.535,0.9965,0.4275,1.028,0.725,0.303,1,M53
RB_TinL_NH_H_19,RB_TL_NH_H_19,B,10,L,T,H,NH,TLHNH,0,6,4,66.66666667,3.175,6,36.8,5.94,5.8,19,28,13.155,0.829,0.388,0.925,0.6505,0.2745,1,M9
RB_TinL_NH_H_20,RB_TL_NH_H_20,B,10,L,T,H,NH,TLHNH,0,6,5,83.33333333,2.6,4,37.1,10.2,0,24,32,13.36,0.995,0.474,0.915,0.671,0.244,0,M9
RB_TinL_NH_H_21,RB_TL_NH_H_21,B,10,L,T,H,NH,TLHNH,0,6,6,100,3.49,7,44.8,10.68,0,28,12,12.585,0.9445,0.515,0.7135,0.5995,0.114,1,M39
RB_TinL_NH_H_22,RB_TL_NH_H_22,B,10,L,T,H,NH,TLHNH,0,6,6,100,2.515384615,21,41.7,7.015,4.8,22,39,13.54,0.9145,0.3865,0.781,0.6675,0.1135,0,M9
RB_TinL_NH_H_23,RB_TL_NH_H_23,B,10,L,T,H,NH,TLHNH,0,6,4,66.66666667,2.525,6,30.1,5.7,16.8,30,35,11.9,0.8415,0.3965,0.7715,0.636,0.2575,0,M39
RB_TinL_NH_H_24,RB_TL_NH_H_24,B,10,L,T,H,NH,TLHNH,0,6,5,83.33333333,3.676923077,1,30,4.05,15.7,20,39,NA,NA,NA,NA,NA,NA,NA,NA
RB_TinL_NH_H_25,RB_TL_NH_H_25,B,10,L,T,H,NH,TLHNH,0,6,5,83.33333333,2,1,34,4.5,25.9,20,11,13.04,0.9615,0.5155,0.628,0.625,0.011,0,M39
RB_TinL_NH_H_26,RB_TL_NH_H_26,B,10,L,T,H,NH,TLHNH,0,6,3,50,1.666666667,10,29.1,6.09,15.9,20,27,14.405,1.015,0.508,0.723,0.6145,0.1085,0,M9
RB_TinL_NH_H_27,RB_TL_NH_H_27,B,10,L,T,H,NH,TLHNH,0,6,6,100,2.258333333,11,32,2.55,9.3,19,22,13.975,1.095,0.5145,0.8625,0.565,0.2975,0,M39
RB_TinL_NH_H_29,RB_TL_NH_H_29,B,10,L,T,H,NH,TLHNH,0,6,6,100,1.990909091,9,31.4,6.555,13.5,21,22,12.735,0.878,0.4875,0.519,0.5085,0.1025,0,M41
RB_TinL_NH_H_30,RB_TL_NH_H_30,B,10,L,T,H,NH,TLHNH,0,6,3,50,2.1,9,27.8,4.68,15.3,21,22,11.855,0.923,0.4305,0.768,0.4725,0.2955,2,M42
RB_TinL_NH_H_31,RB_TL_NH_H_31,B,10,L,T,H,NH,TLHNH,0,6,5,83.33333333,2.67,3,28.3,4.32,3.3,20,19,11.68,0.7805,0.4075,0.703,0.5215,0.2275,0,M42
RB_TinL_NH_H_32,RB_TL_NH_H_32,B,10,L,T,H,NH,TLHNH,0,6,6,100,1.809090909,0,36.3,4.56,0,20,14,11.41,0.835,0.4205,0.61,0.5355,0.1385,NA,NA
RB_TinL_NH_H_33,RB_TL_NH_H_33,B,10,L,T,H,NH,TLHNH,0,6,4,66.66666667,2.618181818,6,37.8,6.48,15.7,21,19,14.2,0.9335,0.5205,0.5085,0.5995,0.091,0,M42
RB_TinL_NH_H_34,RB_TL_NH_H_34,B,10,L,T,H,NH,TLHNH,0,4,4,100,2.9,18,33.1,4.83,9.2,20,28,14.175,1.088,0.531,0.9675,0.607,0.3605,2,M41
RB_TinL_NH_H_35,RB_TL_NH_H_35,B,10,L,T,H,NH,TLHNH,0,4,4,100,1.4,10,39.2,3.92,10.3,20,21,12.23,0.7995,0.357,0.541,0.6155,0.1455,1,M41
RB_TinL_NH_H_36,RB_TL_NH_H_36,B,10,L,T,H,NH,TLHNH,0,4,4,100,2.509090909,2,32,5.83,6.8,22,16,10.045,0.9595,0.4735,0.677,0.5745,0.1025,NA,NA
RB_TinL_NH_H_09,RB_TL_NH_H_09,B,10,L,T,H,NH,TLHNH,0,5,5,100,3.7625,6,37.9,6.56,10.3,22,29,11.47,0.8155,0.383,0.709,0.566,0.143,0,M34
