Plantlabel,PlantlabelDNA,Replicate,Generation,Soil,Soilline,Pollinationline,Herbivoryline,Treatment,Native_soil,Seedssowedout,Germination,Germinationrate,Weightperseed,NbFlowers,Height,leaf_size,Lengthperbranch,Timetofirstflower,Flowerproduction,Flowerdiameter,Petal_length,Petal_width,Style,Stamen,Herkogamy,Visits,MatriceNB
RB_TinL_NH_H_37,RB_TL_NH_H_37,B,10,L,T,H,NH,TLHNH,0,4,4,100,3.033333333,0,34.5,7.705,3.7,22,13,11.45,0.7855,0.4015,0.5295,0.522,0.1205,NA,NA
RB_TinL_NH_H_38,RB_TL_NH_H_38,B,10,L,T,H,NH,TLHNH,0,4,4,100,1.87,1,33.6,3.84,7.6,20,16,12.7,0.876,0.375,0.5235,0.5285,0.115,NA,NA
RB_TinL_NH_H_39,RB_TL_NH_H_39,B,10,L,T,H,NH,TLHNH,0,4,4,100,1.883333333,9,27.8,5.1,33.6,21,17,9.91,0.75,0.336,0.9205,0.495,0.4255,0,M41
RB_TinL_NH_H_40,RB_TL_NH_H_40,B,10,L,T,H,NH,TLHNH,0,4,4,100,1.85,9,37.4,6,20.8,21,16,14.49,1.0435,0.521,0.928,0.517,0.411,0,M42
RA_TinT_NH_H_01,RA_TT_NH_H_01,A,10,T,T,H,NH,TTHNH,1,6,6,100,1.435714286,3,40.1,3.29,14.8,21,19,12.05,0.745,0.361,0.519,0.526,0.007,0,M5
RA_TinT_NH_H_02,RA_TT_NH_H_02,A,10,T,T,H,NH,TTHNH,1,6,5,83.33333333,1.945454545,14,24.3,5.98,2.4,22,42,12.685,0.394,0.203,0.94,0.609,0.331,NA,NA
RA_TinT_NH_H_03,RA_TT_NH_H_03,A,10,T,T,H,NH,TTHNH,1,6,6,100,1.927272727,2,31.5,1.55,0,23,12,11.41,0.5565,0.379,0.5795,0.5835,0.044,NA,NA
RA_TinT_NH_H_04,RA_TT_NH_H_04,A,10,T,T,H,NH,TTHNH,1,6,5,83.33333333,1.972727273,4,35,5.31,7.3,21,24,12.9,0.9435,0.3895,0.527,0.603,0.076,0,M5
RA_TinT_NH_H_05,RA_TT_NH_H_05,A,10,T,T,H,NH,TTHNH,1,6,5,83.33333333,1.476923077,8,36.6,14.2,11.4,24,35,11.63,0.837,0.433,0.6975,0.6005,0.135,NA,NA
RA_TinT_NH_H_06,RA_TT_NH_H_06,A,10,T,T,H,NH,TTHNH,1,6,5,83.33333333,2.763636364,5,43.1,10.36,0,24,36,NA,NA,NA,NA,NA,NA,NA,NA
RA_TinT_NH_H_07,RA_TT_NH_H_07,A,10,T,T,H,NH,TTHNH,1,6,6,100,2.35,8,35.4,8.97,4.3,22,34,15.325,1.029,0.38,1,0.684,0.316,NA,NA
RA_TinT_NH_H_08,RA_TT_NH_H_08,A,10,T,T,H,NH,TTHNH,1,6,6,100,3.055555556,9,30.2,11.73,3.2,25,34,15.47,1.1025,0.502,0.8235,0.656,0.1675,0,M5
RA_TinT_NH_H_09,RA_TT_NH_H_09,A,10,T,T,H,NH,TTHNH,1,6,6,100,2.33,4,46.7,4.27,20.7,22,20,12.58,0.902,0.4515,0.676,0.57,0.106,0,M5
RA_TinT_NH_H_10,RA_TT_NH_H_10,A,10,T,T,H,NH,TTHNH,1,6,6,100,2.545454545,5,37.9,9.375,6,21,29,11.905,0.9545,0.4525,1.0155,0.705,0.3105,0,M7
RA_TinT_NH_H_11,RA_TT_NH_H_11,A,10,T,T,H,NH,TTHNH,1,6,1,16.66666667,1.358333333,5,31.2,8.415,9.3,25,25,13.665,0.8445,0.3945,0.7295,0.563,0.1665,0,M7
RA_TinT_NH_H_12,RA_TT_NH_H_12,A,10,T,T,H,NH,TTHNH,1,6,5,83.33333333,3.230769231,12,35.2,8.97,7.2,22,30,11.03,0.8095,0.378,0.643,0.519,0.124,0,M1
RA_TinT_NH_H_13,RA_TT_NH_H_13,A,10,T,T,H,NH,TTHNH,1,6,6,100,2.47,17,32.2,14.88,11.8,23,33,12.68,1.049,0.492,0.8275,0.694,0.1335,1,M7
RA_TinT_NH_H_14,RA_TT_NH_H_14,A,10,T,T,H,NH,TTHNH,1,6,6,100,2.845454545,23,34.4,16.28,2.2,24,46,13.01,0.492,0.459,0.8195,0.707,0.1125,1,M1
RA_TinT_NH_H_15,RA_TT_NH_H_15,A,10,T,T,H,NH,TTHNH,1,6,4,66.66666667,2.29,6,37.4,6.6,0,23,31,9.455,0.7105,0.2905,0.489,0.491,0.07,0,M1
RA_TinT_NH_H_16,RA_TT_NH_H_16,A,10,T,T,H,NH,TTHNH,1,6,5,83.33333333,2.578571429,6,33.5,11.31,10.4,24,30,11.695,0.4645,0.346,0.471,0.5955,0.1245,0,M1
RA_TinT_NH_H_17,RA_TT_NH_H_17,A,10,T,T,H,NH,TTHNH,1,6,6,100,3.427272727,3,59.8,3.68,16.9,21,22,15.8,1.1055,0.494,0.6675,0.64,0.0295,NA,NA
RA_TinT_NH_H_18,RA_TT_NH_H_18,A,10,T,T,H,NH,TTHNH,1,6,5,83.33333333,1.566666667,NA,NA,NA,NA,25,NA,14.71,0.987,0.403,0.79,0.66,0.13,1,M7
RA_TinT_NH_H_19,RA_TT_NH_H_19,A,10,T,T,H,NH,TTHNH,1,6,6,100,2.09,22,55.6,22,32.3,23,49,15,1.0145,0.3885,0.737,0.5945,0.1425,1,M28
RA_TinT_NH_H_20,RA_TT_NH_H_20,A,10,T,T,H,NH,TTHNH,1,6,5,83.33333333,2.664285714,30,37.9,13.6,16.8,22,70,12.075,1.062,0.345,0.8315,0.67,0.1615,1,M30
RA_TinT_NH_H_21,RA_TT_NH_H_21,A,10,T,T,H,NH,TTHNH,1,6,6,100,1.753333333,17,42,8.88,45.2,22,47,15.04,0.9995,0.4135,0.7345,0.575,0.1595,0,M28
RA_TinT_NH_H_22,RA_TT_NH_H_22,A,10,T,T,H,NH,TTHNH,1,6,6,100,2.308333333,2,36.2,14.175,13.7,19,42,13.55,0.946,0.4755,0.6075,0.712,0.1045,NA,NA
RA_TinT_NH_H_23,RA_TT_NH_H_23,A,10,T,T,H,NH,TTHNH,1,6,6,100,2.52,12,52.6,9.75,20.7,22,37,14.305,0.983,0.444,0.6405,0.6255,0.119,0,M30
RA_TinT_NH_H_24,RA_TT_NH_H_24,A,10,T,T,H,NH,TTHNH,1,6,6,100,2.516666667,9,29.8,12.71,32.8,22,52,13.9,0.923,0.396,0.61,0.6125,0.1775,0,M30
RA_TinT_NH_H_25,RA_TT_NH_H_25,A,10,T,T,H,NH,TTHNH,1,6,6,100,1.669230769,14,29,9.3,12.4,20,43,12.74,0.8615,0.3465,0.6415,0.6945,0.053,1,M28
RA_TinT_NH_H_26,RA_TT_NH_H_26,A,10,T,T,H,NH,TTHNH,1,6,6,100,2.42,3,49.7,7.2,0,23,19,14.305,0.9885,0.4745,0.6725,0.6935,0.021,0,M30
RA_TinT_NH_H_27,RA_TT_NH_H_27,A,10,T,T,H,NH,TTHNH,1,6,6,100,2.192307692,17,38.8,15.575,6.2,23,45,16.02,1.051,0.428,0.8135,0.656,0.1575,0,M28
RA_TinT_NH_H_28,RA_TT_NH_H_28,A,10,T,T,H,NH,TTHNH,1,6,6,100,2.61,18,41.8,12.48,0,22,40,13.59,0.892,0.3755,0.774,0.517,0.257,1,M25
RA_TinT_NH_H_29,RA_TT_NH_H_29,A,10,T,T,H,NH,TTHNH,1,6,6,100,2.163636364,5,29.4,18.915,23.1,23,25,13.86,0.957,0.493,0.6315,0.68,0.0725,NA,NA
RA_TinT_NH_H_30,RA_TT_NH_H_30,A,10,T,T,H,NH,TTHNH,1,6,5,83.33333333,2.75,15,30.2,6,35.4,20,32,13.705,0.9295,0.536,0.661,0.8335,0.1725,0,M25
RA_TinT_NH_H_31,RA_TT_NH_H_31,A,10,T,T,H,NH,TTHNH,1,6,5,83.33333333,2.509090909,8,35.4,10.25,12.3,20,34,13.12,0.9665,0.4175,0.5535,0.668,0.1145,NA,NA
RA_TinT_NH_H_32,RA_TT_NH_H_32,A,10,T,T,H,NH,TTHNH,1,6,5,83.33333333,2.854545455,18,36.8,12.15,9.2,22,43,NA,NA,NA,NA,NA,NA,0,M31
RA_TinT_NH_H_33,RA_TT_NH_H_33,A,10,T,T,H,NH,TTHNH,1,6,4,66.66666667,1.99,0,32.5,13.3,0,22,24,NA,NA,NA,NA,NA,NA,NA,NA
RA_TinT_NH_H_34,RA_TT_NH_H_34,A,10,T,T,H,NH,TTHNH,1,6,6,100,2.816666667,10,36.3,14.62,3.2,26,29,13.67,0.985,0.493,0.9125,0.6415,0.271,0,M31
RA_TinT_NH_H_35,RA_TT_NH_H_35,A,10,T,T,H,NH,TTHNH,1,6,5,83.33333333,2.445454545,18,25.9,18.7,0,20,44,12.88,0.931,0.496,0.5665,0.6055,0.114,NA,NA
RA_TinT_NH_H_36,RA_TT_NH_H_36,A,10,T,T,H,NH,TTHNH,1,6,5,83.33333333,2.283333333,6,29.2,19.38,30.3,32,6,12.69,0.8855,0.454,0.672,0.623,0.054,1,M31
RA_TinT_NH_H_37,RA_TT_NH_H_37,A,10,T,T,H,NH,TTHNH,1,6,6,100,2.3,12,47.2,4.935,15.4,20,24,11.68,0.95,0.5215,0.7415,0.6,0.1415,0,M31
RA_TinT_NH_H_38,RA_TT_NH_H_38,A,10,T,T,H,NH,TTHNH,1,6,6,100,2.254545455,9,32.4,4.56,21,20,34,11.42,0.931,0.503,0.8095,0.6165,0.193,1,M25
RA_TinT_NH_H_39,RA_TT_NH_H_39,A,10,T,T,H,NH,TTHNH,1,4,4,100,2.175,10,41.6,3.825,7.9,21,25,14.77,0.9935,0.474,0.841,0.714,0.127,0,M25
RA_TinT_NH_H_40,RA_TT_NH_H_40,A,10,T,T,H,NH,TTHNH,1,4,4,100,2.172727273,11,30.1,11.85,0,22,30,NA,NA,NA,NA,NA,NA,NA,NA
RB_TinT_NH_H_01,RB_TT_NH_H_01,B,10,T,T,H,NH,TTHNH,1,6,1,16.66666667,1.95,1,34.2,4.68,29,24,12,8.365,0.587,0.324,0.5165,0.451,0.0655,0,M36
RB_TinT_NH_H_02,RB_TT_NH_H_02,B,10,T,T,H,NH,TTHNH,1,6,4,66.66666667,2.278571429,6,32.1,8.505,27,22,39,10.1,0.775,0.3975,0.657,0.506,0.151,0,M33
RB_TinT_NH_H_03,RB_TT_NH_H_03,B,10,T,T,H,NH,TTHNH,1,6,4,66.66666667,3.29,20,38.9,5.67,8.2,22,36,11.915,0.86,0.4755,0.8,0.577,0.223,0,M33
RB_TinT_NH_H_04,RB_TT_NH_H_04,B,10,T,T,H,NH,TTHNH,1,6,3,50,3.218181818,3,32.9,7.22,11.1,22,30,10.485,0.6465,0.3785,0.716,0.482,0.234,0,M36
RB_TinT_NH_H_05,RB_TT_NH_H_05,B,10,T,T,H,NH,TTHNH,1,6,1,16.66666667,2.075,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB_TinT_NH_H_06,RB_TT_NH_H_06,B,10,T,T,H,NH,TTHNH,1,6,4,66.66666667,1.64,2,44.2,6.1,6.6,22,41,12.91,0.598,0.309,0.699,0.504,0.195,0,M36
RB_TinT_NH_H_07,RB_TT_NH_H_07,B,10,T,T,H,NH,TTHNH,1,6,1,16.66666667,2.007692308,3,40.9,17.34,0,25,18,11.935,0.9875,0.4785,0.707,0.6215,0.0855,0,M33
RB_TinT_NH_H_08,RB_TT_NH_H_08,B,10,T,T,H,NH,TTHNH,1,6,4,66.66666667,2.790909091,4,48.9,27.6,0,26,19,14.785,1.0295,0.551,0.8875,0.713,0.1745,1,M36
RB_TinT_NH_H_28,RB_TT_NH_H_28,B,10,T,T,H,NH,TTHNH,1,6,6,100,1.892307692,6,36.2,16.17,8.2,22,30,11.665,0.8975,0.453,0.683,0.6985,0.1105,0,M56
RB_TinT_NH_H_10,RB_TT_NH_H_10,B,10,T,T,H,NH,TTHNH,1,6,4,66.66666667,2.045454545,5,39.7,11.935,24.5,24,27,13.48,0.981,0.4975,0.6685,0.752,0.0835,0,M38
RB_TinT_NH_H_11,RB_TT_NH_H_11,B,10,T,T,H,NH,TTHNH,1,6,6,100,3.163636364,3,31.2,8.76,30.1,22,28,12.445,1.0735,0.377,1.3575,0.6885,0.669,0,M54
RB_TinT_NH_H_12,RB_TT_NH_H_12,B,10,T,T,H,NH,TTHNH,1,6,3,50,3.06,4,29.4,10.5,25,24,28,12.345,1.0345,0.3995,0.8865,0.6965,0.19,1,M54
RB_TinT_NH_H_13,RB_TT_NH_H_13,B,10,T,T,H,NH,TTHNH,1,6,5,83.33333333,2.836363636,2,48.6,6.2,25.9,24,22,12.665,0.921,0.504,0.5985,0.683,0.0845,0,M54
RB_TinT_NH_H_14,RB_TT_NH_H_14,B,10,T,T,H,NH,TTHNH,1,6,3,50,2.836363636,10,47.4,17.48,0,23,43,13.57,1.055,0.4535,1.138,0.723,0.415,0,M54
RB_TinT_NH_H_15,RB_TT_NH_H_15,B,10,T,T,H,NH,TTHNH,1,6,4,66.66666667,2.781818182,8,28.6,19.24,18.3,24,30,14.865,1.034,0.5065,0.797,0.656,0.141,2,M38
RB_TinT_NH_H_16,RB_TT_NH_H_16,B,10,T,T,H,NH,TTHNH,1,6,6,100,3,2,36.9,7.44,22,26,23,12.35,1.027,0.487,0.697,0.603,0.094,NA,NA
RB_TinT_NH_H_17,RB_TT_NH_H_17,B,10,T,T,H,NH,TTHNH,1,6,6,100,2.87,14,36,8.75,9.5,22,40,12.88,0.9875,0.4625,0.9425,0.6685,0.274,0,M38
RB_TinT_NH_H_18,RB_TT_NH_H_18,B,10,T,T,H,NH,TTHNH,1,6,6,100,2.66,7,44.2,12.865,10.7,24,35,12.69,0.9995,0.3875,0.7115,0.7,0.0195,2,M38
RB_TinT_NH_H_19,RB_TT_NH_H_19,B,10,T,T,H,NH,TTHNH,1,6,5,83.33333333,3.175,18,29.1,10.2,11.3,20,37,13.295,0.9555,0.456,0.548,0.6225,0.0745,1,M10
RB_TinT_NH_H_20,RB_TT_NH_H_20,B,10,T,T,H,NH,TTHNH,1,6,6,100,2.6,12,35.8,4.845,5.7,21,30,12.865,0.895,0.4025,0.98,0.632,0.348,0,M10
RB_TinT_NH_H_21,RB_TT_NH_H_21,B,10,T,T,H,NH,TTHNH,1,6,4,66.66666667,3.49,6,36.9,8.76,16.9,20,34,11.26,0.842,0.4,0.588,0.523,0.065,0,M40
RB_TinT_NH_H_22,RB_TT_NH_H_22,B,10,T,T,H,NH,TTHNH,1,6,6,100,2.515384615,1,38.2,9.625,21.6,21,40,12.375,1.058,0.437,0.91,0.66,0.25,0,M10
RB_TinT_NH_H_23,RB_TT_NH_H_23,B,10,T,T,H,NH,TTHNH,1,6,4,66.66666667,2.525,17,36.2,9.12,16.9,19,50,13.25,0.9305,0.389,0.7815,0.5405,0.241,0,M40
RB_TinT_NH_H_24,RB_TT_NH_H_24,B,10,T,T,H,NH,TTHNH,1,6,4,66.66666667,3.676923077,10,36.9,6.96,47,19,48,13.215,0.868,0.4185,0.8325,0.53,0.3025,0,M40
RB_TinT_NH_H_25,RB_TT_NH_H_25,B,10,T,T,H,NH,TTHNH,1,6,5,83.33333333,2,3,37.6,6.93,16.7,20,30,11.925,0.828,0.403,0.8775,0.542,0.3355,0,M10
RB_TinT_NH_H_26,RB_TT_NH_H_26,B,10,T,T,H,NH,TTHNH,1,6,5,83.33333333,1.666666667,1,32.7,8.32,18.9,23,37,12.03,0.8105,0.45,0.7835,0.538,0.2455,NA,NA
RB_TinT_NH_H_27,RB_TT_NH_H_27,B,10,T,T,H,NH,TTHNH,1,6,5,83.33333333,2.258333333,0,48.9,9.48,3.7,22,21,NA,NA,NA,NA,NA,NA,NA,NA
RB_TinT_NH_H_29,RB_TT_NH_H_29,B,10,T,T,H,NH,TTHNH,1,6,2,33.33333333,1.990909091,3,25.2,7.8,31.4,21,30,12.835,0.8225,0.412,0.6825,0.44,0.2425,0,M55
RB_TinT_NH_H_30,RB_TT_NH_H_30,B,10,T,T,H,NH,TTHNH,1,6,3,50,2.1,7,33.1,8.05,16.5,21,32,11.45,0.803,0.428,0.78,0.547,0.233,0,M56
RB_TinT_NH_H_31,RB_TT_NH_H_31,B,10,T,T,H,NH,TTHNH,1,6,3,50,2.67,3,24,11.1,11.1,21,25,12.455,0.869,0.451,0.637,0.6,0.037,0,M55
RB_TinT_NH_H_32,RB_TT_NH_H_32,B,10,T,T,H,NH,TTHNH,1,6,2,33.33333333,1.809090909,0,32,4.505,24.3,22,11,12.805,0.876,0.4785,0.3245,0.631,0.3065,NA,NA
RB_TinT_NH_H_33,RB_TT_NH_H_33,B,10,T,T,H,NH,TTHNH,1,6,6,100,2.618181818,14,42.8,6,0,20,26,14.005,0.9795,0.545,0.5925,0.5905,0.024,1,M55
RB_TinT_NH_H_34,RB_TT_NH_H_34,B,10,T,T,H,NH,TTHNH,1,4,4,100,2.9,12,36,7.7,28.4,21,30,11.545,0.882,0.403,0.81,0.617,0.193,1,M56
RB_TinT_NH_H_35,RB_TT_NH_H_35,B,10,T,T,H,NH,TTHNH,1,4,3,75,1.4,8,32.9,12.245,23.1,22,35,12.73,0.977,0.4585,1.08,0.656,0.424,0,M55
RB_TinT_NH_H_36,RB_TT_NH_H_36,B,10,T,T,H,NH,TTHNH,1,4,4,100,2.509090909,7,34.7,5.13,34.1,19,30,12.365,0.814,0.4465,0.5915,0.527,0.0965,1,M40
RB_TinT_NH_H_09,RB_TT_NH_H_09,B,10,T,T,H,NH,TTHNH,1,5,3,60,3.7625,7,32.6,11.615,11.6,26,37,11.705,0.8445,0.3715,0.8485,0.623,0.2255,0,M33
RB_TinT_NH_H_37,RB_TT_NH_H_37,B,10,T,T,H,NH,TTHNH,1,4,4,100,3.033333333,1,43.7,8.88,0,22,35,NA,NA,NA,NA,NA,NA,NA,NA
RB_TinT_NH_H_38,RB_TT_NH_H_38,B,10,T,T,H,NH,TTHNH,1,4,4,100,1.87,12,30.9,22.68,16,24,30,14.34,1.021,0.5545,0.7275,0.6785,0.125,NA,NA
RB_TinT_NH_H_39,RB_TT_NH_H_39,B,10,T,T,H,NH,TTHNH,1,4,1,25,1.883333333,0,25.9,7.48,15.3,20,32,NA,NA,NA,NA,NA,NA,NA,NA
RB_TinT_NH_H_40,RB_TT_NH_H_40,B,10,T,T,H,NH,TTHNH,1,4,2,50,1.85,5,30.4,6.2,0,21,13,14.2,1.008,0.569,0.5095,0.648,0.1385,1,M56
RA_TinL_NH_B_01,RA_TL_NH_B_01,A,10,L,T,B,NH,TLBNH,0,6,6,100,2.118181818,3,34.8,8.8,17.3,21,5,NA,NA,NA,NA,NA,NA,NA,NA
RA_TinL_NH_B_02,RA_TL_NH_B_02,A,10,L,T,B,NH,TLBNH,0,6,4,66.66666667,2.61,0,33.8,7.56,0,22,16,NA,NA,NA,NA,NA,NA,NA,NA
RA_TinL_NH_B_03,RA_TL_NH_B_03,A,10,L,T,B,NH,TLBNH,0,6,6,100,2.563636364,5,28.2,5.51,0,24,18,13.26,0.676,0.479,0.583,0.1635,0.349,NA,NA
RA_TinL_NH_B_04,RA_TL_NH_B_04,A,10,L,T,B,NH,TLBNH,0,6,6,100,2.663636364,8,28.4,3.825,2.2,24,22,12.265,0.9535,0.419,0.9475,0.513,0.4345,0,M6
RA_TinL_NH_B_05,RA_TL_NH_B_05,A,10,L,T,B,NH,TLBNH,0,6,5,83.33333333,2.718181818,4,31.4,7.92,3.2,24,14,10.76,0.769,0.3445,0.669,0.4795,0.1895,1,M6
RA_TinL_NH_B_06,RA_TL_NH_B_06,A,10,L,T,B,NH,TLBNH,0,6,6,100,2.35,7,29.1,16.72,7.2,26,21,14.135,0.9875,0.4575,0.6445,0.6845,0.082,NA,NA
RA_TinL_NH_B_07,RA_TL_NH_B_07,A,10,L,T,B,NH,TLBNH,0,6,6,100,2.081818182,1,30.7,5.035,2.2,23,14,12.94,0.8805,0.4455,0.77,0.5445,0.2255,NA,NA
RA_TinL_NH_B_08,RA_TL_NH_B_08,A,10,L,T,B,NH,TLBNH,0,6,6,100,2.67,3,23.2,5.72,4.2,25,17,12.26,0.9455,0.419,0.565,0.5975,0.0905,0,M6
RA_TinL_NH_B_10,RA_TL_NH_B_10,A,10,L,T,B,NH,TLBNH,0,6,5,83.33333333,2.7,7,28.3,17.82,2.8,23,15,16.515,0.698,0.545,0.67,0.7035,0.2115,0,M2
RA_TinL_NH_B_11,RA_TL_NH_B_11,A,10,L,T,B,NH,TLBNH,0,6,2,33.33333333,1.792857143,3,34.8,10.15,0,23,21,NA,NA,NA,NA,NA,NA,NA,NA
RA_TinL_NH_B_12,RA_TL_NH_B_12,A,10,L,T,B,NH,TLBNH,0,6,5,83.33333333,2.146153846,12,32.5,5.015,0,24,28,13.855,0.813,0.515,0.6905,0.621,0.1095,0,M2
RA_TinL_NH_B_13,RA_TL_NH_B_13,A,10,L,T,B,NH,TLBNH,0,6,5,83.33333333,2.4,4,31.7,14.175,0,26,24,16.23,0.948,0.45,0.8385,0.6465,0.192,NA,NA
RA_TinL_NH_B_14,RA_TL_NH_B_14,A,10,L,T,B,NH,TLBNH,0,6,6,100,1.891666667,3,26.1,13.12,0,25,18,13.21,0.907,0.462,1.143,0.644,0.499,NA,NA
RA_TinL_NH_B_15,RA_TL_NH_B_15,A,10,L,T,B,NH,TLBNH,0,6,6,100,2.69,8,26.6,18.56,0,25,8,13.155,0.551,0.426,0.6225,0.6445,0.07,2,M2
RA_TinL_NH_B_16,RA_TL_NH_B_16,A,10,L,T,B,NH,TLBNH,0,6,5,83.33333333,2.62,9,36.6,9.345,5.8,25,21,12.95,0.823,0.3895,0.7635,0.553,0.2105,1,M2
RA_TinL_NH_B_17,RA_TL_NH_B_17,A,10,L,T,B,NH,TLBNH,0,6,3,50,3.109090909,1,30.8,8.5,6.1,23,17,NA,NA,NA,NA,NA,NA,NA,NA
RA_TinL_NH_B_18,RA_TL_NH_B_18,A,10,L,T,B,NH,TLBNH,0,6,6,100,3.34,1,30.4,6.375,0,23,11,12.82,0.9075,0.4985,0.447,0.5735,0.1265,NA,NA
RA_TinL_NH_B_19,RA_TL_NH_B_19,A,10,L,T,B,NH,TLBNH,0,6,6,100,2.654545455,10,30.8,7.5,0,27,26,14.435,1.0465,0.4935,0.8245,0.634,0.1905,1,M29
RA_TinL_NH_B_20,RA_TL_NH_B_20,A,10,L,T,B,NH,TLBNH,0,6,5,83.33333333,2.184615385,11,31.4,9.12,0,25,20,16.23,1.1015,0.4675,0.776,0.6225,0.1535,0,M27
RA_TinL_NH_B_21,RA_TL_NH_B_21,A,10,L,T,B,NH,TLBNH,0,6,6,100,2.77,8,28.6,10.85,0,23,24,16.155,0.8015,0.3625,1.0935,0.6385,0.455,NA,NA
RA_TinL_NH_B_22,RA_TL_NH_B_22,A,10,L,T,B,NH,TLBNH,0,6,5,83.33333333,1.754545455,8,42.6,9.23,0,25,17,13.99,1.05,0.491,0.5535,0.6645,0.111,1,M29
RA_TinL_NH_B_23,RA_TL_NH_B_23,A,10,L,T,B,NH,TLBNH,0,6,6,100,1.792307692,5,31.7,6.5,0,23,29,16.91,1.1265,0.5835,0.8765,0.591,0.2855,1,M29
RA_TinL_NH_B_24,RA_TL_NH_B_24,A,10,L,T,B,NH,TLBNH,0,6,6,100,2.55,10,35.7,7.56,0,25,26,12.395,0.834,0.366,0.599,0.5185,0.1155,0,M29
RA_TinL_NH_B_25,RA_TL_NH_B_25,A,10,L,T,B,NH,TLBNH,0,6,4,66.66666667,2.8,9,41.3,9.23,0,24,26,14.835,1.093,0.4785,0.6775,0.6405,0.277,0,M27
RA_TinL_NH_B_26,RA_TL_NH_B_26,A,10,L,T,B,NH,TLBNH,0,6,6,100,2.827272727,8,35.9,10.08,0,26,25,15.205,1.0885,0.4115,0.9205,0.5935,0.327,2,M27
RA_TinL_NH_B_27,RA_TL_NH_B_27,A,10,L,T,B,NH,TLBNH,0,6,5,83.33333333,1.581818182,11,33.4,12.75,6.6,27,28,14.06,0.946,0.4475,0.5865,0.561,0.1605,0,M27
RA_TinL_NH_B_28,RA_TL_NH_B_28,A,10,L,T,B,NH,TLBNH,0,6,6,100,2.333333333,11,40,5.4,0,24,25,15.555,1.095,0.483,0.723,0.6365,0.0865,0,M24
RA_TinL_NH_B_29,RA_TL_NH_B_29,A,10,L,T,B,NH,TLBNH,0,6,4,66.66666667,2.018181818,7,30.2,7.81,0,19,19,10.52,0.661,0.328,0.6825,0.487,0.1955,NA,NA
RA_TinL_NH_B_30,RA_TL_NH_B_30,A,10,L,T,B,NH,TLBNH,0,6,6,100,1.5,7,29.4,12.74,0,19,7,13.925,0.954,0.471,0.6255,0.5855,0.086,0,M32
RA_TinL_NH_B_31,RA_TL_NH_B_31,A,10,L,T,B,NH,TLBNH,0,6,2,33.33333333,2.309090909,10,40.7,16.8,3.3,32,12,14.285,0.93,0.454,0.7175,0.71,0.0145,NA,NA
RA_TinL_NH_B_32,RA_TL_NH_B_32,A,10,L,T,B,NH,TLBNH,0,6,6,100,2.738461538,1,48.4,10.66,25.1,22,21,NA,NA,NA,NA,NA,NA,NA,NA
RA_TinL_NH_B_33,RA_TL_NH_B_33,A,10,L,T,B,NH,TLBNH,0,6,6,100,2.533333333,20,34.2,12.71,11.6,19,54,15.685,0.9755,0.5145,0.8,0.552,0.248,NA,NA
RA_TinL_NH_B_34,RA_TL_NH_B_34,A,10,L,T,B,NH,TLBNH,0,6,6,100,2.608333333,3,34.7,6.49,0,21,27,14.265,0.9815,0.521,0.7865,0.5865,0.2,1,M24
RA_TinL_NH_B_35,RA_TL_NH_B_35,A,10,L,T,B,NH,TLBNH,0,6,5,83.33333333,1.984615385,9,31.8,17.355,4,25,22,14.93,1.0705,0.5265,0.768,0.648,0.12,0,M24
RA_TinL_NH_B_36,RA_TL_NH_B_36,A,10,L,T,B,NH,TLBNH,0,6,6,100,2.315384615,8,35.6,5.415,11.3,21,19,13.585,0.957,0.461,0.463,0.614,0.151,2,M32
RA_TinL_NH_B_37,RA_TL_NH_B_37,A,10,L,T,B,NH,TLBNH,0,6,6,100,2.754545455,3,35.6,6.2,21.5,22,26,14.185,0.992,0.4245,0.808,0.4955,0.3125,0,M32
RA_TinL_NH_B_38,RA_TL_NH_B_38,A,10,L,T,B,NH,TLBNH,0,6,5,83.33333333,2.62,0,17.1,6.6,8.6,22,18,NA,NA,NA,NA,NA,NA,NA,NA
RA_TinL_NH_B_09,RA_TL_NH_B_09,A,10,L,T,B,NH,TLBNH,0,5,5,100,1.890909091,1,36.1,2.88,0,23,14,14.235,0.95,0.489,0.578,0.5565,0.0215,0,M6
RA_TinL_NH_B_39,RA_TL_NH_B_39,A,10,L,T,B,NH,TLBNH,0,4,4,100,2.741666667,16,31.8,4.86,0,19,26,12.88,0.8835,0.413,0.788,0.676,0.112,1,M32
RA_TinL_NH_B_40,RA_TL_NH_B_40,A,10,L,T,B,NH,TLBNH,0,4,4,100,2.015384615,5,34.1,6.38,8.3,24,21,14.14,1.077,0.466,1.153,0.651,0.502,1,M24
RB_TinL_NH_B_01,RB_TL_NH_B_01,B,10,L,T,B,NH,TLBNH,0,6,5,83.33333333,3.12,2,47.2,6.82,2.1,25,24,11.815,0.805,0.3865,0.6525,0.4935,0.159,NA,NA
RB_TinL_NH_B_02,RB_TL_NH_B_02,B,10,L,T,B,NH,TLBNH,0,5,5,100,2.809090909,NA,NA,NA,NA,26,NA,11.715,0.981,0.412,0.4845,0.545,0.0605,0,M35
RB_TinL_NH_B_03,RB_TL_NH_B_03,B,10,L,T,B,NH,TLBNH,0,6,4,66.66666667,2.685714286,8,35.2,15.81,0,26,23,14.625,1.0795,0.494,1.041,0.5805,0.4605,1,M34
