"series","female.line","n.female","female.age","male.line","n.male","male.age","mate.time1","mate.time2","mate.time3","mate.time4","mate.time5","n.mate.1hr","n.mate.2hr","ratio.1hr","ratio.2hr"
2,"Z30",5,6,"21",10,4,40.27321429,NA,NA,NA,NA,1,1,0.2,0.2
37,"Z30",5,6,"21",10,4,38.83333333,93.33333333,NA,NA,NA,1,2,0.2,0.4
16,"Z30",5,5,"21",10,9,NA,NA,NA,NA,NA,NA,0,0,0
49,"Z30",5,17,"21",10,7,NA,NA,NA,NA,NA,NA,0,0,0
10,"Z30",5,12,"21",10,13,NA,NA,NA,NA,NA,0,0,0,0
23,"Z30",5,12,"21",10,13,119.6,NA,NA,NA,NA,0,1,0,0.2
9,"Z30",5,12,"21",10,7,56.6,NA,NA,NA,NA,1,1,0.2,0.2
1,"Z30",5,13,"21",10,9,NA,NA,NA,NA,NA,0,0,0,0
9,"Z30",5,13,"21",10,9,92.85185185,NA,NA,NA,NA,0,1,0,0.2
1,"Z30",5,12,"21",10,7,95,NA,NA,NA,NA,0,1,0,0.2
4,"Z30",5,6,"26",10,4,65.91964286,109.4196429,111.4196429,NA,NA,NA,3,0,0.6
39,"Z30",5,6,"26",10,4,78.33333333,NA,NA,NA,NA,NA,1,0,0.2
18,"Z30",5,5,"26",10,9,87.69067797,119.190678,NA,NA,NA,NA,2,0,0.4
51,"Z30",5,17,"26",9,3,NA,NA,NA,NA,NA,NA,0,0,0
5,"Z30",5,6,"28",10,4,NA,NA,NA,NA,NA,NA,0,0,0
40,"Z30",5,6,"28",9,4,NA,NA,NA,NA,NA,NA,0,0,0
19,"Z30",5,5,"28",10,9,NA,NA,NA,NA,NA,NA,0,0,0
6,"Z30",5,6,"31",10,4,NA,NA,NA,NA,NA,NA,0,0,0
41,"Z30",5,6,"31",10,4,78.46666667,NA,NA,NA,NA,NA,1,0,0.2
20,"Z30",5,5,"31",10,9,NA,NA,NA,NA,NA,NA,0,0,0
7,"Z30",5,6,"32",10,4,NA,NA,NA,NA,NA,NA,0,0,0
42,"Z30",5,6,"32",10,4,NA,NA,NA,NA,NA,NA,0,0,0
21,"Z30",5,5,"32",10,9,45.77824859,NA,NA,NA,NA,1,1,0.2,0.2
8,"Z30",5,6,"38",10,4,NA,NA,NA,NA,NA,NA,0,0,0
43,"Z30",5,6,"38",10,4,NA,NA,NA,NA,NA,NA,0,0,0
22,"Z30",5,5,"38",10,9,NA,NA,NA,NA,NA,NA,0,0,0
9,"Z30",5,6,"40",10,4,74.53571429,NA,NA,NA,NA,NA,1,0,0.2
44,"Z30",5,6,"40",10,4,NA,NA,NA,NA,NA,NA,0,0,0
23,"Z30",5,5,"40",10,9,NA,NA,NA,NA,NA,NA,0,0,0
8,"Z30",5,13,"40",10,4,NA,NA,NA,NA,NA,0,0,0,0
4,"Z30",5,12,"40",10,6,NA,NA,NA,NA,NA,0,0,0,0
10,"Z30",5,6,"41",10,4,NA,NA,NA,NA,NA,NA,0,0,0
45,"Z30",5,6,"41",10,4,NA,NA,NA,NA,NA,NA,0,0,0
24,"Z30",5,5,"41",10,9,105.6658192,NA,NA,NA,NA,NA,1,0,0.2
11,"Z30",5,6,"42",10,4,NA,NA,NA,NA,NA,NA,0,0,0
46,"Z30",5,6,"42",10,4,NA,NA,NA,NA,NA,NA,0,0,0
25,"Z30",5,5,"42",10,9,NA,NA,NA,NA,NA,NA,0,0,0
12,"Z30",5,6,"45",10,4,NA,NA,NA,NA,NA,NA,0,0,0
47,"Z30",5,6,"45",10,4,NA,NA,NA,NA,NA,NA,0,0,0
26,"Z30",5,5,"45",10,9,NA,NA,NA,NA,NA,NA,0,0,0
13,"Z30",5,6,"48",10,4,59.01190476,NA,NA,NA,NA,1,1,0.2,0.2
48,"Z30",5,6,"48",10,4,96.66666667,NA,NA,NA,NA,NA,1,0,0.2
27,"Z30",5,5,"48",10,9,NA,NA,NA,NA,NA,NA,0,0,0
14,"Z30",5,6,"49",10,4,NA,NA,NA,NA,NA,NA,0,0,0
49,"Z30",5,6,"49",10,4,108.6666667,NA,NA,NA,NA,NA,1,0,0.2
28,"Z30",5,5,"49",10,9,50.70480226,NA,NA,NA,NA,1,1,0.2,0.2
15,"Z30",5,6,"57",10,4,NA,NA,NA,NA,NA,NA,0,0,0
50,"Z30",5,6,"57",9,4,32.51666667,NA,NA,NA,NA,1,1,0.2,0.2
29,"Z30",5,5,"57",10,9,NA,NA,NA,NA,NA,NA,0,0,0
16,"Z30",5,6,"59",10,4,NA,NA,NA,NA,NA,NA,0,0,0
51,"Z30",5,6,"59",10,4,NA,NA,NA,NA,NA,NA,0,0,0
30,"Z30",5,5,"59",10,9,103.2076271,NA,NA,NA,NA,NA,1,0,0.2
17,"Z30",5,6,"69",10,4,NA,NA,NA,NA,NA,NA,0,0,0
52,"Z30",5,6,"69",8,4,NA,NA,NA,NA,NA,NA,0,0,0
31,"Z30",5,5,"69",10,9,69.87570621,NA,NA,NA,NA,NA,1,0,0.2
18,"Z30",5,6,"73",10,4,NA,NA,NA,NA,NA,NA,0,0,0
53,"Z30",5,6,"73",10,4,NA,NA,NA,NA,NA,NA,0,0,0
32,"Z30",5,5,"73",10,9,NA,NA,NA,NA,NA,NA,0,0,0
19,"Z30",5,6,"75",10,4,NA,NA,NA,NA,NA,NA,0,0,0
54,"Z30",5,6,"75",10,4,NA,NA,NA,NA,NA,NA,0,0,0
33,"Z30",5,5,"75",10,9,NA,NA,NA,NA,NA,NA,0,0,0
21,"Z30",5,6,"83",10,4,NA,NA,NA,NA,NA,NA,0,0,0
56,"Z30",5,6,"83",10,4,NA,NA,NA,NA,NA,NA,0,0,0
35,"Z30",5,5,"83",10,9,NA,NA,NA,NA,NA,NA,0,0,0
22,"Z30",5,6,"85",10,4,NA,NA,NA,NA,NA,NA,0,0,0
57,"Z30",5,6,"85",10,4,NA,NA,NA,NA,NA,NA,0,0,0
36,"Z30",5,5,"85",10,9,49.54943503,NA,NA,NA,NA,1,1,0.2,0.2
24,"Z30",5,6,"88",10,3,NA,NA,NA,NA,NA,NA,0,0,0
59,"Z30",5,6,"88",10,4,NA,NA,NA,NA,NA,NA,0,0,0
38,"Z30",5,5,"88",10,9,NA,NA,NA,NA,NA,NA,0,0,0
25,"Z30",5,6,"91",10,3,116.3571429,NA,NA,NA,NA,NA,1,0,0.2
60,"Z30",5,6,"91",10,4,20.46666667,NA,NA,NA,NA,1,1,0.2,0.2
39,"Z30",5,5,"91",10,9,NA,NA,NA,NA,NA,NA,0,0,0
26,"Z30",5,6,"93",10,3,NA,NA,NA,NA,NA,NA,0,0,0
1,"Z30",5,6,"93",10,7,NA,NA,NA,NA,NA,NA,0,0,0
40,"Z30",5,5,"93",10,9,53.22175141,53.38841808,NA,NA,NA,2,2,0.4,0.4
27,"Z30",5,6,"100",10,3,71.63690476,NA,NA,NA,NA,NA,1,0,0.2
2,"Z30",5,6,"100",10,7,54.9279661,NA,NA,NA,NA,1,1,0.2,0.2
41,"Z30",5,5,"100",10,9,NA,NA,NA,NA,NA,NA,0,0,0
28,"Z30",5,6,"101",10,3,NA,NA,NA,NA,NA,NA,0,0,0
3,"Z30",5,6,"101",10,7,51.68926554,NA,NA,NA,NA,1,1,0.2,0.2
42,"Z30",5,5,"101",10,9,NA,NA,NA,NA,NA,NA,0,0,0
29,"Z30",5,6,"105",10,3,NA,NA,NA,NA,NA,NA,0,0,0
4,"Z30",5,6,"105",10,7,NA,NA,NA,NA,NA,NA,0,0,0
43,"Z30",5,5,"105",10,9,56.60932203,NA,NA,NA,NA,1,1,0.2,0.2
30,"Z30",5,6,"109",10,3,61.38988095,NA,NA,NA,NA,NA,1,0,0.2
5,"Z30",5,6,"109",10,7,NA,NA,NA,NA,NA,NA,0,0,0
44,"Z30",5,5,"109",10,9,NA,NA,NA,NA,NA,NA,0,0,0
33,"Z30",5,6,"129",10,3,NA,NA,NA,NA,NA,NA,0,0,0
8,"Z30",5,6,"129",10,7,NA,NA,NA,NA,NA,NA,0,0,0
47,"Z30",5,5,"129",10,9,NA,NA,NA,NA,NA,NA,0,0,0
34,"Z30",5,6,"136",10,3,55.61607143,71.36607143,87.61607143,87.61607143,NA,1,4,0.2,0.8
9,"Z30",5,6,"136",10,7,42.09039548,67.50706215,NA,NA,NA,1,2,0.2,0.4
48,"Z30",5,5,"136",10,9,59.23305085,59.73305085,NA,NA,NA,2,2,0.4,0.4
52,"Z30",5,17,"136",10,7,54.8680791,98.65141243,NA,NA,NA,1,2,0.2,0.4
49,"Z30",5,6,"136",10,4,31.8039548,90.13728814,NA,NA,NA,1,2,0.2,0.4
50,"Z30",5,6,"136",10,4,NA,NA,NA,NA,NA,NA,0,0,0
25,"Z30",5,5,"136",10,7,NA,NA,NA,NA,NA,NA,0,0,0
17,"Z30",5,7,"136",10,3,35.47368421,57.47368421,59.97368421,NA,NA,3,3,0.6,0.6
3,"Z30",5,17,"136",10,5,39.68703704,NA,NA,NA,NA,1,1,0.2,0.2
9,"Z30",5,17,"136",10,5,50.74814815,79.74814815,NA,NA,NA,1,2,0.2,0.4
1,"Z30",5,18,"136",10,4,35,52.66666667,NA,NA,NA,2,2,0.4,0.4
6,"Z30",5,18,"136",10,4,13.76041667,NA,NA,NA,NA,1,1,0.2,0.2
1,"Z30",5,18,"136",10,6,108,NA,NA,NA,NA,NA,1,0,0.2
2,"Z30",5,19,"136",10,6,52.35185185,118.6851852,NA,NA,NA,1,2,0.2,0.4
35,"Z30",5,6,"138",10,3,NA,NA,NA,NA,NA,NA,0,0,0
10,"Z30",5,6,"138",10,7,NA,NA,NA,NA,NA,NA,0,0,0
49,"Z30",5,5,"138",10,9,NA,NA,NA,NA,NA,NA,0,0,0
36,"Z30",5,6,"142",10,3,NA,NA,NA,NA,NA,NA,0,0,0
11,"Z30",5,6,"142",10,7,NA,NA,NA,NA,NA,NA,0,0,0
50,"Z30",5,5,"142",10,9,NA,NA,NA,NA,NA,NA,0,0,0
37,"Z30",5,6,"149",10,3,NA,NA,NA,NA,NA,NA,0,0,0
12,"Z30",5,6,"149",10,7,NA,NA,NA,NA,NA,NA,0,0,0
51,"Z30",5,5,"149",10,9,NA,NA,NA,NA,NA,NA,0,0,0
38,"Z30",5,6,"153",9,3,NA,NA,NA,NA,NA,NA,0,0,0
13,"Z30",5,6,"153",10,7,39.71892655,NA,NA,NA,NA,1,1,0.2,0.2
52,"Z30",5,5,"153",10,9,63.23870056,NA,NA,NA,NA,NA,1,0,0.2
39,"Z30",5,6,"158",10,3,67.28214286,NA,NA,NA,NA,NA,1,0,0.2
14,"Z30",5,6,"158",10,7,NA,NA,NA,NA,NA,NA,0,0,0
53,"Z30",5,5,"158",10,9,NA,NA,NA,NA,NA,NA,0,0,0
41,"Z30",5,6,"161",10,3,103.2619048,NA,NA,NA,NA,NA,1,0,0.2
16,"Z30",5,6,"161",10,7,NA,NA,NA,NA,NA,NA,0,0,0
55,"Z30",5,5,"161",10,9,NA,NA,NA,NA,NA,NA,0,0,0
42,"Z30",5,6,"176",10,3,NA,NA,NA,NA,NA,NA,0,0,0
17,"Z30",5,6,"176",10,7,NA,NA,NA,NA,NA,NA,0,0,0
56,"Z30",5,5,"176",10,4,NA,NA,NA,NA,NA,NA,0,0,0
43,"Z30",5,6,"177",10,3,NA,NA,NA,NA,NA,NA,0,0,0
18,"Z30",5,6,"177",10,7,NA,NA,NA,NA,NA,NA,0,0,0
57,"Z30",5,5,"177",10,9,NA,NA,NA,NA,NA,NA,0,0,0
44,"Z30",5,6,"181",10,3,NA,NA,NA,NA,NA,NA,0,0,0
19,"Z30",5,6,"181",10,7,NA,NA,NA,NA,NA,NA,0,0,0
58,"Z30",5,5,"181",10,9,NA,NA,NA,NA,NA,NA,0,0,0
46,"Z30",5,6,"189",10,3,NA,NA,NA,NA,NA,NA,0,0,0
21,"Z30",5,6,"189",10,7,NA,NA,NA,NA,NA,NA,0,0,0
60,"Z30",5,5,"189",10,9,NA,NA,NA,NA,NA,NA,0,0,0
47,"Z30",5,6,"195",10,3,101.1011905,102.1011905,NA,NA,NA,NA,2,0,0.4
22,"Z30",5,6,"195",10,7,78.73728814,NA,NA,NA,NA,NA,1,0,0.2
1,"Z30",5,6,"195",10,6,NA,NA,NA,NA,NA,NA,0,0,0
1,"Z30",5,8,"195",10,5,NA,NA,NA,NA,NA,NA,0,0,0
9,"Z30",5,6,"208",10,4,NA,NA,NA,NA,NA,NA,0,0,0
1,"Z30",5,7,"208",10,5,NA,NA,NA,NA,NA,NA,0,0,0
1,"Z30",5,8,"208",10,5,NA,NA,NA,NA,NA,NA,0,0,0
1,"Z30",5,8,"208",10,6,NA,NA,NA,NA,NA,NA,0,0,0
19,"Z30",5,10,"208",10,5,NA,NA,NA,NA,NA,NA,0,0,0
27,"Z30",5,11,"208",10,6,NA,NA,NA,NA,NA,NA,0,0,0
23,"Z30",5,14,"208",10,8,NA,NA,NA,NA,NA,NA,0,0,0
10,"Z30",5,15,"208",10,4,NA,NA,NA,NA,NA,NA,0,0,0
26,"Z30",5,11,"208",10,7,NA,NA,NA,NA,NA,NA,0,0,0
29,"Z30",5,7,"208",10,5,NA,NA,NA,NA,NA,NA,0,0,0
49,"Z30",5,6,"217",10,3,NA,NA,NA,NA,NA,NA,0,0,0
24,"Z30",5,6,"217",10,7,NA,NA,NA,NA,NA,NA,0,0,0
3,"Z30",5,6,"217",10,6,NA,NA,NA,NA,NA,NA,0,0,0
3,"Z30",5,8,"217",9,4,NA,NA,NA,NA,NA,NA,0,0,0
50,"Z30",5,6,"223",10,3,NA,NA,NA,NA,NA,NA,0,0,0
25,"Z30",5,6,"223",10,7,NA,NA,NA,NA,NA,NA,0,0,0
4,"Z30",5,6,"223",10,6,NA,NA,NA,NA,NA,NA,0,0,0
4,"Z30",5,8,"223",10,4,NA,NA,NA,NA,NA,NA,0,0,0
51,"Z30",5,6,"227",10,3,NA,NA,NA,NA,NA,NA,0,0,0
26,"Z30",5,6,"227",10,7,58.14915254,NA,NA,NA,NA,1,1,0.2,0.2
5,"Z30",5,6,"227",10,6,NA,NA,NA,NA,NA,NA,0,0,0
5,"Z30",5,8,"227",10,4,119.1949153,NA,NA,NA,NA,NA,1,0,0.2
52,"Z30",5,6,"228",10,3,NA,NA,NA,NA,NA,NA,0,0,0
27,"Z30",5,6,"228",10,7,NA,NA,NA,NA,NA,NA,0,0,0
6,"Z30",5,6,"228",10,6,NA,NA,NA,NA,NA,NA,0,0,0
6,"Z30",5,8,"228",10,4,96.2019774,NA,NA,NA,NA,NA,1,0,0.2
53,"Z30",5,6,"229",10,3,NA,NA,NA,NA,NA,NA,0,0,0
28,"Z30",5,6,"229",10,7,NA,NA,NA,NA,NA,NA,0,0,0
7,"Z30",5,6,"229",10,6,NA,NA,NA,NA,NA,NA,0,0,0
7,"Z30",5,8,"229",10,4,106.0423729,NA,NA,NA,NA,NA,1,0,0.2
54,"Z30",5,6,"233",10,3,NA,NA,NA,NA,NA,NA,0,0,0
29,"Z30",5,6,"233",10,7,NA,NA,NA,NA,NA,NA,0,0,0
8,"Z30",5,6,"233",10,6,NA,NA,NA,NA,NA,NA,0,0,0
8,"Z30",5,8,"233",10,4,NA,NA,NA,NA,NA,NA,0,0,0
55,"Z30",5,6,"235",10,3,NA,NA,NA,NA,NA,NA,0,0,0
30,"Z30",5,6,"235",9,7,NA,NA,NA,NA,NA,NA,0,0,0
9,"Z30",5,8,"235",10,4,NA,NA,NA,NA,NA,NA,0,0,0
56,"Z30",5,6,"237",10,3,115.360119,NA,NA,NA,NA,NA,1,0,0.2
31,"Z30",5,6,"237",10,7,NA,NA,NA,NA,NA,NA,0,0,0
10,"Z30",5,8,"237",10,4,NA,NA,NA,NA,NA,NA,0,0,0
57,"Z30",5,6,"239",10,3,NA,NA,NA,NA,NA,NA,0,0,0
32,"Z30",5,6,"239",10,7,NA,NA,NA,NA,NA,NA,0,0,0
11,"Z30",5,8,"239",10,4,NA,NA,NA,NA,NA,NA,0,0,0
1,"Z30",5,6,"256",10,4,108.1666667,NA,NA,NA,NA,NA,1,0,0.2
33,"Z30",5,6,"256",10,7,16.69491525,NA,NA,NA,NA,1,1,0.2,0.2
12,"Z30",5,8,"256",10,4,NA,NA,NA,NA,NA,NA,0,0,0
3,"Z30",5,6,"280",10,4,NA,NA,NA,NA,NA,NA,0,0,0
35,"Z30",5,6,"280",10,7,NA,NA,NA,NA,NA,NA,0,0,0
14,"Z30",5,8,"280",10,4,NA,NA,NA,NA,NA,NA,0,0,0
4,"Z30",5,6,"287",10,4,NA,NA,NA,NA,NA,NA,0,0,0
36,"Z30",5,6,"287",10,7,NA,NA,NA,NA,NA,NA,0,0,0
15,"Z30",5,8,"287",10,4,NA,NA,NA,NA,NA,NA,0,0,0
2,"Z30",5,7,"301",10,5,57.09858757,NA,NA,NA,NA,1,1,0.2,0.2
1,"Z30",4,10,"301",10,5,110,112,NA,NA,NA,NA,2,0,0.5
1,"Z30",5,11,"301",10,6,98,100,NA,NA,NA,NA,2,0,0.4
1,"Z30",5,12,"301",10,6,43.33333333,114,NA,NA,NA,1,2,0.2,0.4
3,"Z30",5,14,"301",10,8,NA,NA,NA,NA,NA,NA,0,0,0
2,"Z30",5,17,"301",10,4,78.35847458,NA,NA,NA,NA,NA,1,0,0.2
1,"Z30",5,15,"301",10,4,NA,NA,NA,NA,NA,NA,0,0,0
5,"Z30",5,11,"301",9,7,44.40451977,NA,NA,NA,NA,1,1,0.2,0.2
1,"Z30",5,7,"301",10,5,NA,NA,NA,NA,NA,NA,0,0,0
1,"Z30",5,17,"301",10,8,NA,NA,NA,NA,NA,NA,0,0,0
10,"Z30",5,6,"303",10,6,NA,NA,NA,NA,NA,NA,0,0,0
3,"Z30",5,7,"303",10,6,NA,NA,NA,NA,NA,NA,0,0,0
2,"Z30",5,8,"303",10,7,76.16299435,NA,NA,NA,NA,NA,1,0,0.2
2,"Z30",5,8,"303",10,8,NA,NA,NA,NA,NA,NA,0,0,0
20,"Z30",5,10,"303",10,5,NA,NA,NA,NA,NA,NA,0,0,0
28,"Z30",5,11,"303",10,6,NA,NA,NA,NA,NA,NA,0,0,0
24,"Z30",5,14,"303",10,8,NA,NA,NA,NA,NA,NA,0,0,0
11,"Z30",5,15,"303",10,4,NA,NA,NA,NA,NA,NA,0,0,0
27,"Z30",5,11,"303",10,7,NA,NA,NA,NA,NA,NA,0,0,0
30,"Z30",5,7,"303",10,5,NA,NA,NA,NA,NA,NA,0,0,0
21,"Z30",5,10,"304",10,5,NA,NA,NA,NA,NA,NA,0,0,0
29,"Z30",5,11,"304",10,6,NA,NA,NA,NA,NA,NA,0,0,0
14,"Z30",5,12,"304",10,6,NA,NA,NA,NA,NA,NA,0,0,0
4,"Z30",5,14,"304",10,8,NA,NA,NA,NA,NA,NA,0,0,0
3,"Z30",5,17,"304",10,4,NA,NA,NA,NA,NA,NA,0,0,0
12,"Z30",5,15,"304",10,4,82.52542373,NA,NA,NA,NA,NA,1,0,0.2
28,"Z30",5,11,"304",10,7,NA,NA,NA,NA,NA,NA,0,0,0
3,"Z30",5,5,"304",10,7,NA,NA,NA,NA,NA,NA,0,0,0
11,"Z30",5,6,"306",10,4,NA,NA,NA,NA,NA,NA,0,0,0
5,"Z30",5,7,"306",10,5,NA,NA,NA,NA,NA,NA,0,0,0
4,"Z30",5,8,"306",10,7,NA,NA,NA,NA,NA,NA,0,0,0
22,"Z30",5,10,"306",10,5,NA,NA,NA,NA,NA,NA,0,0,0
15,"Z30",5,12,"306",10,6,NA,NA,NA,NA,NA,NA,0,0,0
25,"Z30",5,14,"306",10,8,NA,NA,NA,NA,NA,NA,0,0,0
2,"Z30",5,15,"306",10,4,NA,NA,NA,NA,NA,NA,0,0,0
6,"Z30",5,11,"306",10,7,NA,NA,NA,NA,NA,NA,0,0,0
5,"Z30",5,7,"306",10,5,87.42372881,NA,NA,NA,NA,NA,1,0,0.2
4,"Z30",5,5,"306",10,7,NA,NA,NA,NA,NA,NA,0,0,0
2,"Z30",5,10,"307",10,5,NA,NA,NA,NA,NA,NA,0,0,0
2,"Z30",5,11,"307",10,6,NA,NA,NA,NA,NA,NA,0,0,0
2,"Z30",5,12,"307",10,6,NA,NA,NA,NA,NA,NA,0,0,0
5,"Z30",5,14,"307",10,8,NA,NA,NA,NA,NA,NA,0,0,0
4,"Z30",5,17,"307",10,3,NA,NA,NA,NA,NA,NA,0,0,0
3,"Z30",5,15,"307",10,4,NA,NA,NA,NA,NA,NA,0,0,0
3,"Z30",5,11,"307",10,7,NA,NA,NA,NA,NA,NA,0,0,0
1,"Z30",5,7,"307",10,5,NA,NA,NA,NA,NA,NA,0,0,0
1,"Z30",5,5,"307",10,7,NA,NA,NA,NA,NA,NA,0,0,0
2,"Z30",5,7,"307",10,5,NA,NA,NA,NA,NA,NA,0,0,0
6,"Z30",5,6,"309",10,4,82.43333333,NA,NA,NA,NA,NA,1,0,0.2
38,"Z30",5,6,"309",10,7,NA,NA,NA,NA,NA,NA,0,0,0
17,"Z30",5,8,"309",10,4,NA,NA,NA,NA,NA,NA,0,0,0
7,"Z30",5,6,"310",10,4,NA,NA,NA,NA,NA,NA,0,0,0
39,"Z30",5,6,"310",10,7,NA,NA,NA,NA,NA,NA,0,0,0
18,"Z30",5,8,"310",10,4,NA,NA,NA,NA,NA,NA,0,0,0
12,"Z30",5,6,"313",10,8,NA,NA,NA,NA,NA,NA,0,0,0
6,"Z30",5,7,"313",10,5,NA,NA,NA,NA,NA,NA,0,0,0
23,"Z30",5,10,"313",10,5,NA,NA,NA,NA,NA,NA,0,0,0
3,"Z30",5,11,"313",9,6,NA,NA,NA,NA,NA,NA,0,0,0
16,"Z30",5,12,"313",9,6,NA,NA,NA,NA,NA,NA,0,0,0
26,"Z30",5,14,"313",10,8,NA,NA,NA,NA,NA,NA,0,0,0
4,"Z30",5,15,"313",10,4,60.19632768,NA,NA,NA,NA,NA,1,0,0.2
7,"Z30",5,11,"313",10,7,NA,NA,NA,NA,NA,NA,0,0,0
6,"Z30",5,7,"313",10,5,NA,NA,NA,NA,NA,NA,0,0,0
5,"Z30",5,5,"313",10,6,NA,NA,NA,NA,NA,NA,0,0,0
13,"Z30",5,6,"315",10,5,100.0870056,NA,NA,NA,NA,NA,1,0,0.2
7,"Z30",5,7,"315",10,4,NA,NA,NA,NA,NA,NA,0,0,0
5,"Z30",5,8,"315",10,7,NA,NA,NA,NA,NA,NA,0,0,0
3,"Z30",5,8,"315",10,8,NA,NA,NA,NA,NA,NA,0,0,0
24,"Z30",5,10,"315",10,5,NA,NA,NA,NA,NA,NA,0,0,0
17,"Z30",5,12,"315",10,6,NA,NA,NA,NA,NA,NA,0,0,0
27,"Z30",5,14,"315",10,9,NA,NA,NA,NA,NA,NA,0,0,0
13,"Z30",5,15,"315",10,4,NA,NA,NA,NA,NA,NA,0,0,0
29,"Z30",5,11,"315",10,7,NA,NA,NA,NA,NA,NA,0,0,0
6,"Z30",5,5,"315",10,7,57.24435028,NA,NA,NA,NA,1,1,0.2,0.2
8,"Z30",5,6,"317",10,4,NA,NA,NA,NA,NA,NA,0,0,0
40,"Z30",5,6,"317",10,4,NA,NA,NA,NA,NA,NA,0,0,0
19,"Z30",5,8,"317",10,4,NA,NA,NA,NA,NA,NA,0,0,0
9,"Z30",5,6,"318",10,4,NA,NA,NA,NA,NA,NA,0,0,0
41,"Z30",5,6,"318",10,7,NA,NA,NA,NA,NA,NA,0,0,0
20,"Z30",5,8,"318",10,4,NA,NA,NA,NA,NA,NA,0,0,0
10,"Z30",5,6,"319",10,4,NA,NA,NA,NA,NA,NA,0,0,0
42,"Z30",5,6,"319",10,7,NA,NA,NA,NA,NA,NA,0,0,0
21,"Z30",5,8,"319",10,4,31.8079096,61.8079096,NA,NA,NA,1,2,0.2,0.4
11,"Z30",5,6,"320",10,4,NA,NA,NA,NA,NA,NA,0,0,0
44,"Z30",5,6,"320",10,7,NA,NA,NA,NA,NA,NA,0,0,0
22,"Z30",5,8,"320",10,4,NA,NA,NA,NA,NA,NA,0,0,0
7,"Z30",5,12,"320",10,13,NA,NA,NA,NA,NA,0,0,0,0
7,"Z30",5,13,"320",10,5,112.2555556,NA,NA,NA,NA,1,1,0.2,0.2
12,"Z30",5,6,"321",10,4,NA,NA,NA,NA,NA,NA,0,0,0
45,"Z30",5,6,"321",10,7,NA,NA,NA,NA,NA,NA,0,0,0
23,"Z30",5,8,"321",9,4,70.48870056,112.4887006,NA,NA,NA,NA,2,0,0.4
8,"Z30",5,12,"321",10,9,NA,NA,NA,NA,NA,0,0,0,0
5,"Z30",5,13,"321",10,7,53.50925926,NA,NA,NA,NA,1,1,0.2,0.2
14,"Z30",5,6,"324",10,6,NA,NA,NA,NA,NA,NA,0,0,0
8,"Z30",5,7,"324",10,5,NA,NA,NA,NA,NA,NA,0,0,0
6,"Z30",5,8,"324",10,5,43.81497175,55.31497175,69.31497175,119.1816384,NA,2,4,0.4,0.8
4,"Z30",5,8,"324",10,6,30.51186441,NA,NA,NA,NA,1,1,0.2,0.2
25,"Z30",5,10,"324",10,5,88.99322034,NA,NA,NA,NA,NA,1,0,0.2
18,"Z30",5,12,"324",10,6,NA,NA,NA,NA,NA,NA,0,0,0
28,"Z30",5,14,"324",10,8,NA,NA,NA,NA,NA,NA,0,0,0
14,"Z30",5,15,"324",10,4,NA,NA,NA,NA,NA,NA,0,0,0
30,"Z30",5,11,"324",10,7,NA,NA,NA,NA,NA,NA,0,0,0
7,"Z30",5,5,"324",10,7,NA,NA,NA,NA,NA,NA,0,0,0
15,"Z30",5,6,"325",10,4,NA,NA,NA,NA,NA,NA,0,0,0
48,"Z30",5,6,"325",10,7,NA,NA,NA,NA,NA,NA,0,0,0
26,"Z30",5,8,"325",10,4,NA,NA,NA,NA,NA,NA,0,0,0
6,"Z30",5,17,"332",10,7,NA,NA,NA,NA,NA,NA,0,0,0
3,"Z30",5,18,"332",10,8,95.5375,NA,NA,NA,NA,NA,1,0,0.2
4,"Z30",5,18,"332",10,6,NA,NA,NA,NA,NA,NA,0,0,0
15,"Z30",5,6,"335",10,8,NA,NA,NA,NA,NA,NA,0,0,0
9,"Z30",5,7,"335",10,5,NA,NA,NA,NA,NA,NA,0,0,0
7,"Z30",5,8,"335",10,5,NA,NA,NA,NA,NA,NA,0,0,0
5,"Z30",5,8,"335",10,6,NA,NA,NA,NA,NA,NA,0,0,0
26,"Z30",5,10,"335",10,5,NA,NA,NA,NA,NA,NA,0,0,0
19,"Z30",5,12,"335",10,6,NA,NA,NA,NA,NA,NA,0,0,0
29,"Z30",5,14,"335",10,8,NA,NA,NA,NA,NA,NA,0,0,0
15,"Z30",5,15,"335",10,4,NA,NA,NA,NA,NA,NA,0,0,0
7,"Z30",5,7,"335",10,5,NA,NA,NA,NA,NA,NA,0,0,0
8,"Z30",5,5,"335",10,7,NA,NA,NA,NA,NA,NA,0,0,0
6,"Z30",5,13,"335",10,4,NA,NA,NA,NA,NA,0,0,0,0
5,"Z30",5,12,"335",10,6,NA,NA,NA,NA,NA,0,0,0,0
1,"Z30",5,13,"335",10,5,NA,NA,NA,NA,NA,0,0,0,0
9,"Z30",5,13,"335",10,5,78.78518519,NA,NA,NA,NA,0,1,0,0.2
16,"Z30",5,9,"335",10,11,74.84770115,NA,NA,NA,NA,0,1,0,0.2
29,"Z30",5,9,"335",10,11,NA,NA,NA,NA,NA,0,0,0,0
17,"Z30",5,7,"335",10,7,NA,NA,NA,NA,NA,0,0,0,0
29,"Z30",5,7,"335",10,7,NA,NA,NA,NA,NA,0,0,0,0
15,"Z30",5,7,"335",10,9,NA,NA,NA,NA,NA,0,0,0,0
24,"Z30",5,7,"335",10,9,NA,NA,NA,NA,NA,0,0,0,0
