Gene_Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PDE4C,906.3538841708415,4.775771699978853,0.6402028877914049,7.459778440635411,8.666809230255588e-14,1.2029668779995235e-11
TBCE,648.2147672032405,-0.40109210528852124,0.27631293387928635,-1.4515864301297874,0.146616634135727,0.4430928485225038
PCED1A,627.1961670581537,-0.43203082635308004,0.2993351442721514,-1.4433013784718962,0.1489355916498296,0.4470112514782684
DCAF13,627.8759667420538,0.049251070040976556,0.6663934761064519,0.07390689105892301,0.9410844725755566,0.9862520750994045
SLC4A7,617.0610143837077,1.9584887939535711,0.868057344213296,2.2561744417110057,0.0240597085265443,0.14594635278416088
TRPM2,550.1365628712595,-1.184497130926642,0.9942436757555008,-1.191354956345659,0.23351426792836538,0.5710472726492756
GALNT15,633.3185871988853,-0.9972020065102137,1.157345942590516,-0.8616282909137366,0.3888920976811302,0.726405414540776
SIGMAR1,622.542715243309,-0.9205011163673956,0.4696086152702068,-1.9601452921338571,0.049978810695264136,0.2370063503930245
C7H19orf66,595.6979609708417,-0.4218320716533753,0.623143332197235,-0.6769422857594801,0.4984425733810704,0.8052898074698882
DTX3,635.914312833627,0.6410886346783871,0.4969421674390233,1.290066886419034,0.1970274358360981,0.5218873040727231
ABHD5,632.2700072206289,-1.547768761193128,0.6059912666149484,-2.5541106719885986,0.010645941242135389,0.08478454753356367
TUB,659.2672817153804,0.3873632400247685,0.34908489390657116,1.1096534017551678,0.2671484100577965,0.6063375055294482
TARBP2,662.4811586752259,-0.08735727894773494,0.48391798194415514,-0.18052083660287727,0.8567436978545202,0.9646295327224429
IBA57,651.1589371850749,-0.621688715949052,0.5846449678726452,-1.0633610996622416,0.28761822666323733,0.630898678805137
FBXO34,651.7961526752421,0.3551879725767877,0.4415341633040526,0.8044405214737493,0.42114260683524907,0.7530103640548412
TSPAN6,619.513783424719,-0.35334689913490913,0.5583085804014869,-0.6328881760706827,0.5268066696841408,0.8238685367169756
MOSPD3,638.8999753550357,-0.6257077888774337,0.34948213094593633,-1.7903856405586256,0.07339193713144489,0.30003543443007
FBXO32,913.3668421080805,7.260884977645233,0.8718371715864529,8.328258090249632,8.204050690028033e-17,1.4791818816278378e-14
POLR2G,649.6037037188014,-0.13588053814573273,0.4243859994038993,-0.32018148180334205,0.7488307602619788,0.9305693992201904
CREB3L1,637.9171314493699,-0.22109150101266334,0.6455360238640487,-0.34249289402821254,0.7319799907614695,0.9255728478365512
MECR,651.902276949289,-0.419343685639333,0.5151720315138957,-0.8139876778773113,0.4156520100248369,0.7484410946666049
