Host.Species,Lake,Year,Julian.Day,Julian,Date,Total,Uninfected.Adult,Uninfected.Juv,Uninfected.Males,Uninfected.Ephip,pasteuria.inf,metsch.inf,spiro.inf,brood.inf,larssonia.inf,spider.inf,gurleya.inf,caullerya.inf,micG.inf,coke.inf,pasteuria.prev,pasteuria.inf.density,metsch.prev,metsch.inf.density,spiro.prev,spiro.inf.density,brood.prev,brood.inf.density,larssonia.prev,spider.prev,gurleya.prev,caullerya.prev,micG.prev,micG.inf.density,coke.prev,Host.Density,Total.Density,Dentifera.density,Pulicaria.density,Retrocurva.density,Ceriodaphnia.density,Dubia.density,Parvula.density,Ambigua.density,Mendotae.density
dentifera,Walsh,2021,2021235,235,8/23/21,580,132,218,0,0,2,0,0,2,0,0,0,0,179,65,0.003448276,543.5244828,0,0,0,0,0.003448276,543.5244828,0,0,0,0,0.30862069,48645.44121,0.112068966,157622.1,161073.5,157622.1,0,108.7,543.5,0,2799.2,0,0
dentifera,Walsh,2021,2021250,250,9/7/21,335,64,137,0,0,5,0,1,0,0,0,0,0,125,6,0.014925373,1019.108955,0,0,0.002985075,203.821791,0,0,0,0,0,0,0.373134328,25477.72388,0.017910448,68280.3,79620.2,68280.3,0,0,3298.2,0,8041.7,0,0
dentifera,Walsh,2021,2021263,263,9/20/21,295,27,72,0,0,1,3,0,0,0,0,0,0,114,123,0.003389831,339.7027119,0.010169492,1019.108136,0,0,0,0,0,0,0,0,0.386440678,38726.10915,0.416949153,100212.3,113290.8,100212.3,0,84.9,424.6,0,12569,0,0
dentifera,Walsh,2021,2021277,277,10/4/21,358,44,155,20,0,3,12,0,1,0,8,0,0,28,107,0.008379888,203.8215084,0.033519553,815.2860335,0,0,0.002793296,67.94050279,0,0.022346369,0,0,0.078212291,1902.334078,0.298882682,24322.7,31569.7,24322.7,0,181.2,543.5,0,6522.3,0,0
dentifera,Walsh,2021,2021291,291,10/18/21,1026,44,433,140,0,4,36,5,0,0,10,0,0,81,352,0.003898635,362.3497076,0.035087719,3261.147368,0.004873294,452.9371345,0,0,0,0.009746589,0,0,0.078947368,7337.581579,0.343079922,92942.7,102898.3,92942.7,0,90.6,4810.2,0,5054.8,0,0
dentifera,Walsh,2021,2021305,305,11/1/21,224,19,88,40,6,0,14,0,0,0,0,0,0,2,60,0,0,0.0625,2717.625,0,0,0,0,0,0,0,0,0.008928571,388.2321429,0.267857143,43482,58465.2,43482,0,52.6,916.4,0,14014.2,0,0
dentifera,Walsh,2021,2021316,316,11/12/21,416,73,165,47,8,0,1,0,0,0,0,0,0,0,122,0,0,0.002403846,203.8216346,0,0,0,0,0,0,0,0,0,0,0.293269231,84789.8,89654.3,84789.8,0,81.5,679.4,0,4103.6,0,0
parvula,Walsh,2021,2021165,165,6/14/21,526,434,81,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0.007604563,475.5840304,0,0,0,0,0.013307985,832.2720532,0,62539.3,112713.4,50055.2,0,0,118.9,0,62539.3,0,0
parvula,Walsh,2021,2021179,179,6/28/21,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543.5,94029.7,92399.2,0,0,1087,0,543.5,0,0
parvula,Walsh,2021,2021193,193,7/12/21,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305.7,43719.7,19796.2,0,0,23617.8,0,305.7,0,0
parvula,Walsh,2021,2021207,207,7/26/21,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1585.3,76569.1,73081.4,0,951.2,951.2,0,1585.3,0,0
parvula,Walsh,2021,2021221,221,8/9/21,25,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679.4,84231.3,82981.2,0,0,570.7,0,679.4,0,0
parvula,Walsh,2021,2021235,235,8/23/21,103,52,37,0,0,0,0,0,2,0,0,1,0,1,10,0,0,0,0,0,0,0.019417476,54.35339806,0,0,0.009708738,0,0.009708738,27.17669903,0.097087379,2799.2,161073.5,157622.1,0,108.7,543.5,0,2799.2,0,0
parvula,Walsh,2021,2021250,250,9/7/21,217,134,72,0,0,1,0,0,3,0,0,0,0,0,7,0.004608295,37.05852535,0,0,0,0,0.013824885,111.175576,0,0,0,0,0,0,0.032258065,8041.7,79620.2,68280.3,0,0,3298.2,0,8041.7,0,0
parvula,Walsh,2021,2021263,263,9/20/21,222,93,101,0,0,0,1,0,2,0,0,0,0,0,25,0,0,0.004504505,56.61711712,0,0,0.009009009,113.2342342,0,0,0,0,0,0,0.112612613,12569,113290.8,100212.3,0,84.9,424.6,0,12569,0,0
parvula,Walsh,2021,2021277,277,10/4/21,240,134,100,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008333333,6522.3,31569.7,24322.7,0,181.2,543.5,0,6522.3,0,0
parvula,Walsh,2021,2021291,291,10/18/21,186,59,111,4,0,0,4,0,0,0,1,0,0,0,8,0,0,0.021505376,108.7053763,0,0,0,0,0,0.005376344,0,0,0,0,0.043010753,5054.8,102898.3,92942.7,0,90.6,4810.2,0,5054.8,0,0
parvula,Walsh,2021,2021305,305,11/1/21,249,71,154,5,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076305221,14014.2,58465.2,43482,0,52.6,916.4,0,14014.2,0,0
parvula,Walsh,2021,2021316,316,11/12/21,151,23,89,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258278146,4103.6,89654.3,84789.8,0,81.5,679.4,0,4103.6,0,0
retrocurva,Walsh,2021,2021207,207,7/26/21,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,951.2,76569.1,73081.4,0,951.2,951.2,0,1585.3,0,0
retrocurva,Walsh,2021,2021235,235,8/23/21,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.7,161073.5,157622.1,0,108.7,543.5,0,2799.2,0,0
retrocurva,Walsh,2021,2021263,263,9/20/21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.9,113290.8,100212.3,0,84.9,424.6,0,12569,0,0
retrocurva,Walsh,2021,2021277,277,10/4/21,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.2,31569.7,24322.7,0,181.2,543.5,0,6522.3,0,0
retrocurva,Walsh,2021,2021291,291,10/18/21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.6,102898.3,92942.7,0,90.6,4810.2,0,5054.8,0,0
retrocurva,Walsh,2021,2021305,305,11/1/21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.6,58465.2,43482,0,52.6,916.4,0,14014.2,0,0
retrocurva,Walsh,2021,2021316,316,11/12/21,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.5,89654.3,84789.8,0,81.5,679.4,0,4103.6,0,0
parvula,Cedar,2021,2021158,158,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,42677.5,32646.8,6631,1929.5,111.4,1358.8,0,0,0
ambigua,Cedar,2021,2021158,158,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,42677.5,32646.8,6631,1929.5,111.4,1358.8,0,0,0
mendotae,Cedar,2021,2021158,158,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,42677.5,32646.8,6631,1929.5,111.4,1358.8,0,0,0
pulicaria,CrookedW,2021,2021158,158,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,86496.8,49698.5,0,12305.7,356.7,24135.9,0,0,0
parvula,CrookedW,2021,2021158,158,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,86496.8,49698.5,0,12305.7,356.7,24135.9,0,0,0
ambigua,CrookedW,2021,2021158,158,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,86496.8,49698.5,0,12305.7,356.7,24135.9,0,0,0
mendotae,CrookedW,2021,2021158,158,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,86496.8,49698.5,0,12305.7,356.7,24135.9,0,0,0
pulicaria,LittleAppleton,2021,2021160,160,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,94029.7,27991.5,0,0,24730.4,0,31524.4,9783.4,0
retrocurva,LittleAppleton,2021,2021160,160,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,94029.7,27991.5,0,0,24730.4,0,31524.4,9783.4,0
dubia,LittleAppleton,2021,2021160,160,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,94029.7,27991.5,0,0,24730.4,0,31524.4,9783.4,0
mendotae,LittleAppleton,2021,2021160,160,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,94029.7,27991.5,0,0,24730.4,0,31524.4,9783.4,0
parvula,Bishop,2021,2021160,160,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,196416.2,140138.7,33766.5,6341.1,317.1,4914.4,0,0,10938.4
ambigua,Bishop,2021,2021160,160,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,196416.2,140138.7,33766.5,6341.1,317.1,4914.4,0,0,10938.4
pulicaria,Walsh,2021,2021165,165,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,112713.4,50055.2,0,0,118.9,0,62539.3,0,0
retrocurva,Walsh,2021,2021165,165,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,112713.4,50055.2,0,0,118.9,0,62539.3,0,0
dubia,Walsh,2021,2021165,165,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,112713.4,50055.2,0,0,118.9,0,62539.3,0,0
ambigua,Walsh,2021,2021165,165,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,112713.4,50055.2,0,0,118.9,0,62539.3,0,0
mendotae,Walsh,2021,2021165,165,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,112713.4,50055.2,0,0,118.9,0,62539.3,0,0
pulicaria,Mill,2021,2021165,165,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,106966.8,62182.6,0,20767.2,20291.6,237.8,0,3487.6,0
parvula,Mill,2021,2021165,165,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,106966.8,62182.6,0,20767.2,20291.6,237.8,0,3487.6,0
mendotae,Mill,2021,2021165,165,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,106966.8,62182.6,0,20767.2,20291.6,237.8,0,3487.6,0
ambigua,CrookedW,2021,2021172,172,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37413.5,19738.5,679.4,2880.7,2608.9,11098.4,407.6,0,0
mendotae,CrookedW,2021,2021172,172,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37413.5,19738.5,679.4,2880.7,2608.9,11098.4,407.6,0,0
ceriodaphnia,Cedar,2021,2021172,172,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,71377.2,48034,12246.3,264.2,0,10832.7,0,0,0
parvula,Cedar,2021,2021172,172,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,71377.2,48034,12246.3,264.2,0,10832.7,0,0,0
ambigua,Cedar,2021,2021172,172,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,71377.2,48034,12246.3,264.2,0,10832.7,0,0,0
mendotae,Cedar,2021,2021172,172,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,71377.2,48034,12246.3,264.2,0,10832.7,0,0,0
pulicaria,LittleAppleton,2021,2021174,174,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,128407.6,73874,0,0,34717.6,0,17834.4,1981.6,0
retrocurva,LittleAppleton,2021,2021174,174,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,128407.6,73874,0,0,34717.6,0,17834.4,1981.6,0
dubia,LittleAppleton,2021,2021174,174,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,128407.6,73874,0,0,34717.6,0,17834.4,1981.6,0
mendotae,LittleAppleton,2021,2021174,174,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,128407.6,73874,0,0,34717.6,0,17834.4,1981.6,0
ambigua,Bishop,2021,2021174,174,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,81284.1,69299.4,3614.4,2554.6,271.8,4293.8,543.5,0,706.6
pulicaria,Walsh,2021,2021179,179,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,94029.7,92399.2,0,0,1087,0,543.5,0,0
retrocurva,Walsh,2021,2021179,179,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,94029.7,92399.2,0,0,1087,0,543.5,0,0
dubia,Walsh,2021,2021179,179,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,94029.7,92399.2,0,0,1087,0,543.5,0,0
ambigua,Walsh,2021,2021179,179,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,94029.7,92399.2,0,0,1087,0,543.5,0,0
mendotae,Walsh,2021,2021179,179,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,94029.7,92399.2,0,0,1087,0,543.5,0,0
pulicaria,Mill,2021,2021179,179,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37095.6,33528.7,0,2853.5,713.4,0,0,0,0
dubia,Mill,2021,2021179,179,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37095.6,33528.7,0,2853.5,713.4,0,0,0,0
parvula,Mill,2021,2021179,179,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37095.6,33528.7,0,2853.5,713.4,0,0,0,0
ambigua,Mill,2021,2021179,179,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37095.6,33528.7,0,2853.5,713.4,0,0,0,0
mendotae,Mill,2021,2021179,179,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37095.6,33528.7,0,2853.5,713.4,0,0,0,0
pulicaria,CrookedW,2021,2021187,187,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,52767.2,31388.5,0,3940.6,0,17438.1,0,0,0
ceriodaphnia,CrookedW,2021,2021187,187,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,52767.2,31388.5,0,3940.6,0,17438.1,0,0,0
parvula,CrookedW,2021,2021187,187,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,52767.2,31388.5,0,3940.6,0,17438.1,0,0,0
ambigua,CrookedW,2021,2021187,187,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,52767.2,31388.5,0,3940.6,0,17438.1,0,0,0
mendotae,CrookedW,2021,2021187,187,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,52767.2,31388.5,0,3940.6,0,17438.1,0,0,0
ceriodaphnia,Cedar,2021,2021187,187,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,546242.1,426666.7,34785.6,5978.8,0,78811,0,0,0
parvula,Cedar,2021,2021187,187,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,546242.1,426666.7,34785.6,5978.8,0,78811,0,0,0
ambigua,Cedar,2021,2021187,187,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,546242.1,426666.7,34785.6,5978.8,0,78811,0,0,0
mendotae,Cedar,2021,2021187,187,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,546242.1,426666.7,34785.6,5978.8,0,78811,0,0,0
pulicaria,LittleAppleton,2021,2021188,188,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,145390,129517.3,0,0,14445.9,0,1426.8,0,0
retrocurva,LittleAppleton,2021,2021188,188,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,145390,129517.3,0,0,14445.9,0,1426.8,0,0
dubia,LittleAppleton,2021,2021188,188,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,145390,129517.3,0,0,14445.9,0,1426.8,0,0
ambigua,LittleAppleton,2021,2021188,188,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,145390,129517.3,0,0,14445.9,0,1426.8,0,0
mendotae,LittleAppleton,2021,2021188,188,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,145390,129517.3,0,0,14445.9,0,1426.8,0,0
parvula,Bishop,2021,2021188,188,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,74536.5,51006.4,407.6,19999,39,2636.1,0,448.4,0
mendotae,Bishop,2021,2021188,188,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,74536.5,51006.4,407.6,19999,39,2636.1,0,448.4,0
dubia,Mill,2021,2021193,193,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23228.1,3397,54.4,1467.5,12959.7,0,5299.4,50.1,0
mendotae,Mill,2021,2021193,193,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23228.1,3397,54.4,1467.5,12959.7,0,5299.4,50.1,0
pulicaria,Walsh,2021,2021193,193,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,43719.7,19796.2,0,0,23617.8,0,305.7,0,0
retrocurva,Walsh,2021,2021193,193,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,43719.7,19796.2,0,0,23617.8,0,305.7,0,0
dubia,Walsh,2021,2021193,193,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,43719.7,19796.2,0,0,23617.8,0,305.7,0,0
ambigua,Walsh,2021,2021193,193,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,43719.7,19796.2,0,0,23617.8,0,305.7,0,0
mendotae,Walsh,2021,2021193,193,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,43719.7,19796.2,0,0,23617.8,0,305.7,0,0
dubia,LittleAppleton,2021,2021202,202,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161426.8,157758,1222.9,611.5,1834.4,0,0,0,0
parvula,LittleAppleton,2021,2021202,202,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161426.8,157758,1222.9,611.5,1834.4,0,0,0,0
ambigua,LittleAppleton,2021,2021202,202,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161426.8,157758,1222.9,611.5,1834.4,0,0,0,0
mendotae,LittleAppleton,2021,2021202,202,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161426.8,157758,1222.9,611.5,1834.4,0,0,0,0
