FishID;Lake;Treat;Year;TL;SL;BD;BT;adW;hW;sW;bW;gW;lW;pW;bcPW;fW;Organ;oW;Cau;Ana;Pel;Pec;Dor;Bod;lP;bcP;Enzyme;Replicat_1;Replicat_2;Backg1;Backg2;Light_path;Ext_coef;Vol_tot;Vol_sample;adil;idil;Prot_1;Prot_2;aDil_prot;pente;ordonnee
1;Triton;Ctrl;2023;96,96;81,61;37,4;15,81;20,93707;29,57;18,35;56,46;152,66;191,7;0;0;20,93707;Liver;191,7;0;0;0;0;0;0;0;0;CS;0,0246;0,0230;0,0093;0,0096;0,632;14,15;200;10;2;20;0,356;0,388;25;0,7151;0,1052
2;Triton;Ctrl;2023;94,4;76,17;40,43;15,64;19,23361;51,06;27,14;83,42;170,25;650,36;0;0;19,23361;Liver;650,36;0;0;0;0;0;0;0;0;CS;0,0281;0,0288;0,0082;0,0096;0,632;14,15;200;10;2;20;0,363;0,366;25;0,7151;0,1052
3;Triton;Ctrl;2023;98,87;84,84;39,24;15,08;21,26829;27,59;13,43;62,68;202,76;193,6;0;0;21,26829;Liver;193,6;0;0;0;0;0;0;0;0;CS;0,0260;0,0253;0,0084;0,0082;0,632;14,15;200;10;2;20;0,395;0,393;25;0,7151;0,1052
4;Triton;Ctrl;2023;92,51;76,6;37,35;14,43;17,15473;46,94;8,19;75,33;131,32;448,32;0;0;17,15473;Liver;448,32;0;0;0;0;0;0;0;0;CS;0,0312;0,0309;0,0074;0,0081;0,632;14,15;200;10;2;20;0,320;0,400;25;0,7151;0,1052
5;Triton;Ctrl;2023;91,16;76,85;36,57;14,43;17,27514;23,97;9,58;63,63;117,34;225,13;0;0;17,27514;Liver;225,13;0;0;0;0;0;0;0;0;CS;0,0265;0,0281;0,0074;0,0077;0,632;14,15;200;10;2;20;0,298;0,343;25;0,9262;0,1188
6;Triton;Ctrl;2023;100,03;81,7;39,06;17,07;21,7333;42,72;10,24;47,57;166,17;356,6;0;0;21,7333;Liver;356,6;0;0;0;0;0;0;0;0;CS;0,0241;0,0226;0,0006;0,0048;0,632;14,15;200;10;2;20;0,328;0,365;25;0,7151;0,1052
7;Triton;Ctrl;2023;91,16;78,63;36,77;13,23;16,29342;24,61;10,27;52,87;142,34;169,41;0;0;16,29342;Liver;169,41;0;0;0;0;0;0;0;0;CS;0,0250;0,0254;0,0072;0,0083;0,632;14,15;200;10;2;20;0,365;0,444;25;0,7151;0,1052
8;Triton;Ctrl;2023;111,03;95,67;43,45;18,36;32,47914;53,31;7,41;97,67;219,98;601,05;0;0;32,47914;Liver;601,05;0;0;0;0;0;0;0;0;CS;0,0271;0,0265;0,0099;0,0078;0,632;14,15;200;10;2;20;0,376;0,446;25;0,7151;0,1052
9;Triton;Ctrl;2023;93,96;76,9;36,74;14,77;17,99933;20,23;8,54;34,77;153,02;402,24;0;0;17,99933;Liver;402,24;0;0;0;0;0;0;0;0;CS;0,0290;0,0295;0,0087;0,0089;0,632;14,15;200;10;2;20;0,372;0,460;25;0,7151;0,1052
10;Triton;Ctrl;2023;74,32;60,7;30,16;12,76;10,30351;26,1;22,45;27,81;71,24;339,07;0;0;10,30351;Liver;339,07;0;0;0;0;0;0;0;0;CS;0,0265;0,0272;0,0086;0,0087;0,632;14,15;200;10;2;20;0,394;0,419;25;0,7151;0,1052
1;Cromwell;Cleaned;2023;93,17;73,94;35,72;13,09;15,23319;18,86;21,74;53,86;139,14;270,53;17,64;15,96;15,21555;Liver;270,53;25;15;9;25;18;60;15;16;CS;0,0311;0,0314;0,0102;0,0097;0,632;14,15;200;10;2;20;0,465;0,528;25;0,7151;0,1052
2;Cromwell;Cleaned;2023;92,59;75,7;35,57;15,8;16,0999;16,8;17,59;117,14;67,66;167,7;12,17;2,19;16,08773;Liver;167,7;13;5;1;7;11;33;11;5;CS;0,0259;0,0271;0,0081;0,0069;0,632;14,15;200;10;2;20;0,400;0,436;25;0,7151;0,1052
3;Cromwell;Cleaned;2023;131,95;108,59;51,27;19,89;44,06982;84,14;35,07;117,62;377,44;494,89;38,33;17,46;44,03149;Liver;494,89;2;1;4;8;0;31;15;11;CS;0,0233;0,0239;0,0075;0,0062;0,632;14,15;200;10;2;20;0,369;0,426;25;0,7151;0,1052
4;Cromwell;Cleaned;2023;78,66;62,84;12,68;27,93;9,4727;8,82;13,02;45,1;54,68;203,35;22,41;5,66;9,45029;Liver;203,35;11;6;4;9;21;41;22;3;CS;0,0243;0,0285;0,0084;0,0087;0,632;14,15;200;10;2;20;0,380;0,446;25;0,7151;0,1052
5;Cromwell;Cleaned;2023;114,77;89,71;44,16;18,23;32,56342;32,61;39,2;93,06;301,17;356,42;21,65;1,99;32,54177;Liver;356,42;5;2;2;18;5;26;11;6;CS;0,0250;0,0252;0,0072;0,0075;0,632;14,15;200;10;2;20;0,407;0,384;25;0,7151;0,1052
6;Cromwell;Cleaned;2023;91,65;76,52;33,59;12,81;14,69085;31,93;22,46;48,1;83,49;225,63;31,54;18,53;14,65931;Liver;225,63;20;4;4;21;17;34;26;10;CS;0,0268;0,0269;0,0069;0,0062;0,632;14,15;200;10;2;20;0,389;0,407;25;0,7151;0,1052
7;Cromwell;Cleaned;2023;83,79;67,33;30,75;12,11;11,31253;19,15;17,08;49,11;75,44;192,37;22,79;26,68;11,28974;Liver;192,37;24;6;5;12;11;29;15;13;CS;0,0256;0,0271;0,0074;0,0074;0,632;14,15;200;10;2;20;0,410;0,411;25;0,7151;0,1052
8;Cromwell;Uninfected;2023;80,8;64,71;29,18;10,71;9,90854;11,76;32,6;90,2;71,58;41,9;0;0,9;9,90854;Liver;41,9;10;0;4;3;4;33;0;1;CS;0,0281;0,0281;0,0099;0,0084;0,632;14,15;200;10;2;20;0,465;0,513;25;0,7151;0,1052
9;Cromwell;Cleaned;2023;103,36;84,65;42,11;15,27;23,72529;55,15;41,27;63,64;195,84;241,78;12,06;12,07;23,71323;Liver;241,78;0;3;4;1;2;56;6;2;CS;0,0236;0,0242;0,0114;0,0092;0,632;14,15;200;10;2;20;0,448;0,471;25;0,7151;0,1052
10;Cromwell;Cleaned;2023;104,85;86,09;40,8;15,13;24,2627;45,28;30,91;60,96;195,84;233,54;17,22;8,81;24,24548;Liver;233,54;104;19;11;54;35;105;9;1;CS;0,0216;0,0215;0,0073;0,0068;0,632;14,15;200;10;2;20;0,453;0,461;25;0,7151;0,1052
11;Cromwell;Cleaned;2023;72,44;60,15;26,58;11,07;7,48916;15,79;21,37;48,44;53,85;146,05;12,01;6,52;7,47715;Liver;146,05;11;4;1;0;11;13;4;7;CS;0,0265;0,0268;0,0054;0,0070;0,632;14,15;200;10;2;20;0,331;0,392;25;0,9262;0,1188
12;Cromwell;Uninfected;2023;82,63;68,25;29,57;10,32;9,65738;13,1;19,09;31,4;64,29;87,08;0;2,14;9,65738;Liver;87,08;4;1;1;2;0;15;0;0;CS;0,0253;0,0254;0,0081;0,0073;0,632;14,15;200;10;2;20;0,421;0,483;25;0,7151;0,1052
13;Cromwell;Cleaned;2023;113,04;92,39;44,31;18,9;31,69761;33,86;19;70,57;218,43;465,22;11,83;3,19;31,68578;Liver;465,22;5;2;2;4;1;17;4;2;CS;0,0270;0,0274;0,0071;0,0064;0,632;14,15;200;10;2;20;0,409;0,446;25;0,7151;0,1052
14;Cromwell;Cleaned;2023;81;65,9;31,54;12,08;11,13504;14,89;27,69;32,67;79,45;94,86;14,28;1,42;11,12076;Liver;94,86;5;0;6;0;5;18;4;3;CS;0,0287;0,0288;0,0087;0,0057;0,632;14,15;200;10;2;20;0,465;0,454;25;0,7151;0,1052
15;Cromwell;Cleaned;2023;101,39;83,18;41,13;15,71;22,25158;18,43;46,1;66,02;183,46;482,68;32,33;29,99;22,21925;Liver;482,68;15;3;3;19;2;74;31;12;CS;0,0318;0,0322;0,0109;0,0109;0,632;14,15;200;10;2;20;0,754;0,852;25;0,7151;0,1052
16;Cromwell;Repopulated;2023;80,82;65,05;29,04;11,64;9,69705;11,52;14,65;52,4;77,42;101,4;6,24;3,87;9,69081;Liver;107,64;0;0;0;1;1;7;3;4;CS;0,0241;0,0261;0,0075;0,0063;0,632;14,15;200;10;2;20;0,480;0,528;25;0,7151;0,1052
17;Cromwell;Uninfected;2023;75,58;57,8;27,38;10,2;7,64952;10,79;15,65;38,04;53,45;59,36;0;0;7,64952;Liver;59,36;0;0;0;0;0;0;0;0;CS;0,0249;0,0253;0,0092;0,0058;0,632;14,15;200;10;2;20;0,487;0,554;25;0,7151;0,1052
18;Cromwell;Repopulated;2023;102,87;82,82;41;16,2;22,63112;30,75;41,33;75,38;202,69;253,8;23,08;4,44;22,60804;Liver;253,8;2;0;0;6;0;12;16;4;CS;0,0231;0,0249;0,0062;0,0077;0,632;14,15;200;10;2;20;0,350;0,446;25;0,9262;0,1188
19;Cromwell;Uninfected;2023;79,29;64,43;29,68;12,29;10,86601;12,35;12,67;45,08;90,31;96,87;0;0;10,86601;Liver;96,87;1;3;0;2;1;6;0;0;CS;0,0246;0,0226;0,0074;0,0067;0,632;14,15;200;10;2;20;0,436;0,490;25;0,7151;0,1052
20;Cromwell;Repopulated;2023;76,73;64,1;27,27;11,6;8,67141;20,22;18,7;28,83;61,85;213,34;32,09;19,44;8,63932;Liver;245,43;5;3;0;10;4;8;36;18;CS;0,0250;0,0254;0,0096;0,0067;0,632;14,15;200;10;2;20;0,411;0,405;25;0,9262;0,1188
21;Cromwell;Repopulated;2023;81;66,83;30,82;12,29;11,58515;11,4;19,63;37,27;72,8;133,94;16,15;8,57;11,569;Liver;133,94;21;5;8;29;28;26;8;4;CS;0,0230;0,0229;0,0118;0,0074;0,632;14,15;200;10;2;20;0,497;0,508;25;0,7151;0,1052
22;Cromwell;Repopulated;2023;89,7;74,74;32,91;13,43;14,71944;23,64;34,78;54,74;109,16;299,49;23,43;28,41;14,69601;Liver;299,49;27;3;8;26;25;34;15;17;CS;0,0253;0,0266;0,0111;0,0099;0,632;14,15;200;10;2;20;0,447;0,575;25;0,7151;0,1052
23;Cromwell;Repopulated;2023;102,16;83,65;38,17;14,37;19,00138;35,49;26,24;63,7;157,85;300,41;9,44;7,78;18,99194;Liver;309,85;21;23;19;30;26;20;5;6;CS;0,0274;0,0303;0,0100;0,0095;0,632;14,15;200;10;2;20;0,416;0,525;25;0,9262;0,1188
24;Cromwell;Repopulated;2023;93,22;77,89;35,82;14,17;16,5847;20,13;20,12;58,69;119,76;288,7;10,21;1,2;16,57449;Liver;298,91;23;14;4;17;13;35;3;1;CS;0,0237;0,0249;0,0098;0,0074;0,632;14,15;200;10;2;20;0,454;0,545;25;0,7151;0,1052
25;Cromwell;Repopulated;2023;86,56;68,41;29,55;11,44;11,46771;15,66;13,34;82,2;82,74;125,29;20,83;6,45;11,44688;Liver;146,12;53;15;18;29;26;29;21;6;CS;0,0246;0,0265;0,0062;0,0070;0,632;14,15;200;10;2;20;0,499;0,500;25;0,7151;0,1052
26;Cromwell;Repopulated;2023;113,89;92,6;44,86;16,25;29,17297;37,64;48,01;209,47;73,16;321,35;51,05;19,34;29,12192;Liver;321,35;52;20;19;34;40;71;32;7;CS;0,0250;0,0258;0,0078;0,0064;0,632;14,15;200;10;2;20;0,510;0,462;25;0,7151;0,1052
27;Cromwell;Repopulated;2023;100,51;82,59;38,45;15,63;19,49763;25,05;14,15;79,8;149,53;510,29;35,65;51,16;19,46198;Liver;545,94;5;7;12;5;15;17;18;27;CS;0,0291;0,0311;0,1110;0,0072;0,632;14,15;200;10;2;20;0,549;0,648;25;0,7151;0,1052
28;Cromwell;Repopulated;2023;87,06;72,58;33,14;14,68;14,11431;20,73;18,21;68,44;93,4;383,86;35,35;26,16;14,07896;Liver;415,86;6;3;3;11;16;34;20;13;CS;0,0284;0,0290;0,0075;0,0061;0,632;14,15;200;10;2;20;0,521;0,465;25;0,7151;0,1052
29;Cromwell;Repopulated;2023;107,82;85,85;41,07;17,09;26,06914;55,84;61,75;21,57;161,39;525,83;55,1;38,43;26,01404;Liver;525,83;21;18;13;28;19;41;30;21;CS;0,0261;0,0283;0,0074;0,0065;0,632;14,15;200;10;2;20;0,546;0,599;25;0,7151;0,1052
30;Cromwell;Repopulated;2023;86,68;71,1;31,68;11,78;12,925;14,81;18,88;54,34;83,64;149,37;22,63;8,35;12,90237;Liver;149,37;14;10;5;6;13;16;12;4;CS;0,0271;0,0286;0,0048;0,0052;0,632;14,15;200;10;2;20;0,498;0,503;25;0,7151;0,1052
1;Triton;Ctrl;2023;96,96;81,61;37,4;15,81;20,93707;29,57;18,35;56,46;152,66;191,7;0;0;20,93707;Liver;191,7;0;0;0;0;0;0;0;0;CPT;0,0241;0,0232;0,0007;0,0033;0,632;14,15;200;25;1;20;0,356;0,388;25;0,7151;0,1052
2;Triton;Ctrl;2023;94,4;76,17;40,43;15,64;19,23361;51,06;27,14;83,42;170,25;650,36;0;0;19,23361;Liver;650,36;0;0;0;0;0;0;0;0;CPT;0,0206;0,0206;0,0007;0,0033;0,632;14,15;200;25;1;20;0,363;0,366;25;0,7151;0,1052
3;Triton;Ctrl;2023;98,87;84,84;39,24;15,08;21,26829;27,59;13,43;62,68;202,76;193,6;0;0;21,26829;Liver;193,6;0;0;0;0;0;0;0;0;CPT;0,0223;0,0236;0,0007;0,0033;0,632;14,15;200;25;1;20;0,395;0,393;25;0,7151;0,1052
4;Triton;Ctrl;2023;92,51;76,6;37,35;14,43;17,15473;46,94;8,19;75,33;131,32;448,32;0;0;17,15473;Liver;448,32;0;0;0;0;0;0;0;0;CPT;0,0236;0,0243;0,0007;0,0033;0,632;14,15;200;25;1;20;0,320;0,400;25;0,7151;0,1052
5;Triton;Ctrl;2023;91,16;76,85;36,57;14,43;17,27514;23,97;9,58;63,63;117,34;225,13;0;0;17,27514;Liver;225,13;0;0;0;0;0;0;0;0;CPT;0,0254;0,0251;0,0007;0,0033;0,632;14,15;200;25;1;20;0,298;0,343;25;0,9262;0,1188
6;Triton;Ctrl;2023;100,03;81,7;39,06;17,07;21,7333;42,72;10,24;47,57;166,17;356,6;0;0;21,7333;Liver;356,6;0;0;0;0;0;0;0;0;CPT;0,0173;0,0148;0,0007;0,0033;0,632;14,15;200;25;1;20;0,328;0,365;25;0,7151;0,1052
7;Triton;Ctrl;2023;91,16;78,63;36,77;13,23;16,29342;24,61;10,27;52,87;142,34;169,41;0;0;16,29342;Liver;169,41;0;0;0;0;0;0;0;0;CPT;0,0248;0,0258;0,0007;0,0033;0,632;14,15;200;25;1;20;0,365;0,444;25;0,7151;0,1052
8;Triton;Ctrl;2023;111,03;95,67;43,45;18,36;32,47914;53,31;7,41;97,67;219,98;601,05;0;0;32,47914;Liver;601,05;0;0;0;0;0;0;0;0;CPT;0,0249;0,0170;0,0007;0,0033;0,632;14,15;200;25;1;20;0,376;0,446;25;0,7151;0,1052
9;Triton;Ctrl;2023;93,96;76,9;36,74;14,77;17,99933;20,23;8,54;34,77;153,02;402,24;0;0;17,99933;Liver;402,24;0;0;0;0;0;0;0;0;CPT;0,0208;0,0213;0,0007;0,0033;0,632;14,15;200;25;1;20;0,372;0,460;25;0,7151;0,1052
10;Triton;Ctrl;2023;74,32;60,7;30,16;12,76;10,30351;26,1;22,45;27,81;71,24;339,07;0;0;10,30351;Liver;339,07;0;0;0;0;0;0;0;0;CPT;0,0253;0,0258;0,0007;0,0033;0,632;14,15;200;25;1;20;0,394;0,419;25;0,7151;0,1052
1;Cromwell;Cleaned;2023;93,17;73,94;35,72;13,09;15,23319;18,86;21,74;53,86;139,14;270,53;17,64;15,96;15,21555;Liver;270,53;25;15;9;25;18;60;15;16;CPT;0,0196;0,0183;0,0007;0,0033;0,632;14,15;200;25;1;20;0,465;0,528;25;0,7151;0,1052
2;Cromwell;Cleaned;2023;92,59;75,7;35,57;15,8;16,0999;16,8;17,59;117,14;67,66;167,7;12,17;2,19;16,08773;Liver;167,7;13;5;1;7;11;33;11;5;CPT;0,0246;0,0200;0,0007;0,0033;0,632;14,15;200;25;1;20;0,400;0,436;25;0,7151;0,1052
3;Cromwell;Cleaned;2023;131,95;108,59;51,27;19,89;44,06982;84,14;35,07;117,62;377,44;494,89;38,33;17,46;44,03149;Liver;494,89;2;1;4;8;0;31;15;11;CPT;0,0223;0,0220;0,0007;0,0033;0,632;14,15;200;25;1;20;0,369;0,426;25;0,7151;0,1052
4;Cromwell;Cleaned;2023;78,66;62,84;12,68;27,93;9,4727;8,82;13,02;45,1;54,68;203,35;22,41;5,66;9,45029;Liver;203,35;11;6;4;9;21;41;22;3;CPT;0,0262;0,0246;0,0007;0,0033;0,632;14,15;200;25;1;20;0,380;0,446;25;0,7151;0,1052
5;Cromwell;Cleaned;2023;114,77;89,71;44,16;18,23;32,56342;32,61;39,2;93,06;301,17;356,42;21,65;1,99;32,54177;Liver;356,42;5;2;2;18;5;26;11;6;CPT;0,0283;0,0254;0,0007;0,0033;0,632;14,15;200;25;1;20;0,407;0,384;25;0,7151;0,1052
6;Cromwell;Cleaned;2023;91,65;76,52;33,59;12,81;14,69085;31,93;22,46;48,1;83,49;225,63;31,54;18,53;14,65931;Liver;225,63;20;4;4;21;17;34;26;10;CPT;0,0257;0,0232;0,0007;0,0033;0,632;14,15;200;25;1;20;0,389;0,407;25;0,7151;0,1052
7;Cromwell;Cleaned;2023;83,79;67,33;30,75;12,11;11,31253;19,15;17,08;49,11;75,44;192,37;22,79;26,68;11,28974;Liver;192,37;24;6;5;12;11;29;15;13;CPT;0,0286;0,0226;0,0007;0,0033;0,632;14,15;200;25;1;20;0,410;0,411;25;0,7151;0,1052
8;Cromwell;Uninfected;2023;80,8;64,71;29,18;10,71;9,90854;11,76;32,6;90,2;71,58;41,9;0;0,9;9,90854;Liver;41,9;10;0;4;3;4;33;0;1;CPT;0,0290;0,0255;0,0007;0,0033;0,632;14,15;200;25;1;20;0,465;0,513;25;0,7151;0,1052
9;Cromwell;Cleaned;2023;103,36;84,65;42,11;15,27;23,72529;55,15;41,27;63,64;195,84;241,78;12,06;12,07;23,71323;Liver;241,78;0;3;4;1;2;56;6;2;CPT;0,0279;0,0232;0,0007;0,0033;0,632;14,15;200;25;1;20;0,448;0,471;25;0,7151;0,1052
10;Cromwell;Cleaned;2023;104,85;86,09;40,8;15,13;24,2627;45,28;30,91;60,96;195,84;233,54;17,22;8,81;24,24548;Liver;233,54;104;19;11;54;35;105;9;1;CPT;0,0317;0,0259;0,0007;0,0033;0,632;14,15;200;25;1;20;0,453;0,461;25;0,7151;0,1052
11;Cromwell;Cleaned;2023;72,44;60,15;26,58;11,07;7,48916;15,79;21,37;48,44;53,85;146,05;12,01;6,52;7,47715;Liver;146,05;11;4;1;0;11;13;4;7;CPT;0,0167;0,0169;0,0010;0,0010;0,632;14,15;200;25;1;20;0,331;0,392;25;0,9262;0,1188
12;Cromwell;Uninfected;2023;82,63;68,25;29,57;10,32;9,65738;13,1;19,09;31,4;64,29;87,08;0;2,14;9,65738;Liver;87,08;4;1;1;2;0;15;0;0;CPT;0,0174;0,0198;0,0010;0,0010;0,632;14,15;200;25;1;20;0,421;0,483;25;0,7151;0,1052
13;Cromwell;Cleaned;2023;113,04;92,39;44,31;18,9;31,69761;33,86;19;70,57;218,43;465,22;11,83;3,19;31,68578;Liver;465,22;5;2;2;4;1;17;4;2;CPT;0,0205;0,0202;0,0010;0,0010;0,632;14,15;200;25;1;20;0,409;0,446;25;0,7151;0,1052
14;Cromwell;Cleaned;2023;81;65,9;31,54;12,08;11,13504;14,89;27,69;32,67;79,45;94,86;14,28;1,42;11,12076;Liver;94,86;5;0;6;0;5;18;4;3;CPT;0,0207;0,0217;0,0010;0,0010;0,632;14,15;200;25;1;20;0,465;0,454;25;0,7151;0,1052
15;Cromwell;Cleaned;2023;101,39;83,18;41,13;15,71;22,25158;18,43;46,1;66,02;183,46;482,68;32,33;29,99;22,21925;Liver;482,68;15;3;3;19;2;74;31;12;CPT;0,0254;0,0237;0,0010;0,0010;0,632;14,15;200;25;1;20;0,754;0,852;25;0,7151;0,1052
16;Cromwell;Repopulated;2023;80,82;65,05;29,04;11,64;9,69705;11,52;14,65;52,4;77,42;101,4;6,24;3,87;9,69081;Liver;107,64;0;0;0;1;1;7;3;4;CPT;0,0261;0,0257;0,0010;0,0010;0,632;14,15;200;25;1;20;0,480;0,528;25;0,7151;0,1052
17;Cromwell;Uninfected;2023;75,58;57,8;27,38;10,2;7,64952;10,79;15,65;38,04;53,45;59,36;0;0;7,64952;Liver;59,36;0;0;0;0;0;0;0;0;CPT;0,0238;0,0233;0,0010;0,0010;0,632;14,15;200;25;1;20;0,487;0,554;25;0,7151;0,1052
18;Cromwell;Repopulated;2023;102,87;82,82;41;16,2;22,63112;30,75;41,33;75,38;202,69;253,8;23,08;4,44;22,60804;Liver;253,8;2;0;0;6;0;12;16;4;CPT;0,0251;0,0231;0,0010;0,0010;0,632;14,15;200;25;1;20;0,350;0,446;25;0,9262;0,1188
19;Cromwell;Uninfected;2023;79,29;64,43;29,68;12,29;10,86601;12,35;12,67;45,08;90,31;96,87;0;0;10,86601;Liver;96,87;1;3;0;2;1;6;0;0;CPT;0,0232;0,0242;0,0010;0,0010;0,632;14,15;200;25;1;20;0,436;0,490;25;0,7151;0,1052
20;Cromwell;Repopulated;2023;76,73;64,1;27,27;11,6;8,67141;20,22;18,7;28,83;61,85;213,34;32,09;19,44;8,63932;Liver;245,43;5;3;0;10;4;8;36;18;CPT;0,0245;0,0223;0,0010;0,0010;0,632;14,15;200;25;1;20;0,411;0,405;25;0,9262;0,1188
21;Cromwell;Repopulated;2023;81;66,83;30,82;12,29;11,58515;11,4;19,63;37,27;72,8;133,94;16,15;8,57;11,569;Liver;133,94;21;5;8;29;28;26;8;4;CPT;0,0229;0,0243;0,0010;0,0010;0,632;14,15;200;25;1;20;0,497;0,508;25;0,7151;0,1052
22;Cromwell;Repopulated;2023;89,7;74,74;32,91;13,43;14,71944;23,64;34,78;54,74;109,16;299,49;23,43;28,41;14,69601;Liver;299,49;27;3;8;26;25;34;15;17;CPT;0,0238;0,0276;0,0010;0,0010;0,632;14,15;200;25;1;20;0,447;0,575;25;0,7151;0,1052
23;Cromwell;Repopulated;2023;102,16;83,65;38,17;14,37;19,00138;35,49;26,24;63,7;157,85;300,41;9,44;7,78;18,99194;Liver;309,85;21;23;19;30;26;20;5;6;CPT;0,0260;0,0256;0,0010;0,0010;0,632;14,15;200;25;1;20;0,416;0,525;25;0,9262;0,1188
24;Cromwell;Repopulated;2023;93,22;77,89;35,82;14,17;16,5847;20,13;20,12;58,69;119,76;288,7;10,21;1,2;16,57449;Liver;298,91;23;14;4;17;13;35;3;1;CPT;0,0288;0,0229;0,0010;0,0010;0,632;14,15;200;25;1;20;0,454;0,545;25;0,7151;0,1052
25;Cromwell;Repopulated;2023;86,56;68,41;29,55;11,44;11,46771;15,66;13,34;82,2;82,74;125,29;20,83;6,45;11,44688;Liver;146,12;53;15;18;29;26;29;21;6;CPT;0,0251;0,0260;0,0010;0,0010;0,632;14,15;200;25;1;20;0,499;0,500;25;0,7151;0,1052
26;Cromwell;Repopulated;2023;113,89;92,6;44,86;16,25;29,17297;37,64;48,01;209,47;73,16;321,35;51,05;19,34;29,12192;Liver;321,35;52;20;19;34;40;71;32;7;CPT;0,0237;0,0233;0,0010;0,0010;0,632;14,15;200;25;1;20;0,510;0,462;25;0,7151;0,1052
27;Cromwell;Repopulated;2023;100,51;82,59;38,45;15,63;19,49763;25,05;14,15;79,8;149,53;510,29;35,65;51,16;19,46198;Liver;545,94;5;7;12;5;15;17;18;27;CPT;0,0284;0,0245;0,0010;0,0010;0,632;14,15;200;25;1;20;0,549;0,648;25;0,7151;0,1052
28;Cromwell;Repopulated;2023;87,06;72,58;33,14;14,68;14,11431;20,73;18,21;68,44;93,4;383,86;35,35;26,16;14,07896;Liver;415,86;6;3;3;11;16;34;20;13;CPT;0,0264;0,0257;0,0010;0,0010;0,632;14,15;200;25;1;20;0,521;0,465;25;0,7151;0,1052
29;Cromwell;Repopulated;2023;107,82;85,85;41,07;17,09;26,06914;55,84;61,75;21,57;161,39;525,83;55,1;38,43;26,01404;Liver;525,83;21;18;13;28;19;41;30;21;CPT;0,0264;0,0253;0,0010;0,0010;0,632;14,15;200;25;1;20;0,546;0,599;25;0,7151;0,1052
30;Cromwell;Repopulated;2023;86,68;71,1;31,68;11,78;12,925;14,81;18,88;54,34;83,64;149,37;22,63;8,35;12,90237;Liver;149,37;14;10;5;6;13;16;12;4;CPT;0,0264;0,0240;0,0010;0,0010;0,632;14,15;200;25;1;20;0,498;0,503;25;0,7151;0,1052
1;Triton;Ctrl;2023;96,96;81,61;37,4;15,81;20,93707;29,57;18,35;56,46;152,66;191,7;0;0;20,93707;Liver;191,7;0;0;0;0;0;0;0;0;LDH;-0,0118;-0,0124;-0,0047;-0,0048;0,632;6,22;200;2;5;20;0,356;0,388;25;0,7151;0,1052
2;Triton;Ctrl;2023;94,4;76,17;40,43;15,64;19,23361;51,06;27,14;83,42;170,25;650,36;0;0;19,23361;Liver;650,36;0;0;0;0;0;0;0;0;LDH;-0,0084;-0,0097;-0,0047;-0,0048;0,632;6,22;200;2;5;20;0,363;0,366;25;0,7151;0,1052
3;Triton;Ctrl;2023;98,87;84,84;39,24;15,08;21,26829;27,59;13,43;62,68;202,76;193,6;0;0;21,26829;Liver;193,6;0;0;0;0;0;0;0;0;LDH;-0,0123;-0,0127;-0,0047;-0,0048;0,632;6,22;200;2;5;20;0,395;0,393;25;0,7151;0,1052
4;Triton;Ctrl;2023;92,51;76,6;37,35;14,43;17,15473;46,94;8,19;75,33;131,32;448,32;0;0;17,15473;Liver;448,32;0;0;0;0;0;0;0;0;LDH;-0,0084;-0,0088;-0,0047;-0,0048;0,632;6,22;200;2;5;20;0,320;0,400;25;0,7151;0,1052
5;Triton;Ctrl;2023;91,16;76,85;36,57;14,43;17,27514;23,97;9,58;63,63;117,34;225,13;0;0;17,27514;Liver;225,13;0;0;0;0;0;0;0;0;LDH;-0,0146;-0,0111;-0,0047;-0,0048;0,632;6,22;200;2;5;20;0,298;0,343;25;0,9262;0,1188
6;Triton;Ctrl;2023;100,03;81,7;39,06;17,07;21,7333;42,72;10,24;47,57;166,17;356,6;0;0;21,7333;Liver;356,6;0;0;0;0;0;0;0;0;LDH;-0,0098;-0,0144;-0,0047;-0,0048;0,632;6,22;200;2;5;20;0,328;0,365;25;0,7151;0,1052
7;Triton;Ctrl;2023;91,16;78,63;36,77;13,23;16,29342;24,61;10,27;52,87;142,34;169,41;0;0;16,29342;Liver;169,41;0;0;0;0;0;0;0;0;LDH;-0,0111;-0,0107;-0,0047;-0,0048;0,632;6,22;200;2;5;20;0,365;0,444;25;0,7151;0,1052
8;Triton;Ctrl;2023;111,03;95,67;43,45;18,36;32,47914;53,31;7,41;97,67;219,98;601,05;0;0;32,47914;Liver;601,05;0;0;0;0;0;0;0;0;LDH;-0,0148;-0,0098;-0,0047;-0,0048;0,632;6,22;200;2;5;20;0,376;0,446;25;0,7151;0,1052
9;Triton;Ctrl;2023;93,96;76,9;36,74;14,77;17,99933;20,23;8,54;34,77;153,02;402,24;0;0;17,99933;Liver;402,24;0;0;0;0;0;0;0;0;LDH;-0,0088;-0,0092;-0,0047;-0,0048;0,632;6,22;200;2;5;20;0,372;0,460;25;0,7151;0,1052
10;Triton;Ctrl;2023;74,32;60,7;30,16;12,76;10,30351;26,1;22,45;27,81;71,24;339,07;0;0;10,30351;Liver;339,07;0;0;0;0;0;0;0;0;LDH;-0,0084;-0,0097;-0,0047;-0,0048;0,632;6,22;200;2;5;20;0,394;0,419;25;0,7151;0,1052
